k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.388971996307373, 1.0730894207954407]                                        |130.0581970214843750|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-1.011410367488861, -0.5553825497627258]                                       | 27.0129299163818359|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.0216212391853332, 0.3372547030448914]                                       | 12.4184656143188477|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-0.0216212391853332, 0.3372547030448914]                                       | 12.4184656143188477|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.0216212391853332, 0.3372547030448914]                                       | 12.4184656143188477|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0216212391853332, 0.3372547030448914]                                       | 12.4184656143188477|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.6841562271118165, 0.0707510113716125]                                        |  6.3238749504089355|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.0017384171485901, 0.0973724815994501]                                        |  1.9446661472320557|      4.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[0.0017384171485901, 0.0973724815994501]                                        |  1.9446661472320557|      2.00000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0017384171485901, 0.0973724815994501]                                        |  1.9446661472320557|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0017384171485901, 0.0973724815994501]                                        |  1.9446661472320557|      0.50000000|[39, 11, 6, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.4858429312705994, 0.027450667694211]                                         |  1.0252530574798584|      1.00000000|[43, 12, 6, 18]                                                            | | GPS sucess | actual_k=1
      13|[0.4858429312705994, 0.027450667694211]                                         |  1.0252530574798584|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
