k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9784468486905098, -0.6624351382255554]                                       |  2.4870779514312744|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.0949913933873177, 0.0627596139907837]                                        |  0.0002197231660830|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.0949913933873177, 0.0627596139907837]                                        |  0.0002197231660830|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0949913933873177, 0.0627596139907837]                                        |  0.0002197231660830|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.0422944352030754, -0.0668138355016709]                                      |  0.0000534129976586|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[-0.0422944352030754, -0.0668138355016709]                                      |  0.0000534129976586|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.0422944352030754, -0.0668138355016709]                                      |  0.0000534129976586|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0422944352030754, -0.0668138355016709]                                      |  0.0000534129976586|      0.25000000|[29, 8, 4, 12]                                                             |  | used linear model with 5 points | actual_k=1
       9|[-0.0422944352030754, -0.0668138355016709]                                      |  0.0000534129976586|      0.12500000|[32, 9, 4, 13]                                                             |  | used linear model with 5 points | actual_k=1
      10|[-0.0422944352030754, -0.0668138355016709]                                      |  0.0000534129976586|      0.06250000|[35, 10, 4, 14]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-0.0634876489639282, -0.0267748288810253]                                      |  0.0000445018631581|      0.12500000|[38, 11, 4, 15]                                                            | | GPS sucess | actual_k=1
      12|[-0.0634876489639282, -0.0267748288810253]                                      |  0.0000445018631581|      0.06250000|[41, 12, 4, 16]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-0.0584268355742097, 0.0273033328354358]                                       |  0.0000315375036735|      0.12500000|[44, 13, 4, 17]                                                            | | GPS sucess | actual_k=1
      14|[-0.0584268355742097, 0.0273033328354358]                                       |  0.0000315375036735|      0.06250000|[47, 14, 4, 18]                                                            |  | used linear model with 5 points | actual_k=1
      15|[-0.0082482406869531, 0.0107990730553865]                                       |  0.0000000388182002|      0.12500000|[50, 15, 4, 19]                                                            | | GPS sucess | actual_k=1
      16|[-0.0082482406869531, 0.0107990730553865]                                       |  0.0000000388182002|      0.06250000|[53, 16, 4, 20]                                                            |  | used linear model with 5 points | actual_k=1
