k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[1.084092952311039, 4.753253921866417]                                          |131.8815002441406250|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[0.3506170314427816, 4.073538486182879]                                         | 25.7229936938025752|      2.00000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[0.2768443477031194, 5.3569083849789605]                                        |  8.8761749267578125|      4.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[0.7382705461856328, 4.459602657973956]                                         |  7.3800592422485352|      8.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.7382705461856328, 4.459602657973956]                                         |  7.3800592422485352|      4.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.7382705461856328, 4.459602657973956]                                         |  7.3800592422485352|      2.00000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.7382705461856328, 4.459602657973956]                                         |  7.3800592422485352|      1.00000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.8658095550414525, 3.982653621852587]                                         |  3.7879340648651123|      2.00000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[0.8658095550414525, 3.982653621852587]                                         |  3.7879340648651123|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.8658095550414525, 3.982653621852587]                                         |  3.7879340648651123|      0.50000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.8658095550414525, 3.982653621852587]                                         |  3.7879340648651123|      0.25000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
