k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9832313656806946, 4.817637354135513]                                         |1385.8173828125000000|      2.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[1.8986819982528687, 2.819425255060196]                                         |301.1513977050781250|      4.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[-1.0947123765945435, 0.1662031710147858]                                       | 41.5351676940917969|      8.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[-1.0947123765945435, 0.1662031710147858]                                       | 41.5351676940917969|      4.00000000|[25, 8, 1, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.6196091175079346, 1.1963014900684357]                                        | 13.4363059997558594|      8.00000000|[32, 10, 1, 11]                                                            | | GPS sucess | actual_k=1
       6|[1.5116101503372192, -2.7029721438884735]                                       |  2.0403354167938232|     16.00000000|[38, 12, 1, 13]                                                            | | GPS sucess | actual_k=1
       7|[1.5116101503372192, -2.7029721438884735]                                       |  2.0403354167938232|      8.00000000|[44, 14, 2, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.5116101503372192, -2.7029721438884735]                                       |  2.0403354167938232|      4.00000000|[51, 16, 3, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.5116101503372192, -2.7029721438884735]                                       |  2.0403354167938232|      2.00000000|[58, 18, 4, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
