k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3239148378372192, 0.907576434314251]                                        | 90.4066238403320312|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.7315974056720733, -0.8316246345639229]                                      | 22.3626766204833984|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.7315974056720733, -0.8316246345639229]                                      | 22.3626766204833984|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.6535475432872773, 0.5072339698672295]                                        |  5.3224372863769531|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.98143430352211, 0.7394762262701988]                                          |  4.2379455566406250|      8.00000000|[22, 0, 1, 6]                                                              | | GPS sucess | actual_k=0
       6|[0.98143430352211, 0.7394762262701988]                                          |  4.2379455566406250|      4.00000000|[26, 0, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.98143430352211, 0.7394762262701988]                                          |  4.2379455566406250|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.98143430352211, 0.7394762262701988]                                          |  4.2379455566406250|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.98143430352211, 0.7394762262701988]                                          |  4.2379455566406250|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.7342672675848008, 0.4012090787291527]                                        |  0.0734548196196556|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.7342672675848008, 0.4012090787291527]                                        |  0.0734548196196556|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.7342672675848008, 0.4012090787291527]                                        |  0.0734548196196556|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.7342672675848008, 0.4012090787291527]                                        |  0.0734548196196556|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
