k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-4.009490146301687, -0.1052175242453814]                                       | 35.7261314392089844|      0.12500000|[25, 0, 4, 9]                                                              | | GPS sucess | actual_k=0
       6|[-4.009490146301687, -0.1052175242453814]                                       | 35.7261314392089844|      0.06250000|[29, 0, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-4.009490146301687, -0.1052175242453814]                                       | 35.7261314392089844|      0.03125000|[34, 0, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-4.009490146301687, -0.1052175242453814]                                       | 35.7261314392089844|      0.01562500|[39, 0, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-4.018322619609535, -0.1075874470639974]                                       | 35.2995071411132812|      0.03125000|[44, 0, 7, 16]                                                             | | GPS sucess | actual_k=0
      10|[-4.018322619609535, -0.1075874470639974]                                       | 35.2995071411132812|      0.01562500|[48, 0, 8, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-4.018322619609535, -0.1075874470639974]                                       | 35.2995071411132812|      0.00781250|[53, 0, 9, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
