k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2117.3170600156249748|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5690383315086365, 4.385365068912506]                                         |1249.1645507812500000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.0677769780158997, 3.7217209339141846]                                        |270.2208862304687500|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.8151718378067017, 2.521215081214905]                                         |  9.1289196014404297|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[0.8151718378067017, 2.521215081214905]                                         |  9.1289196014404297|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.1023454666137695, 2.241889178752899]                                         |  1.5496622323989868|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[0.1023454666137695, 2.241889178752899]                                         |  1.5496622323989868|      4.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.1023454666137695, 2.241889178752899]                                         |  1.5496622323989868|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9289836287498474, 1.1402644515037537]                                        |  0.7372227907180786|      4.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[0.9289836287498474, 1.1402644515037537]                                        |  0.7372227907180786|      2.00000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9289836287498474, 1.1402644515037537]                                        |  0.7372227907180786|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.1528714895248413, 0.9299385249614716]                                        |  0.1824586391448975|      2.00000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[0.1528714895248413, 0.9299385249614716]                                        |  0.1824586391448975|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.1528714895248413, 0.9299385249614716]                                        |  0.1824586391448975|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
