k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7482448816299438, 5.731907844543457]                                         |  2.1753358840942383|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.7482448816299438, 5.731907844543457]                                         |  2.1753358840942383|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.4535508155822754, 5.8202184066176414]                                        |  1.8603953123092651|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.4535508155822754, 5.8202184066176414]                                        |  1.8603953123092651|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.0330226421356201, 6.391943536698818]                                         |  1.5502103567123413|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[1.0330226421356201, 6.391943536698818]                                         |  1.5502103567123413|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.5192047953605652, 7.161601923406124]                                         |  1.2622090578079224|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.5216625000987235, 8.895069364451308]                                         |  0.2205019891091513|      4.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.5216625000987235, 8.895069364451308]                                         |  0.2205019891091513|      2.00000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.7043043490204993, 8.351369682692427]                                         |  0.1949177384376526|      4.00000000|[36, 10, 5, 15]                                                            | | GPS sucess | actual_k=1
      11|[0.7043043490204993, 8.351369682692427]                                         |  0.1949177384376526|      2.00000000|[39, 11, 5, 16]                                                            |  | used linear model with 5 points | actual_k=1
      12|[0.6979758817408267, 8.645613018416304]                                         |  0.1411835402250290|      4.00000000|[42, 12, 5, 17]                                                            | | GPS sucess | actual_k=1
      13|[0.6979758817408267, 8.645613018416304]                                         |  0.1411835402250290|      2.00000000|[45, 13, 6, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[0.6979758817408267, 8.645613018416304]                                         |  0.1411835402250290|      1.00000000|[49, 14, 7, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
