k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.876091830432415, 2.2437446117401123]                                         |179.7850799560546875|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.6297165527939796, 0.692463755607605]                                         |  1.3330503702163696|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.5354040488600731, 1.0677726864814758]                                       |  0.6503042578697205|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-0.5354040488600731, 1.0677726864814758]                                       |  0.6503042578697205|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.5354040488600731, 1.0677726864814758]                                       |  0.6503042578697205|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.2125449404120445, 1.2555673122406006]                                       |  0.2197737246751785|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[-0.2125449404120445, 1.2555673122406006]                                       |  0.2197737246751785|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.2125449404120445, 1.2555673122406006]                                       |  0.2197737246751785|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.2125449404120445, 1.2555673122406006]                                       |  0.2197737246751785|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.2125449404120445, 1.2555673122406006]                                       |  0.2197737246751785|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.2125449404120445, 1.2555673122406006]                                       |  0.2197737246751785|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.221199375577271, 1.2323550004512072]                                        |  0.2146519422531128|      0.25000000|[44, 12, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[-0.221199375577271, 1.2323550004512072]                                        |  0.2146519422531128|      0.12500000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
