k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5779067397117614, 1.331572026014328]                                        |234.9239349365234375|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8724621415138245, 0.8897298276424408]                                        |  5.1067137718200684|      4.00000000|[5, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.8724621415138245, 0.8897298276424408]                                        |  5.1067137718200684|      2.00000000|[7, 0, 1, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[0.8724621415138245, 0.8897298276424408]                                        |  5.1067137718200684|      1.00000000|[10, 0, 2, 6]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[1.0763729095458985, 1.0834659487009048]                                        |  2.6822211742401123|      2.00000000|[13, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[1.0763729095458985, 1.0834659487009048]                                        |  2.6822211742401123|      1.00000000|[15, 0, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       7|[1.0763729095458985, 1.0834659487009048]                                        |  2.6822211742401123|      0.50000000|[18, 0, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[1.0763729095458985, 1.0834659487009048]                                        |  2.6822211742401123|      0.25000000|[21, 0, 5, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[1.0763729095458985, 1.0834659487009048]                                        |  2.6822211742401123|      0.12500000|[24, 0, 6, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      10|[1.0763729095458985, 1.0834659487009048]                                        |  2.6822211742401123|      0.06250000|[27, 0, 7, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      11|[1.062511064298451, 1.1234949305653572]                                         |  0.5815901756286621|      0.12500000|[30, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[1.062511064298451, 1.1234949305653572]                                         |  0.5815901756286621|      0.06250000|[32, 0, 8, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
