k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1793725490570068, 2.4285364747047424]                                        |210.7463226318359375|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.1619579792022705, 0.4286124110221863]                                        |  0.7729859948158264|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.1619579792022705, 0.4286124110221863]                                        |  0.7729859948158264|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.7393560409545898, 1.0490993857383728]                                       |  0.5729495882987976|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[-0.7393560409545898, 1.0490993857383728]                                       |  0.5729495882987976|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.7393560409545898, 1.0490993857383728]                                       |  0.5729495882987976|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.7393560409545898, 1.0490993857383728]                                       |  0.5729495882987976|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.2511610388755798, 1.1571072041988373]                                       |  0.3847158253192902|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.7333676218986511, 0.9818839430809021]                                        |  0.3306868970394135|      2.00000000|[41, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[0.7333676218986511, 0.9818839430809021]                                        |  0.3306868970394135|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.7333676218986511, 0.9818839430809021]                                        |  0.3306868970394135|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.7333676218986511, 0.9818839430809021]                                        |  0.3306868970394135|      0.25000000|[55, 0, 6, 18]                                                             |  | used linear model with 5 points | actual_k=0
      13|[0.9807192981243134, 1.018176469951868]                                         |  0.0013294540112838|      0.50000000|[59, 0, 6, 19]                                                             | | GPS sucess | actual_k=0
      14|[0.9807192981243134, 1.018176469951868]                                         |  0.0013294540112838|      0.25000000|[63, 0, 7, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
