k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 2.0]                                                                      |  5.9900000000000002|      0.50000000|[5, 1, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[2.0506958961486816, 1.5025767087936401]                                        |  0.2482010573148727|      1.00000000|[9, 2, 1, 4]                                                               | | GPS sucess | actual_k=1
       3|[2.0506958961486816, 1.5025767087936401]                                        |  0.2482010573148727|      0.50000000|[13, 3, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[2.0506958961486816, 1.5025767087936401]                                        |  0.2482010573148727|      0.25000000|[18, 4, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.811755821108818, 1.429040066897869]                                          |  0.2087675631046295|      0.50000000|[22, 5, 3, 11]                                                             | | GPS sucess | actual_k=1
       6|[0.9708893150091171, 0.8877974078059196]                                        | -0.4154414236545563|      1.00000000|[25, 6, 3, 12]                                                             | | GPS sucess | actual_k=1
       7|[0.9708893150091171, 0.8877974078059196]                                        | -0.4154414236545563|      0.50000000|[29, 7, 4, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9708893150091171, 0.8877974078059196]                                        | -0.4154414236545563|      0.25000000|[34, 8, 5, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9708893150091171, 0.8877974078059196]                                        | -0.4154414236545563|      0.12500000|[39, 9, 6, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
