k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2746458053588867, 5.632257699966431]                                         |  4.6831712722778320|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.2746458053588867, 5.632257699966431]                                         |  4.6831712722778320|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.2746458053588867, 5.632257699966431]                                         |  4.6831712722778320|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.2746458053588867, 5.632257699966431]                                         |  4.6831712722778320|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.2746458053588867, 5.632257699966431]                                         |  4.6831712722778320|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.3619387745857239, 5.564621679484844]                                         |  1.2047313451766968|      0.25000000|[29, 0, 4, 10]                                                             | | GPS sucess | actual_k=0
       7|[0.3664403101429343, 5.318121857941151]                                         |  1.1993304491043091|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.3664403101429343, 5.318121857941151]                                         |  1.1993304491043091|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.3664403101429343, 5.318121857941151]                                         |  1.1993304491043091|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.3664403101429343, 5.318121857941151]                                         |  1.1993304491043091|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.3865115670487285, 5.340507389977574]                                         |  0.8054561018943787|      0.12500000|[52, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[0.3865115670487285, 5.340507389977574]                                         |  0.8054561018943787|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
