k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.038025617599487, 9.726860284805298]                                          | 14.2376260757446289|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[9.038025617599487, 9.726860284805298]                                          | 14.2376260757446289|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[9.038025617599487, 9.726860284805298]                                          | 14.2376260757446289|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[9.038025617599487, 9.726860284805298]                                          | 14.2376260757446289|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[9.038025617599487, 9.726860284805298]                                          | 14.2376260757446289|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[9.017315665259957, 9.603587843477726]                                          | 14.2358236312866211|      0.25000000|[29, 0, 4, 10]                                                             | | GPS sucess | actual_k=0
       7|[9.017315665259957, 9.603587843477726]                                          | 14.2358236312866211|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[9.017315665259957, 9.603587843477726]                                          | 14.2358236312866211|      0.06250000|[38, 0, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[9.055952372029424, 9.652714777737856]                                          | 14.2267951965332031|      0.12500000|[43, 0, 6, 15]                                                             | | GPS sucess | actual_k=0
      10|[9.10922590829432, 9.539635468274355]                                           | 14.2205610275268555|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[9.290904394796886, 9.36790041785617]                                           | 14.1987071827101357|      0.50000000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      12|[9.290904394796886, 9.36790041785617]                                           | 14.1987071827101357|      0.25000000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
