k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.712389, -1.0]                                                                |  5.5516525218302499|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.12500000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.06250000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.03125000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.01562500|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.00781250|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[4.707789095358491, -0.9995640545675997]                                        |  5.5410003662109375|      0.01562500|[32, 8, 7, 15]                                                             | | GPS sucess | actual_k=1
       9|[4.707789095358491, -0.9995640545675997]                                        |  5.5410003662109375|      0.00781250|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[4.707789095358491, -0.9995640545675997]                                        |  5.5410003662109375|      0.00390625|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[4.704265840391408, -0.9978772043965926]                                        |  5.5368965511947206|      0.00781250|[43, 11, 10, 21]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
