k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3461466133594513, 0.5953128337860107, -0.3127852380275726, 0.855421245098114, -0.5563362836837769, 0.0030238965991884, -0.2976980209350586, -0.2948634922504425, -0.1272740513086319, 0.1471786201000214, -0.0582481361925602, 0.5117940902709961, 0.3142893016338348, -0.2150417864322662, 0.4991093277931213, -0.1775581389665604, 0.1511006206274033, 0.0698218047618866, 0.172250434756279, 0.6807312369346619, -0.97990882396698, 0.0357962101697922]| 13.3437814712524414|      2.00000000|[208, 68, 0, 5]                                                            | | GPS sucess | actual_k=16
       2|[1.964471846818924, 0.4501844942569733, 1.3845409452915192, 1.5773001909255981, -1.2671456336975098, -0.2125740756746382, -0.4925455898046494, 0.4715088307857513, -1.374042883515358, -1.073147565126419, 0.8352171443402767, 0.3593035042285919, 1.104984849691391, -0.7671119272708893, 1.0399768352508545, 0.2863092571496964, 0.405136451125145, 0.6680555641651154, -1.2918068915605545, 0.7600288018584251, -0.2411376237869263, -0.5642908960580826]| 12.1602048873901367|      4.00000000|[417, 134, 0, 10]                                                          | | GPS sucess | actual_k=16
       3|[1.2656930983066559, -0.1329686343669891, 1.699198693037033, 1.8527121841907501, -0.7943748831748962, 0.2816564927343279, 0.1027979403734207, 0.4443438462913036, -2.357285276055336, -1.1447485089302063, 1.002285148948431, 0.4991948157548904, 0.8640799224376678, -0.551227405667305, 0.4088369011878967, 0.432887926697731, 0.8090192228555679, 0.3704150915145874, -1.2472091168165207, 0.4256588444113731, -0.5936579704284668, -0.1898316293954849]| 12.1439485549926758|      8.00000000|[619, 207, 0, 15]                                                          | | GPS sucess | actual_k=16
       4|[-0.6427613198757172, 0.7065589725971222, 2.1358955204486847, 3.3148109018802643, -4.295274913311005, -2.6355009188409895, 0.4345340579748154, 2.168539922684431, -3.796272411942482, -0.1550967693328857, 1.8818318508565426, -2.6144524067640305, -1.0869068205356598, -1.361304298043251, -0.985552966594696, -1.8192900270223618, 1.2047543078660965, 0.0950791835784912, -3.430902525782585, -1.060372568666935, 0.5046069622039795, -0.4397308975458145]| 12.1408777236938477|     16.00000000|[824, 277, 0, 20]                                                          | | GPS sucess | actual_k=16
       5|[-1.6307648122310638, -5.270909518003464, 4.730402261018753, 3.9266187250614166, -5.411858022212982, -0.4808287729974836, 3.4825875610113144, 3.1325315050780773, -5.535194292664528, 0.5646441578865051, -0.3633375503122807, -5.3450620621442795, 1.64270481467247, 0.6026123613119125, -5.487023055553436, -8.666830882430077, -2.197619006037712, 5.1109459400177, 1.4686240702867508, -0.2780665531754494, 5.937695264816284, -3.712200418114662]| 12.1332111358642578|     32.00000000|[1032, 344, 0, 25]                                                         | | GPS sucess | actual_k=16
       6|[-1.6307648122310638, -5.270909518003464, 4.730402261018753, 3.9266187250614166, -5.411858022212982, -0.4808287729974836, 3.4825875610113144, 3.1325315050780773, -5.535194292664528, 0.5646441578865051, -0.3633375503122807, -5.3450620621442795, 1.64270481467247, 0.6026123613119125, -5.487023055553436, -8.666830882430077, -2.197619006037712, 5.1109459400177, 1.4686240702867508, -0.2780665531754494, 5.937695264816284, -3.712200418114662]| 12.1332111358642578|     16.00000000|[1241, 410, 0, 30]                                                         |  | used quadratic model with 276 points | actual_k=16
       7|[-8.943682044744492, -4.711211234331131, 19.198228150606155, 7.270332723855972, -12.763538300991058, 3.9586763272527605, 6.428856357932091, 13.829858165234327, -8.03592623770237, -4.420984923839569, 8.794308628886938, -9.080072209239006, 0.3847224414348602, 11.616484507918358, -5.083482623100281, -15.676926001906395, 6.45149464905262, 7.8177478313446045, 11.871782258152962, -4.290322221815586, -0.3809306621551514, -6.023435607552528]| 12.1171302795410156|     32.00000000|[1446, 480, 0, 35]                                                         | | GPS sucess | actual_k=16
       8|[-11.516655296087265, -12.07138016819954, 15.274765521287918, 10.414383560419083, -12.836876772344112, 0.8111832032445818, 5.905079826712608, 8.988664012402296, -13.283751860260963, -7.157991111278534, 13.740989174693823, -6.563552424311638, -1.9064617455005646, 14.390356883406639, -4.173114776611328, -21.664066180586815, 9.634246066212654, 6.974857151508331, 13.405385568737984, -4.592557437717915, 2.3187074661254883, -6.554383650422096]| 12.1039762496948242|     64.00000000|[1653, 548, 0, 40]                                                         | | GPS sucess | actual_k=16
       9|[-40.10228189826012, 10.271608799695969, 7.443309336900711, 32.947222381830215, -60.24487390369177, -7.499254952883348, -36.37139035761356, 9.973706226795912, -28.05243243277073, -28.225944221019745, -23.07543996348977, -11.186289831995964, 7.592448204755783, 85.13359723985195, 0.5661630630493164, -48.12469659745693, 8.57287211716175, 16.828841030597687, 1.4610858708620071, -11.314436919987202, 2.2159850150346756, 40.894545182585716]| 12.0862073898315430|    128.00000000|[1858, 618, 0, 45]                                                         | | GPS sucess | actual_k=16
      10|[-75.87182077765465, -98.90923836827278, 37.988437205553055, 62.56552377343178, -71.62659158557653, -136.4337184538599, 14.967835411429405, -0.1180248446762562, 43.402790650725365, 1.197986900806427, -32.39573052898049, 28.236996605992317, 100.83618447184563, 1.941107615828514, -10.428777694702148, -22.33959375321865, -14.337390944361687, -8.033765017986298, 40.73816259205341, -0.235897071659565, 27.530647948384285, 100.65686665475368]| 11.8914089202880859|    256.00000000|[2067, 684, 0, 50]                                                         | | GPS sucess | actual_k=16
      11|[-75.87182077765465, -98.90923836827278, 37.988437205553055, 62.56552377343178, -71.62659158557653, -136.4337184538599, 14.967835411429405, -0.1180248446762562, 43.402790650725365, 1.197986900806427, -32.39573052898049, 28.236996605992317, 100.83618447184563, 1.941107615828514, -10.428777694702148, -22.33959375321865, -14.337390944361687, -8.033765017986298, 40.73816259205341, -0.235897071659565, 27.530647948384285, 100.65686665475368]| 11.8914089202880859|    128.00000000|[2276, 750, 0, 55]                                                         |  | used quadratic model with 276 points | actual_k=16
