k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.3, 0.4]                                                                      |4171.3061619604923180|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5206274509429931, -0.1714635252952575]                                      |1914.7374267578125000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.5206274509429931, -0.1714635252952575]                                      |1914.7374267578125000|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-1.4183417081832885, 0.2691145479679108]                                       |559.5905761718750000|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[-1.4183417081832885, 0.2691145479679108]                                       |559.5905761718750000|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-1.4183417081832885, 0.2691145479679108]                                       |559.5905761718750000|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.4183417081832885, 0.2691145479679108]                                       |559.5905761718750000|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-1.6537222236394882, 0.3533523544669152]                                       |336.5284118652343750|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[-1.6537222236394882, 0.3533523544669152]                                       |336.5284118652343750|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-1.4075900584459304, 0.3095465391874314]                                       |310.3499145507812500|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[-1.4075900584459304, 0.3095465391874314]                                       |310.3499145507812500|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-1.4075900584459304, 0.3095465391874314]                                       |310.3499145507812500|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-1.4075900584459304, 0.3095465391874314]                                       |310.3499145507812500|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
