k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 0.5]                                                                      |  0.4598493014643029|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3206274509429932, -0.0714635252952576]                                      |  0.3269850313663483|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.3206274509429932, -0.0714635252952576]                                      |  0.3269850313663483|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.3206274509429932, -0.0714635252952576]                                      |  0.3269850313663483|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.1547010540962219, -0.2265852689743042]                                       |  0.2169343382120132|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.1547010540962219, -0.2265852689743042]                                       |  0.2169343382120132|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.1547010540962219, -0.2265852689743042]                                       |  0.2169343382120132|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.2389388382434845, 0.0087952464818954]                                        |  0.0893091037869453|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.2389388382434845, 0.0087952464818954]                                        |  0.0893091037869453|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0071933269500732, 0.0526010617613792]                                       |  0.0080310264602304|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[-0.0071933269500732, 0.0526010617613792]                                       |  0.0080310264602304|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0071933269500732, 0.0526010617613792]                                       |  0.0080310264602304|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.0071933269500732, 0.0526010617613792]                                       |  0.0080310264602304|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
