k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 14.5560907917588516|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 14.5560907917588516|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[-0.0043536424636841, -0.499981015920639]                                       | 13.1273937225341797|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[-0.0043536424636841, -0.499981015920639]                                       | 13.1273937225341797|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.1594753861427307, -0.9753095805644989]                                      | 11.1720914840698242|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.1594753861427307, -0.9753095805644989]                                      | 11.1720914840698242|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.1594753861427307, -0.9753095805644989]                                      | 11.1720914840698242|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.0752376019954681, -0.7399290651082993]                                      |  6.6698393821716309|      0.50000000|[26, 7, 4, 11]                                                             | | GPS sucess | actual_k=1
       8|[-0.0752376019954681, -0.7399290651082993]                                      |  6.6698393821716309|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.0752376019954681, -0.7399290651082993]                                      |  6.6698393821716309|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0752376019954681, -0.7399290651082993]                                      |  6.6698393821716309|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0752376019954681, -0.7399290651082993]                                      |  6.6698393821716309|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0514813363552094, -0.7602318320423365]                                      |  6.4404463768005371|      0.06250000|[45, 12, 8, 20]                                                            | | GPS sucess | actual_k=1
