k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2085585594177246, 0.1899442359805107]                                        |  0.0127195417881012|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.2085585594177246, 0.1899442359805107]                                        |  0.0127195417881012|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.2085585594177246, 0.1899442359805107]                                        |  0.0127195417881012|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.2085585594177246, 0.1899442359805107]                                        |  0.0127195417881012|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.1604021675884724, 0.1422530248761177]                                        |  0.0042556943371892|      0.50000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[0.0893187187612057, 0.072869411110878]                                         |  0.0003602480574045|      1.00000000|[22, 6, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[0.0893187187612057, 0.072869411110878]                                         |  0.0003602480574045|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0893187187612057, 0.072869411110878]                                         |  0.0003602480574045|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0893187187612057, 0.072869411110878]                                         |  0.0003602480574045|      0.12500000|[33, 9, 5, 14]                                                             |  | used linear model with 5 points | actual_k=1
      10|[-0.0187290646135807, 0.0172025322914124]                                       |  0.0000008394633255|      0.25000000|[36, 10, 5, 15]                                                            | | GPS sucess | actual_k=1
      11|[-0.0187290646135807, 0.0172025322914124]                                       |  0.0000008394633255|      0.12500000|[39, 11, 5, 16]                                                            |  | used linear model with 5 points | actual_k=1
      12|[-0.0187290646135807, 0.0172025322914124]                                       |  0.0000008394633255|      0.06250000|[42, 12, 5, 17]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-0.0187290646135807, 0.0172025322914124]                                       |  0.0000008394633255|      0.03125000|[45, 13, 5, 18]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-0.0187290646135807, 0.0172025322914124]                                       |  0.0000008394633255|      0.01562500|[48, 14, 5, 19]                                                            |  | used linear model with 5 points | actual_k=1
      15|[-0.0112016717903316, 0.0058171892538667]                                       |  0.0000000591613869|      0.03125000|[51, 15, 5, 20]                                                            | | GPS sucess | actual_k=1
