k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3365541100502014, -0.0998829543590546]                                       |  0.0410480499267578|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.3365541100502014, -0.0998829543590546]                                       |  0.0410480499267578|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.2939028181135654, 0.1808919072151184]                                        |  0.0312490519136190|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[0.2939028181135654, 0.1808919072151184]                                        |  0.0312490519136190|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.2939028181135654, 0.1808919072151184]                                        |  0.0312490519136190|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.2939028181135654, 0.1808919072151184]                                        |  0.0312490519136190|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0781852789223194, 0.0600878804922104]                                        |  0.0001953544997377|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.0781852789223194, 0.0600878804922104]                                        |  0.0001953544997377|      0.25000000|[37, 0, 4, 12]                                                             |  | used linear model with 5 points | actual_k=0
       9|[0.0781852789223194, 0.0600878804922104]                                        |  0.0001953544997377|      0.12500000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0138655416667461, 0.0592596764559858]                                       |  0.0000384574668715|      0.25000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[-0.0138655416667461, 0.0592596764559858]                                       |  0.0000384574668715|      0.12500000|[50, 0, 5, 16]                                                             |  | used linear model with 5 points | actual_k=0
      12|[0.0268873199820518, -0.0096056823735125]                                       |  0.0000017268233705|      0.25000000|[54, 0, 5, 17]                                                             | | GPS sucess | actual_k=0
      13|[0.0268873199820518, -0.0096056823735125]                                       |  0.0000017268233705|      0.12500000|[58, 0, 5, 18]                                                             |  | used linear model with 5 points | actual_k=0
      14|[0.0078955348581076, -0.0192836894770153]                                       |  0.0000004728629506|      0.25000000|[62, 0, 5, 19]                                                             | | GPS sucess | actual_k=0
      15|[-8.91480594873e-05, -0.0156042384100147]                                       |  0.0000001778693246|      0.50000000|[66, 0, 5, 20]                                                             | | GPS sucess | actual_k=0
