k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-12.0, 10.0]                                                                   |100.9885487881180239|      0.50000000|[5, 1, 0, 2]                                                               |  | used linear model with 5 points | actual_k=1
       2|[-11.779805228114128, 10.448903441429138]                                       |100.9878387451171875|      1.00000000|[8, 2, 0, 3]                                                               | | GPS sucess | actual_k=1
       3|[-10.166700288653374, 9.266578555107117]                                        |100.9807510375976562|      2.00000000|[11, 3, 0, 4]                                                              | | GPS sucess | actual_k=1
       4|[-8.167162343859673, 9.309568285942078]                                         |100.9578933715820312|      4.00000000|[14, 4, 0, 5]                                                              | | GPS sucess | actual_k=1
       5|[-4.494172498583794, 7.725540518760681]                                         |100.3291702270507812|      8.00000000|[17, 5, 0, 6]                                                              | | GPS sucess | actual_k=1
       6|[3.103485658764839, 5.220427393913269]                                          | 95.9277496337890625|     16.00000000|[20, 6, 0, 7]                                                              | | GPS sucess | actual_k=1
       7|[3.103485658764839, 5.220427393913269]                                          | 95.9277496337890625|      8.00000000|[24, 7, 0, 9]                                                              |  | used linear model with 5 points | actual_k=1
       8|[0.6202789098024368, -2.3844186067581177]                                       | 88.5896911621093750|     16.00000000|[27, 8, 0, 10]                                                             | | GPS sucess | actual_k=1
       9|[0.6202789098024368, -2.3844186067581177]                                       | 88.5896911621093750|      8.00000000|[31, 9, 0, 12]                                                             |  | used linear model with 5 points | actual_k=1
      10|[0.6202789098024368, -2.3844186067581177]                                       | 88.5896911621093750|      4.00000000|[35, 10, 0, 14]                                                            |  | used linear model with 5 points | actual_k=1
      11|[0.6202789098024368, -2.3844186067581177]                                       | 88.5896911621093750|      2.00000000|[39, 11, 0, 16]                                                            |  | used linear model with 5 points | actual_k=1
      12|[0.6202789098024368, -2.3844186067581177]                                       | 88.5896911621093750|      1.00000000|[43, 12, 1, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.1318174451589584, -1.725365400314331]                                       | 75.7916336059570312|      2.00000000|[47, 13, 1, 20]                                                            | | GPS sucess | actual_k=1
