k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9728838130831718, 0.9509839415550232, 0.9414059370756149, 0.7587860077619553, 0.6169224083423615, 0.9993633556878194, 0.7098138332366943, 0.9971986294258386, 0.901730976998806, 1.0083775110542774, 1.1213665306568146, 0.5298939347267151, 1.148249015212059, 1.0501107163727283, 0.949513915926218, 0.8391579985618591, 0.8911965563893318, 0.9571460597217083, 0.5683817267417908, 1.3746943175792694, 0.9124315232038498, 0.8412729203701019]|  1.3391387462615967|      2.00000000|[248, 36, 0, 5]                                                            | | GPS sucess | actual_k=8
       2|[0.6717917546629906, 0.3694248795509338, 0.6335665136575699, 0.5760508626699448, 0.5251623839139938, 0.3787671256577596, 0.7617109715938568, 0.8846723095048219, 0.4430128857493401, 1.5813716240227222, 0.9780857563018799, -0.316727340221405, 1.1975118517875671, 1.572653491050005, 0.9857284352183342, -0.1908306479454041, 0.8687200043350458, 1.1465577892959118, 0.646137535572052, 1.418450366705656, 0.3994084447622299, 0.6845648437738419]|  1.0679028034210205|      4.00000000|[496, 71, 0, 10]                                                           | | GPS sucess | actual_k=8
       3|[-0.4252235069870949, 0.0556303560733795, -0.473473533987999, 0.8066001683473587, -0.5014370232820511, 1.2817247438943014, -0.702191025018692, 0.537623192416504, 0.5557806938886642, 0.1864286251366138, 2.122247338294983, -1.8046522736549377, 1.320450872182846, 1.0322337932884693, 1.5252801105380058, -0.4265116900205612, 1.9203370306640863, 1.555599968880415, 0.961945116519928, 2.167384874075651, -0.4631534963846207, 1.1652275174856186]|  0.7671679258346558|      8.00000000|[743, 107, 0, 15]                                                          | | GPS sucess | actual_k=8
       4|[0.6633457764983177, -0.4392994046211243, -0.8866271823644638, -0.8536625355482101, -1.5052547007799149, -0.6511949967825785, -1.4046634137630463, 0.9395810321439058, -2.6251990348100662, 0.4840161688625813, 1.4250425696372986, -3.590530812740326, 0.1528485715389252, 0.1350368447601795, 1.367131732404232, 0.9494117051362991, 0.9107963535934687, -1.2433404512703419, -1.0119988322257996, 2.8801100365817547, 0.0253467708826065, -2.594432011246681]|  0.5291936993598938|     16.00000000|[990, 143, 0, 20]                                                          | | GPS sucess | actual_k=8
       5|[0.6633457764983177, -0.4392994046211243, -0.8866271823644638, -0.8536625355482101, -1.5052547007799149, -0.6511949967825785, -1.4046634137630463, 0.9395810321439058, -2.6251990348100662, 0.4840161688625813, 1.4250425696372986, -3.590530812740326, 0.1528485715389252, 0.1350368447601795, 1.367131732404232, 0.9494117051362991, 0.9107963535934687, -1.2433404512703419, -1.0119988322257996, 2.8801100365817547, 0.0253467708826065, -2.594432011246681]|  0.5291936993598938|      8.00000000|[1237, 179, 0, 25]                                                         |  | used quadratic model with 284 points | actual_k=8
       6|[-0.6467503681778908, -1.0615147948265076, -3.3577616065740585, -2.051322266459465, -0.2722005397081375, -2.094202108331956, -2.064064532518387, 1.4523417905438691, 0.188454195857048, -3.236053716391325, 0.3631117939949036, -3.5434005558490753, 0.4474986493587494, -1.3192885927855968, 2.101375125348568, 1.3459744304418564, -1.2850921656936407, -3.77011151984334, -2.7921573519706726, 1.3084850423038006, 2.582007184624672, -1.8998824506998062]|  0.4947351515293121|     16.00000000|[1485, 214, 0, 30]                                                         | | GPS sucess | actual_k=8
       7|[-0.6467503681778908, -1.0615147948265076, -3.3577616065740585, -2.051322266459465, -0.2722005397081375, -2.094202108331956, -2.064064532518387, 1.4523417905438691, 0.188454195857048, -3.236053716391325, 0.3631117939949036, -3.5434005558490753, 0.4474986493587494, -1.3192885927855968, 2.101375125348568, 1.3459744304418564, -1.2850921656936407, -3.77011151984334, -2.7921573519706726, 1.3084850423038006, 2.582007184624672, -1.8998824506998062]|  0.4947351515293121|      8.00000000|[1732, 250, 0, 35]                                                         |  | used quadratic model with 284 points | actual_k=8
       8|[-0.7039700262248516, -1.611477792263031, -2.2971285432577133, -1.199442908167839, 0.8787408322095871, -0.2730522822821513, -1.3443441092967987, -1.2381613298784941, -0.0668972879648209, -2.896011035889387, 0.787139356136322, -2.3937125504016876, -0.0715378820896149, -0.3021542839705944, 1.5400285944342613, 1.4242638424038887, -5.972512057051063, -5.091890651732683, -5.5436171889305115, 1.6826751939952374, 0.9984978586435318, -1.2500682026147842]|  0.4597992599010468|     16.00000000|[1980, 285, 0, 40]                                                         | | GPS sucess | actual_k=8
       9|[-0.7039700262248516, -1.611477792263031, -2.2971285432577133, -1.199442908167839, 0.8787408322095871, -0.2730522822821513, -1.3443441092967987, -1.2381613298784941, -0.0668972879648209, -2.896011035889387, 0.787139356136322, -2.3937125504016876, -0.0715378820896149, -0.3021542839705944, 1.5400285944342613, 1.4242638424038887, -5.972512057051063, -5.091890651732683, -5.5436171889305115, 1.6826751939952374, 0.9984978586435318, -1.2500682026147842]|  0.4597992599010468|      8.00000000|[2228, 320, 0, 45]                                                         |  | used quadratic model with 284 points | actual_k=8
      10|[-4.242145609110594, -0.3034799695014954, -0.1698862165212631, 0.6975564509630203, 0.4746697098016739, -0.5973813008749858, -3.7484130561351776, -2.505054835928604, -1.2597282081842422, -2.6153697185218334, 0.9998026937246323, -3.881542354822159, -1.575377732515335, -1.722117405384779, 0.5123833641409874, -1.5768982097506523, -4.88412850163877, -6.371659595519304, -5.329851925373077, 0.1819073669612408, 0.0057534724473953, 0.2011127322912216]|  0.4351846277713776|     16.00000000|[2476, 355, 0, 50]                                                         | | GPS sucess | actual_k=8
      11|[-4.242145609110594, -0.3034799695014954, -0.1698862165212631, 0.6975564509630203, 0.4746697098016739, -0.5973813008749858, -3.7484130561351776, -2.505054835928604, -1.2597282081842422, -2.6153697185218334, 0.9998026937246323, -3.881542354822159, -1.575377732515335, -1.722117405384779, 0.5123833641409874, -1.5768982097506523, -4.88412850163877, -6.371659595519304, -5.329851925373077, 0.1819073669612408, 0.0057534724473953, 0.2011127322912216]|  0.4351846277713776|      8.00000000|[2724, 390, 0, 55]                                                         |  | used quadratic model with 284 points | actual_k=8
