k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-10.242823839187622, 9.044839262962341]                                        |100.9812698364257812|      2.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[-8.242947578430176, 9.06706702709198]                                          |100.9595947265625000|      4.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[-6.504731893539429, 10.056312501430511]                                        |100.8865280151367188|      8.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[-2.13000750541687, 3.358418881893158]                                          | 59.0469894409179688|     16.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[-2.13000750541687, 3.358418881893158]                                          | 59.0469894409179688|      8.00000000|[31, 10, 0, 10]                                                            |  | used linear model with 5 points | actual_k=1
       6|[0.3622899055480957, 0.2297682166099548]                                        |  1.2502806186676025|     16.00000000|[37, 12, 0, 12]                                                            | | GPS sucess | actual_k=1
       7|[0.3622899055480957, 0.2297682166099548]                                        |  1.2502806186676025|      8.00000000|[43, 14, 0, 14]                                                            |  | used linear model with 5 points | actual_k=1
       8|[0.3622899055480957, 0.2297682166099548]                                        |  1.2502806186676025|      4.00000000|[49, 16, 1, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.3622899055480957, 0.2297682166099548]                                        |  1.2502806186676025|      2.00000000|[56, 18, 2, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
