k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, -0.4714634656906128]                                       |  0.1656312346458435|      2.00000000|[7, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       2|[0.1793725490570068, -0.4714634656906128]                                       |  0.1656312346458435|      1.00000000|[13, 0, 1, 5]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=0
       3|[0.1793725490570068, -0.4714634656906128]                                       |  0.1656312346458435|      0.50000000|[20, 0, 2, 8]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=0
       4|[-0.0048314332962036, -0.006631338596344]                                       |  0.0000000094889403|      1.00000000|[27, 0, 2, 10]                                                             | | GPS sucess | actual_k=0
       5|[-0.0048314332962036, -0.006631338596344]                                       |  0.0000000094889403|      0.50000000|[33, 0, 3, 13]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=0
       6|[-0.0048314332962036, -0.006631338596344]                                       |  0.0000000094889403|      0.25000000|[40, 0, 3, 15]                                                             |  | used quadratic model with 7 points | actual_k=0
       7|[-0.0048314332962036, -0.006631338596344]                                       |  0.0000000094889403|      0.12500000|[46, 0, 3, 17]                                                             |  | used quadratic model with 7 points | actual_k=0
       8|[-0.0048314332962036, -0.006631338596344]                                       |  0.0000000094889403|      0.06250000|[52, 0, 3, 19]                                                             |  | used quadratic model with 7 points | actual_k=0
       9|[-0.0048314332962036, -0.006631338596344]                                       |  0.0000000094889403|      0.03125000|[58, 0, 3, 21]                                                             |  | used quadratic model with 7 points | actual_k=0
