k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.86, 0.72]                                                                    |1475481.7047999855130911|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.50000000|[12, 3, 2, 5]                                                              | | GPS sucess | actual_k=1
       4|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.12500000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.06250000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.03125000|[27, 7, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.01562500|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.00781250|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9701445183157921, 0.944428579211235]                                         |746.4754638671875000|      0.00390625|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.9732782946806401, 0.9467605816014111]                                        | 27.8353786468505859|      0.00781250|[43, 11, 9, 20]                                                            | | GPS sucess | actual_k=1
