k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8120512187406723, -0.8050930760271899, -0.9294447707354965, -0.7359741536816047, -0.7748938452736936, -0.9704123968263675, -0.826494685665544, -0.7171372597433666, -0.8874139918289492, -0.9072921143186682, -0.7498780175279116, -0.7868131331419171, -0.8481159338838988, -0.7911274810928491, -0.8238329780889033, -0.8925238074254748, -0.6778494290641159, -0.8105107020145795, -0.7813936094354411, -0.80638729514618, -0.8975333340077409, -0.8117944117958926, -0.7268441240706169, -0.9448922811366735, -0.8841738717223803, -0.8255236951166082, -0.9279761361170697, -0.9480811180176902, -0.8290375273495993, -0.8143777591650176, -1.078703504163418, -0.8936150292493213, -0.8563850293031495, -0.7816474542830123, -0.7642981761733418, -0.821220963245404, -0.8354778769574528, -0.8624789068257948, -0.8044725730786282, -0.7122362320467959, -0.752143595457523, -0.8663932777029391, -0.7371559695198598, -0.9601061571554605, -0.8821128921663848, -0.9186777999864304, -0.793332925296901, -0.8231945068783244, -0.9465758521393923, -0.9351276732894807, -0.827971716932837, -0.8109150154056061, -0.7499671456348233, -0.8294100626733734, -0.9126965694594165, -0.873112334702453, -0.886408523790555, -0.9559757634159957, -0.8870503224277289, -1.0065191663479482, -0.8654620893027707, -0.9204098078981762, -0.8384800332299738, -0.825867072483538, -0.6686378418097934, -0.9672041911628986, -0.9470140138066294, -0.8245735783514488, -0.9080702200573957, -0.883921008223942, -0.9014801267808521, -0.9519454056823569, -0.7440485266537347, -0.8466609063332028, -0.7638952074269003, -0.7331648881766811, -0.8758509663792547, -0.9801877318291149, -0.8846209342719573, -0.9753572843823168, -0.8886886647134424, -0.8364283608023035, -1.0498336041999001, -0.9343663108391878, -0.68198835840883, -0.8396512544309813, -0.9179001957319716, -0.8564688176051531, -0.7147945114412733, -1.080741884683369, -0.872319655558895, -0.8544169912050176, -0.8478667589218181, -0.9040008792134182, -0.7604061844039313, -0.8343330692880969, -0.9601293063699861, -0.9073493992189235, -0.8159420018887416, -0.8777956584978995]|575.8925781250000000|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[-0.8120512187406723, -0.8050930760271899, -0.9294447707354965, -0.7359741536816047, -0.7748938452736936, -0.9704123968263675, -0.826494685665544, -0.7171372597433666, -0.8874139918289492, -0.9072921143186682, -0.7498780175279116, -0.7868131331419171, -0.8481159338838988, -0.7911274810928491, -0.8238329780889033, -0.8925238074254748, -0.6778494290641159, -0.8105107020145795, -0.7813936094354411, -0.80638729514618, -0.8975333340077409, -0.8117944117958926, -0.7268441240706169, -0.9448922811366735, -0.8841738717223803, -0.8255236951166082, -0.9279761361170697, -0.9480811180176902, -0.8290375273495993, -0.8143777591650176, -1.078703504163418, -0.8936150292493213, -0.8563850293031495, -0.7816474542830123, -0.7642981761733418, -0.821220963245404, -0.8354778769574528, -0.8624789068257948, -0.8044725730786282, -0.7122362320467959, -0.752143595457523, -0.8663932777029391, -0.7371559695198598, -0.9601061571554605, -0.8821128921663848, -0.9186777999864304, -0.793332925296901, -0.8231945068783244, -0.9465758521393923, -0.9351276732894807, -0.827971716932837, -0.8109150154056061, -0.7499671456348233, -0.8294100626733734, -0.9126965694594165, -0.873112334702453, -0.886408523790555, -0.9559757634159957, -0.8870503224277289, -1.0065191663479482, -0.8654620893027707, -0.9204098078981762, -0.8384800332299738, -0.825867072483538, -0.6686378418097934, -0.9672041911628986, -0.9470140138066294, -0.8245735783514488, -0.9080702200573957, -0.883921008223942, -0.9014801267808521, -0.9519454056823569, -0.7440485266537347, -0.8466609063332028, -0.7638952074269003, -0.7331648881766811, -0.8758509663792547, -0.9801877318291149, -0.8846209342719573, -0.9753572843823168, -0.8886886647134424, -0.8364283608023035, -1.0498336041999001, -0.9343663108391878, -0.68198835840883, -0.8396512544309813, -0.9179001957319716, -0.8564688176051531, -0.7147945114412733, -1.080741884683369, -0.872319655558895, -0.8544169912050176, -0.8478667589218181, -0.9040008792134182, -0.7604061844039313, -0.8343330692880969, -0.9601293063699861, -0.9073493992189235, -0.8159420018887416, -0.8777956584978995]|575.8925781250000000|      1.00000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.5861480421855939, -0.9389271924520998, -0.8995093123153444, -0.7767310463653407, -0.8583066687331655, -1.0638464798659277, -0.8871096329283619, -0.800703181441515, -0.8361263942669978, -1.0226660273303887, -0.6239668233336968, -0.6809307562671891, -0.9075595140880369, -0.911337297695691, -0.8124438675850968, -0.8430011501361484, -0.6809285499136037, -0.8118247796711566, -0.8160459750214762, -0.8400468446148943, -0.7802331555405457, -0.8341311292392252, -0.980658041510303, -0.7889833932750387, -0.8583830128881238, -0.9218001705291331, -1.0202273883121962, -0.8909682825434682, -1.092586190985462, -0.8988597795444675, -1.0292946063356356, -0.8310775725915092, -0.799657575755956, -0.8364827844923426, -0.7867110590930271, -0.8201927232087337, -0.9115384547925821, -0.8994107337550035, -0.8286545929511315, -0.8005427474681354, -0.7726896580130577, -0.8468626012594196, -0.7518985529210627, -0.8959843141497295, -0.7776102546843037, -0.8783079072387425, -0.8089388006898718, -0.8893274446788042, -0.843669175217644, -0.8324607176289192, -0.8189555306925825, -0.8841031010435936, -0.6828287346629301, -0.8326269954666833, -1.0053633513943585, -0.9017944836102554, -0.8638205764687004, -0.9206112336963072, -1.0516226916791542, -1.1148067988331452, -1.0609712025357143, -0.9098634578911233, -1.0372243688387464, -0.8245859873464663, -0.7077634366876153, -0.7868490374937606, -0.8675902735631196, -0.997005548144852, -0.9620990406609594, -0.888633682966737, -1.0243498667510762, -0.9707814421406342, -0.8247695580396573, -0.819735026645248, -0.815308617279263, -0.9051069600716308, -0.9282568077141158, -1.1379353456435326, -1.095431745896585, -0.9154815887034541, -0.8790335674210422, -1.0757809312347018, -0.9205191967180555, -0.8660314901629979, -0.7568067005343324, -0.891367357108889, -0.9829880589286317, -0.8988204100952172, -0.8634967271269715, -0.8906244602825122, -0.9501633752260181, -0.8578117066931339, -0.9151598934850678, -0.8987172457093012, -0.861636279235928, -1.0490972044617888, -0.9251472998902734, -0.9337564386786924, -0.8161737420258888, -0.8420185591494969]|544.8546142578125000|      2.00000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[-0.5861480421855939, -0.9389271924520998, -0.8995093123153444, -0.7767310463653407, -0.8583066687331655, -1.0638464798659277, -0.8871096329283619, -0.800703181441515, -0.8361263942669978, -1.0226660273303887, -0.6239668233336968, -0.6809307562671891, -0.9075595140880369, -0.911337297695691, -0.8124438675850968, -0.8430011501361484, -0.6809285499136037, -0.8118247796711566, -0.8160459750214762, -0.8400468446148943, -0.7802331555405457, -0.8341311292392252, -0.980658041510303, -0.7889833932750387, -0.8583830128881238, -0.9218001705291331, -1.0202273883121962, -0.8909682825434682, -1.092586190985462, -0.8988597795444675, -1.0292946063356356, -0.8310775725915092, -0.799657575755956, -0.8364827844923426, -0.7867110590930271, -0.8201927232087337, -0.9115384547925821, -0.8994107337550035, -0.8286545929511315, -0.8005427474681354, -0.7726896580130577, -0.8468626012594196, -0.7518985529210627, -0.8959843141497295, -0.7776102546843037, -0.8783079072387425, -0.8089388006898718, -0.8893274446788042, -0.843669175217644, -0.8324607176289192, -0.8189555306925825, -0.8841031010435936, -0.6828287346629301, -0.8326269954666833, -1.0053633513943585, -0.9017944836102554, -0.8638205764687004, -0.9206112336963072, -1.0516226916791542, -1.1148067988331452, -1.0609712025357143, -0.9098634578911233, -1.0372243688387464, -0.8245859873464663, -0.7077634366876153, -0.7868490374937606, -0.8675902735631196, -0.997005548144852, -0.9620990406609594, -0.888633682966737, -1.0243498667510762, -0.9707814421406342, -0.8247695580396573, -0.819735026645248, -0.815308617279263, -0.9051069600716308, -0.9282568077141158, -1.1379353456435326, -1.095431745896585, -0.9154815887034541, -0.8790335674210422, -1.0757809312347018, -0.9205191967180555, -0.8660314901629979, -0.7568067005343324, -0.891367357108889, -0.9829880589286317, -0.8988204100952172, -0.8634967271269715, -0.8906244602825122, -0.9501633752260181, -0.8578117066931339, -0.9151598934850678, -0.8987172457093012, -0.861636279235928, -1.0490972044617888, -0.9251472998902734, -0.9337564386786924, -0.8161737420258888, -0.8420185591494969]|544.8546142578125000|      1.00000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.7013989717096547, -0.93406183794028, -0.9595626251770245, -0.929471548493869, -0.9412455076058921, -0.9287307397611791, -0.8205245941268815, -0.9342112356682121, -0.9191624848408433, -1.1212066272712597, -0.6522022598628512, -0.8385086831129038, -0.7157810350107578, -1.0100914745060956, -0.8422771376222693, -0.9247418793996738, -0.9856497483570532, -0.8023021073245796, -0.868591901693639, -0.891090423177586, -0.8321499112067821, -0.8121696200977179, -0.9172664977226813, -0.899583427813127, -1.061121628733272, -0.7862927590479033, -1.0469680971772035, -0.778888687072399, -1.093304442606396, -0.8891068046097255, -0.9611656248065771, -0.906933114718792, -1.00688300076807, -0.7956980066771249, -0.8650413611749328, -0.7087698880305016, -0.9421337012933939, -0.870099375032754, -0.9231374555712588, -0.8654879798937964, -0.8985611276009599, -0.8483059686051196, -0.8781292763238561, -0.8516881586749823, -0.8458652476318512, -0.8400243012640348, -0.8593083459581966, -1.0876152525884384, -1.015918069514162, -0.8856067586236521, -0.90842011813488, -1.077389601986793, -0.8669845823877127, -0.8616678365054165, -1.026009639724319, -0.9139537940557816, -0.9522124647213485, -0.9339290895809655, -0.8953887771103426, -1.1154351828127103, -1.042620123095871, -1.1055697759936767, -1.0086789752544068, -0.9164638822569695, -0.7641111654421091, -0.7148872431270896, -0.7712212837880096, -0.9647505731543239, -0.8724311347901914, -0.8862628642693313, -1.0349899338425252, -0.9357225080372024, -0.778447849023233, -0.9034095091481713, -0.8569589831938346, -1.102414825315535, -1.0116088579188218, -1.0957193746898202, -1.0415039559175132, -0.9814539258323051, -0.9901846601234165, -1.0268996778983304, -0.9121657723205621, -0.8695427891363, -0.8490503546776771, -0.9685047857921206, -1.0727531217945054, -0.877233084135381, -0.9316443700687531, -0.8843220396103101, -1.03872523302399, -0.935287911240432, -0.8077426477276026, -0.9555067107632016, -0.7157987138060807, -1.0391697344732187, -0.9570068982682048, -1.094955088799789, -1.0318109450585666, -0.8857549789882468]|515.6624145507812500|      2.00000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       6|[-0.7013989717096547, -0.93406183794028, -0.9595626251770245, -0.929471548493869, -0.9412455076058921, -0.9287307397611791, -0.8205245941268815, -0.9342112356682121, -0.9191624848408433, -1.1212066272712597, -0.6522022598628512, -0.8385086831129038, -0.7157810350107578, -1.0100914745060956, -0.8422771376222693, -0.9247418793996738, -0.9856497483570532, -0.8023021073245796, -0.868591901693639, -0.891090423177586, -0.8321499112067821, -0.8121696200977179, -0.9172664977226813, -0.899583427813127, -1.061121628733272, -0.7862927590479033, -1.0469680971772035, -0.778888687072399, -1.093304442606396, -0.8891068046097255, -0.9611656248065771, -0.906933114718792, -1.00688300076807, -0.7956980066771249, -0.8650413611749328, -0.7087698880305016, -0.9421337012933939, -0.870099375032754, -0.9231374555712588, -0.8654879798937964, -0.8985611276009599, -0.8483059686051196, -0.8781292763238561, -0.8516881586749823, -0.8458652476318512, -0.8400243012640348, -0.8593083459581966, -1.0876152525884384, -1.015918069514162, -0.8856067586236521, -0.90842011813488, -1.077389601986793, -0.8669845823877127, -0.8616678365054165, -1.026009639724319, -0.9139537940557816, -0.9522124647213485, -0.9339290895809655, -0.8953887771103426, -1.1154351828127103, -1.042620123095871, -1.1055697759936767, -1.0086789752544068, -0.9164638822569695, -0.7641111654421091, -0.7148872431270896, -0.7712212837880096, -0.9647505731543239, -0.8724311347901914, -0.8862628642693313, -1.0349899338425252, -0.9357225080372024, -0.778447849023233, -0.9034095091481713, -0.8569589831938346, -1.102414825315535, -1.0116088579188218, -1.0957193746898202, -1.0415039559175132, -0.9814539258323051, -0.9901846601234165, -1.0268996778983304, -0.9121657723205621, -0.8695427891363, -0.8490503546776771, -0.9685047857921206, -1.0727531217945054, -0.877233084135381, -0.9316443700687531, -0.8843220396103101, -1.03872523302399, -0.935287911240432, -0.8077426477276026, -0.9555067107632016, -0.7157987138060807, -1.0391697344732187, -0.9570068982682048, -1.094955088799789, -1.0318109450585666, -0.8857549789882468]|515.6624145507812500|      1.00000000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.6390010488901006, -0.9453622295652826, -0.8583383204138912, -0.8345390370004241, -0.9095972584991944, -0.9314217298045895, -0.8720835251881621, -0.8984079460351073, -1.0590975972388967, -1.0434418756666546, -0.7685606843335102, -0.8237023522274605, -0.9795254436584447, -0.792975197322921, -0.9467890216167034, -1.0331322676917487, -1.0339873390126302, -0.8396522789548125, -0.8058817502141267, -0.9838557804772662, -0.8812202242969412, -0.9552587215656178, -0.9929829268588781, -0.9907710115520632, -0.9958858814956534, -0.8640126924630253, -0.9237719488456049, -0.8940386391983285, -1.111062990223258, -0.8917023654785627, -1.0373951361588467, -0.8264133680860328, -1.0633612434089659, -0.8677632093288462, -0.8280386310760403, -0.868929588215626, -0.9107872863468235, -0.8984322880895464, -0.8323731687346477, -0.8613056455037378, -0.910768870452719, -0.7753937808939773, -0.9756548989510555, -0.9266860895600116, -0.873106853184097, -0.7600579675222793, -0.9484233840091905, -0.9650715131656246, -1.0147140526300928, -1.0547279477991103, -0.8508621207464196, -0.9672953196010234, -1.0407900608889378, -0.9165844959040816, -0.8242264688155367, -0.9100188109904724, -1.0580428182314354, -0.8812220140292244, -0.8509048882537807, -1.1269457085827055, -1.1173630646011419, -1.0173154607719368, -1.010133862994469, -0.886709878584319, -0.8208514787680877, -0.7449303669814472, -0.9921511360058457, -0.9490334297096326, -0.8551018501395529, -1.035913978702109, -1.0636654277912523, -0.9411596725134501, -0.9473671947007071, -0.8703230049815599, -0.8794117564716173, -1.0084249753172694, -0.950712743803297, -1.2213045597747572, -0.9191427992924234, -0.9645288293064112, -1.2048457342844154, -1.1365980588121232, -0.7959226359502238, -0.9208273552257342, -0.8271700946032866, -0.9409894271050282, -0.7323593375877644, -0.8136381134520835, -1.0312617185030677, -0.8854801355821388, -0.8829430180072823, -0.9580341500193449, -0.8114145756584809, -0.9713278548102569, -0.8639576169750722, -1.0596402346476714, -0.9186125928794996, -0.9057953040218206, -0.9965546744420012, -0.9336853896453285]|500.7707519531250000|      2.00000000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[-0.6390010488901006, -0.9453622295652826, -0.8583383204138912, -0.8345390370004241, -0.9095972584991944, -0.9314217298045895, -0.8720835251881621, -0.8984079460351073, -1.0590975972388967, -1.0434418756666546, -0.7685606843335102, -0.8237023522274605, -0.9795254436584447, -0.792975197322921, -0.9467890216167034, -1.0331322676917487, -1.0339873390126302, -0.8396522789548125, -0.8058817502141267, -0.9838557804772662, -0.8812202242969412, -0.9552587215656178, -0.9929829268588781, -0.9907710115520632, -0.9958858814956534, -0.8640126924630253, -0.9237719488456049, -0.8940386391983285, -1.111062990223258, -0.8917023654785627, -1.0373951361588467, -0.8264133680860328, -1.0633612434089659, -0.8677632093288462, -0.8280386310760403, -0.868929588215626, -0.9107872863468235, -0.8984322880895464, -0.8323731687346477, -0.8613056455037378, -0.910768870452719, -0.7753937808939773, -0.9756548989510555, -0.9266860895600116, -0.873106853184097, -0.7600579675222793, -0.9484233840091905, -0.9650715131656246, -1.0147140526300928, -1.0547279477991103, -0.8508621207464196, -0.9672953196010234, -1.0407900608889378, -0.9165844959040816, -0.8242264688155367, -0.9100188109904724, -1.0580428182314354, -0.8812220140292244, -0.8509048882537807, -1.1269457085827055, -1.1173630646011419, -1.0173154607719368, -1.010133862994469, -0.886709878584319, -0.8208514787680877, -0.7449303669814472, -0.9921511360058457, -0.9490334297096326, -0.8551018501395529, -1.035913978702109, -1.0636654277912523, -0.9411596725134501, -0.9473671947007071, -0.8703230049815599, -0.8794117564716173, -1.0084249753172694, -0.950712743803297, -1.2213045597747572, -0.9191427992924234, -0.9645288293064112, -1.2048457342844154, -1.1365980588121232, -0.7959226359502238, -0.9208273552257342, -0.8271700946032866, -0.9409894271050282, -0.7323593375877644, -0.8136381134520835, -1.0312617185030677, -0.8854801355821388, -0.8829430180072823, -0.9580341500193449, -0.8114145756584809, -0.9713278548102569, -0.8639576169750722, -1.0596402346476714, -0.9186125928794996, -0.9057953040218206, -0.9965546744420012, -0.9336853896453285]|500.7707519531250000|      1.00000000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.6538622075013166, -0.9154169532828847, -0.8081004669584344, -0.9092799543353175, -0.8924187727304574, -1.055652968586641, -0.9075453167198978, -0.995112217673885, -0.9741031631785797, -0.9852341758302172, -0.9007847807299886, -0.8301372091331418, -0.9057049476578507, -0.933480689014065, -0.7676018467628805, -1.135916291303134, -1.014426723628751, -0.9422534238400037, -1.048396867981463, -0.9057272566889003, -0.9749436767987079, -0.8376936270603241, -0.9228691995592908, -0.8830394842699432, -0.9633039204287948, -0.8960028800177053, -0.9306642121362588, -0.9016209503443708, -0.8857541534273632, -1.0337637595341402, -1.1017707246120492, -0.9471852345862327, -1.0143127809898034, -1.0248240160496538, -0.8926848552546328, -0.9673722971806604, -0.9953621385213333, -0.9778606354009977, -0.875972826131435, -0.7986711393923178, -1.025935354004736, -0.7200052040163321, -1.0559040242847872, -0.9851599252684202, -0.9182716739383683, -1.0400415471407314, -0.859197440256702, -1.0483531659781007, -1.0164214472984527, -1.061713335045068, -0.8300484575768864, -0.8530510399941735, -0.9944398739945209, -0.9658471514168959, -0.7397385080709117, -0.8936863584958142, -1.1027637532271775, -0.9456941337183123, -0.9723699351793165, -0.9820919909091274, -0.9449653690907817, -1.0300748953192913, -0.8942973555927601, -0.9249485147036504, -0.8522545857241864, -1.0359102483226479, -0.9364453706001231, -0.8332841005317019, -0.9814913523472131, -0.9507259383499371, -1.0474568165453406, -0.8988880706703407, -0.8085636931444656, -0.8662636700216274, -0.9159323842583155, -0.948725934354636, -0.8863807695128495, -1.0829268980921853, -0.937935902546177, -1.1285621727834363, -1.056154038020009, -0.9579747802454983, -0.7949702702582917, -1.0038815168790094, -0.9052748399422108, -0.7810032631991286, -0.7155667012776857, -0.9267696535143481, -0.9506306500064583, -0.9189553519623601, -0.8988447769892831, -0.9840148007256319, -0.906759851220643, -0.9459280341315387, -0.9373087743643953, -0.9422036642149665, -1.057535307660694, -0.9232680931160416, -0.9462656944622413, -0.9180501166152867]|475.9410095214843750|      2.00000000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[-0.6538622075013166, -0.9154169532828847, -0.8081004669584344, -0.9092799543353175, -0.8924187727304574, -1.055652968586641, -0.9075453167198978, -0.995112217673885, -0.9741031631785797, -0.9852341758302172, -0.9007847807299886, -0.8301372091331418, -0.9057049476578507, -0.933480689014065, -0.7676018467628805, -1.135916291303134, -1.014426723628751, -0.9422534238400037, -1.048396867981463, -0.9057272566889003, -0.9749436767987079, -0.8376936270603241, -0.9228691995592908, -0.8830394842699432, -0.9633039204287948, -0.8960028800177053, -0.9306642121362588, -0.9016209503443708, -0.8857541534273632, -1.0337637595341402, -1.1017707246120492, -0.9471852345862327, -1.0143127809898034, -1.0248240160496538, -0.8926848552546328, -0.9673722971806604, -0.9953621385213333, -0.9778606354009977, -0.875972826131435, -0.7986711393923178, -1.025935354004736, -0.7200052040163321, -1.0559040242847872, -0.9851599252684202, -0.9182716739383683, -1.0400415471407314, -0.859197440256702, -1.0483531659781007, -1.0164214472984527, -1.061713335045068, -0.8300484575768864, -0.8530510399941735, -0.9944398739945209, -0.9658471514168959, -0.7397385080709117, -0.8936863584958142, -1.1027637532271775, -0.9456941337183123, -0.9723699351793165, -0.9820919909091274, -0.9449653690907817, -1.0300748953192913, -0.8942973555927601, -0.9249485147036504, -0.8522545857241864, -1.0359102483226479, -0.9364453706001231, -0.8332841005317019, -0.9814913523472131, -0.9507259383499371, -1.0474568165453406, -0.8988880706703407, -0.8085636931444656, -0.8662636700216274, -0.9159323842583155, -0.948725934354636, -0.8863807695128495, -1.0829268980921853, -0.937935902546177, -1.1285621727834363, -1.056154038020009, -0.9579747802454983, -0.7949702702582917, -1.0038815168790094, -0.9052748399422108, -0.7810032631991286, -0.7155667012776857, -0.9267696535143481, -0.9506306500064583, -0.9189553519623601, -0.8988447769892831, -0.9840148007256319, -0.906759851220643, -0.9459280341315387, -0.9373087743643953, -0.9422036642149665, -1.057535307660694, -0.9232680931160416, -0.9462656944622413, -0.9180501166152867]|475.9410095214843750|      1.00000000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
