k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.166765809059143, -0.624394416809082]                                         |999995670528.0000000000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[5.736075758934021, -2.4299490451812744]                                        |999988527104.0000000000000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[13.119502902030945, 0.6498236656188965]                                        |999973781504.0000000000000000|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[19.376320242881775, -4.335378170013428]                                        |999961264128.0000000000000000|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[33.46967542171478, 3.239405632019043]                                          |999933083648.0000000000000000|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[79.82360684871674, 47.36777400970459]                                          |999854637056.0000000000000000|     64.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       7|[140.5698264837265, 67.51464748382568]                                          |999808892928.0000000000000000|    128.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       8|[190.85270154476166, -50.195313453674316]                                       |999710130176.0000000000000000|    256.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       9|[190.85270154476166, -50.195313453674316]                                       |999710130176.0000000000000000|    128.00000000|[29, 9, 1, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[313.54456555843353, -13.716473579406738]                                       |999391494144.0000000000000000|    256.00000000|[33, 10, 1, 12]                                                            | | GPS sucess | actual_k=1
      11|[313.54456555843353, -13.716473579406738]                                       |999391494144.0000000000000000|    128.00000000|[36, 12, 2, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[313.54456555843353, -13.716473579406738]                                       |999391494144.0000000000000000|     64.00000000|[41, 13, 3, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[367.91047513484955, 20.0525541305542]                                          |999318683648.0000000000000000|    128.00000000|[45, 14, 3, 19]                                                            | | GPS sucess | actual_k=1
      14|[367.91047513484955, 20.0525541305542]                                          |999318683648.0000000000000000|     64.00000000|[48, 16, 4, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
