k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8748242974281311, 1.409495770931244]                                        |2106.7133789062500000|      2.00000000|[3, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.4713168561458587, 1.1197426319122314]                                       |  5.9068126678466797|      4.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.4713168561458587, 1.1197426319122314]                                       |  5.9068126678466797|      2.00000000|[7, 3, 1, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.1450879156589509, 0.356639564037323]                                         |  0.0006517337169498|      4.00000000|[11, 3, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.1450879156589509, 0.356639564037323]                                         |  0.0006517337169498|      2.00000000|[13, 4, 2, 7]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      4.00000000|[16, 5, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      2.00000000|[18, 6, 3, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      1.00000000|[21, 7, 4, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      0.50000000|[24, 8, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      0.25000000|[27, 9, 6, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      0.12500000|[30, 10, 7, 18]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[-0.2744654834270477, 1.9385095238685608]                                       |  0.0001128436488216|      0.06250000|[33, 11, 8, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
