k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.86, 0.72]                                                                    |1475481.7047999855130911|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.8314217726141214, 0.6985290937870741]                                        |28783.3085937500000000|      0.12500000|[25, 0, 4, 9]                                                              | | GPS sucess | actual_k=0
       6|[0.8314217726141214, 0.6985290937870741]                                        |28783.3085937500000000|      0.06250000|[29, 0, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.8314217726141214, 0.6985290937870741]                                        |28783.3085937500000000|      0.03125000|[34, 0, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.8425065936893225, 0.7118630169704556]                                        |217.5845947265625000|      0.06250000|[39, 0, 6, 14]                                                             | | GPS sucess | actual_k=0
       9|[0.8425065936893225, 0.7118630169704556]                                        |217.5845947265625000|      0.03125000|[43, 0, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.8425065936893225, 0.7118630169704556]                                        |217.5845947265625000|      0.01562500|[48, 0, 8, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.8390430690627545, 0.7037338607758283]                                        |  4.2779231071472168|      0.03125000|[53, 0, 8, 19]                                                             | | GPS sucess | actual_k=0
      12|[0.8390430690627545, 0.7037338607758283]                                        |  4.2779231071472168|      0.01562500|[57, 0, 9, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
