k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, 4.726860284805298]                                         |11456.3925781250000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4989514946937561, 2.78069806098938]                                          |436.9031372070312500|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-1.54051011800766, -0.6603183746337891]                                        |133.0768585205078125|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-1.54051011800766, -0.6603183746337891]                                        |133.0768585205078125|      4.00000000|[13, 5, 1, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-1.54051011800766, -0.6603183746337891]                                        |133.0768585205078125|      2.00000000|[18, 6, 2, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-1.54051011800766, -0.6603183746337891]                                        |133.0768585205078125|      1.00000000|[23, 7, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.5654435157775879, -0.8822310864925385]                                      | 26.5464248657226562|      2.00000000|[27, 8, 3, 13]                                                             | | GPS sucess | actual_k=1
       8|[0.2214726209640503, 0.9564540684223175]                                        |  2.6078672409057617|      4.00000000|[30, 9, 3, 14]                                                             | | GPS sucess | actual_k=1
       9|[0.2214726209640503, 0.9564540684223175]                                        |  2.6078672409057617|      2.00000000|[34, 10, 4, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.2214726209640503, 0.9564540684223175]                                        |  2.6078672409057617|      1.00000000|[39, 11, 5, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
