k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-5.0, -7.0]                                                                    |700.8468104237188072|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.7363711297512054, -6.201099097728729]                                       |641.1044311523437500|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-4.152270168066025, -4.398638546466827]                                        |451.9162597656250000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-1.656981390425242, -1.2723733759830491]                                       |221.0919542859093099|      8.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[-1.656981390425242, -1.2723733759830491]                                       |221.0919542859093099|      4.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-1.656981390425242, -1.2723733759830491]                                       |221.0919542859093099|      2.00000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.266807627388514, -1.6896343506286637]                                       |175.1067352294921875|      4.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[-1.266807627388514, -1.6896343506286637]                                       |175.1067352294921875|      2.00000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-1.266807627388514, -1.6896343506286637]                                       |175.1067352294921875|      1.00000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-1.266807627388514, -1.6896343506286637]                                       |175.1067352294921875|      0.50000000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-1.5223118779149423, -1.630983987391998]                                       |171.7887115478515625|      1.00000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[-0.642076255808913, -1.1564471083450565]                                       |119.0129014065225874|      2.00000000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      12|[-0.642076255808913, -1.1564471083450565]                                       |119.0129014065225874|      1.00000000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
