k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3621239066123962, 0.8762282207608223]                                        |  3.5158209800720215|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.3621239066123962, 0.8762282207608223]                                        |  3.5158209800720215|      1.00000000|[5, 0, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       3|[0.3680304046720266, 0.53341955691576]                                          |  1.3276329040527344|      2.00000000|[8, 0, 1, 4]                                                               | | GPS sucess | actual_k=0
       4|[0.3680304046720266, 0.53341955691576]                                          |  1.3276329040527344|      1.00000000|[10, 0, 2, 6]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       5|[-0.0424577239900827, 0.035732127726078]                                        |  0.0013718560803682|      2.00000000|[13, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-0.0424577239900827, 0.035732127726078]                                        |  0.0013718560803682|      1.00000000|[15, 0, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       7|[-0.0424577239900827, 0.035732127726078]                                        |  0.0013718560803682|      0.50000000|[18, 0, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[-0.0424577239900827, 0.035732127726078]                                        |  0.0013718560803682|      0.25000000|[21, 0, 5, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[-0.0424577239900827, 0.035732127726078]                                        |  0.0013718560803682|      0.12500000|[24, 0, 6, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      10|[-0.0314312949776649, 0.0279798796400428]                                       |  0.0008180284639820|      0.25000000|[27, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[-0.0314312949776649, 0.0279798796400428]                                       |  0.0008180284639820|      0.12500000|[29, 0, 7, 18]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      12|[-0.0314312949776649, 0.0279798796400428]                                       |  0.0008180284639820|      0.06250000|[32, 0, 8, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
