k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4211276173591614, 2.807688593864441]                                         | 37.0321083068847656|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.4211276173591614, 2.807688593864441]                                         | 37.0321083068847656|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.474267859301858, 3.12933529223342]                                           | 15.2355060752871729|      2.00000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[0.474267859301858, 3.12933529223342]                                           | 15.2355060752871729|      1.00000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.3113435546973277, 2.7417204162015443]                                        | 13.7489128112792969|      2.00000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[0.3113435546973277, 2.7417204162015443]                                        | 13.7489128112792969|      1.00000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.0778637786290121, 3.120661534918738]                                        |  9.9068059921264648|      2.00000000|[26, 7, 4, 11]                                                             | | GPS sucess | actual_k=1
       8|[-0.0778637786290121, 3.120661534918738]                                        |  9.9068059921264648|      1.00000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.0778637786290121, 3.120661534918738]                                        |  9.9068059921264648|      0.50000000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0778637786290121, 3.120661534918738]                                        |  9.9068059921264648|      0.25000000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.098975364408784, 3.073855162216616]                                          |  9.8170204162597656|      0.50000000|[41, 11, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[0.098975364408784, 3.073855162216616]                                          |  9.8170204162597656|      0.25000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
