k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[-0.0011801285436377, -0.018003923818469, -0.0118449432775378, 0.0033048547338694, -0.0019686613231897, 0.0034591008443385, 0.0006137363379821, 0.0029093320481479, -0.0070380158722401, -0.0142039833590388, -0.0004816888831556, 0.0018132124096155, -0.0100899338722229, 0.0085497563704848, 1.0067387125454843]|2108.0026855468750000|      0.06250000|[150, 48, 5, 17]                                                           | | GPS sucess | actual_k=4
       7|[-0.0011801285436377, -0.018003923818469, -0.0118449432775378, 0.0033048547338694, -0.0019686613231897, 0.0034591008443385, 0.0006137363379821, 0.0029093320481479, -0.0070380158722401, -0.0142039833590388, -0.0004816888831556, 0.0018132124096155, -0.0100899338722229, 0.0085497563704848, 1.0067387125454843]|2108.0026855468750000|      0.03125000|[174, 56, 6, 20]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[-0.0011801285436377, -0.018003923818469, -0.0118449432775378, 0.0033048547338694, -0.0019686613231897, 0.0034591008443385, 0.0006137363379821, 0.0029093320481479, -0.0070380158722401, -0.0142039833590388, -0.0004816888831556, 0.0018132124096155, -0.0100899338722229, 0.0085497563704848, 1.0067387125454843]|2108.0026855468750000|      0.01562500|[199, 64, 7, 23]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       9|[-0.0019181131501682, -0.0225373581051826, -0.0117228711460484, -0.0016864507924765, -0.003402685164474, 0.0030712568550371, -0.0007381341420114, -0.003047910053283, -0.0072982931451406, -0.0170492650941014, 0.0028159730136395, -0.005275207106024, -0.0103702364722267, 0.0123330957721919, 0.9980832519941032]|2107.3671875000000000|      0.03125000|[224, 72, 7, 25]                                                           | | GPS sucess | actual_k=4
      10|[-0.0019181131501682, -0.0225373581051826, -0.0117228711460484, -0.0016864507924765, -0.003402685164474, 0.0030712568550371, -0.0007381341420114, -0.003047910053283, -0.0072982931451406, -0.0170492650941014, 0.0028159730136395, -0.005275207106024, -0.0103702364722267, 0.0123330957721919, 0.9980832519941032]|2107.3671875000000000|      0.01562500|[248, 80, 8, 28]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
      11|[-0.0019181131501682, -0.0225373581051826, -0.0117228711460484, -0.0016864507924765, -0.003402685164474, 0.0030712568550371, -0.0007381341420114, -0.003047910053283, -0.0072982931451406, -0.0170492650941014, 0.0028159730136395, -0.005275207106024, -0.0103702364722267, 0.0123330957721919, 0.9980832519941032]|2107.3671875000000000|      0.00781250|[273, 88, 9, 31]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
      12|[-0.0008887255680747, -0.024662192678079, -0.0152405486878706, -0.0004159591626376, -0.003605190111557, 0.0023135261144489, 0.0023395167663693, -0.0017892450559884, -0.0063234886911232, -0.0166606984857935, 0.0042826673015952, -0.0028633440379053, -0.0077448481461033, 0.0086738525424153, 0.9974133073701523]|2106.5834960937500000|      0.01562500|[298, 96, 9, 33]                                                           | | GPS sucess | actual_k=4
      13|[-0.0008887255680747, -0.024662192678079, -0.0152405486878706, -0.0004159591626376, -0.003605190111557, 0.0023135261144489, 0.0023395167663693, -0.0017892450559884, -0.0063234886911232, -0.0166606984857935, 0.0042826673015952, -0.0028633440379053, -0.0077448481461033, 0.0086738525424153, 0.9974133073701523]|2106.5834960937500000|      0.00781250|[322, 104, 10, 36]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      14|[-0.0008887255680747, -0.024662192678079, -0.0152405486878706, -0.0004159591626376, -0.003605190111557, 0.0023135261144489, 0.0023395167663693, -0.0017892450559884, -0.0063234886911232, -0.0166606984857935, 0.0042826673015952, -0.0028633440379053, -0.0077448481461033, 0.0086738525424153, 0.9974133073701523]|2106.5834960937500000|      0.00390625|[347, 112, 11, 39]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      15|[-0.0014361418434419, -0.0253981625428423, -0.0158645603078185, -0.0012333410559222, -0.0026196886610705, 0.0027789421437774, 0.0017378543270752, -0.0032918629003689, -0.0079421402479056, -0.0145897497714031, 0.0054301052587107, -0.0034613427123986, -0.0080201509408653, 0.0083508829993661, 0.9983016268233769]|2104.0825195312500000|      0.00781250|[372, 120, 11, 41]                                                         | | GPS sucess | actual_k=4
