k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9418394975364208, 1.0445792265236378, 1.008152812719345, 1.07674091309309, 0.7516851425170898, 0.5299777388572693, 1.1543718129396439, 0.9461452700197697, 1.0659047067165375, 0.9849804015830159, 0.9724581353366375, 0.6520000994205475, 0.6164532005786896, 0.7989494204521179, 1.2784334123134613, 0.7196022868156433, 0.9564036950469017, 0.9053213596343994, 0.9560867659747601, 1.1101672425866127, 0.9924327074550092, 0.6109768450260162]|  1.4106515645980835|      2.00000000|[23, 1, 0, 2]                                                              | | GPS sucess | actual_k=1
       2|[0.4229309968650341, 0.4132658429443836, 0.7011693120002747, 1.7595370337367058, 0.1489832401275635, 0.7478870004415512, 1.0688248053193092, 0.6511439718306065, 0.7962552309036255, 0.9399741189554334, 1.3255629353225231, 0.1883821487426758, 0.8489765524864197, 1.361776351928711, 0.6078643500804901, 0.6057595163583755, 1.3754914328455925, 0.6856630146503448, 1.0257726199924946, 0.4260225668549538, 1.4182041226886213, 0.9087924063205719]|  1.2081425189971924|      4.00000000|[45, 2, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[-0.191579420119524, -0.0647719316184521, -0.0878698229789734, 0.1886833235621452, -0.569901704788208, 0.365270659327507, 1.14692422747612, -0.1392174325883389, -0.8964158296585083, -0.0278673870489001, 0.8179313354194164, 0.7353405952453613, -0.3907845616340637, 0.6800227165222168, 0.8811457455158234, 0.5994653995148838, 1.7759671732783318, 0.0495365560054779, 1.0373632945120335, 0.0038701072335243, 2.3062854944728315, 1.5298075377941132]|  0.8964119553565979|      8.00000000|[67, 3, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[0.3171137981116772, -1.5031903199851513, -1.896325170993805, -0.06133983284235, 0.7469992637634277, -0.2200245410203934, -1.2603812515735626, 0.214313630014658, -1.6355672478675842, 0.3941926853731275, 3.0850841216742992, -1.334040641784668, -3.717883884906769, 0.9870037734508514, 0.0616419613361359, -3.0486581032164395, 2.265697292983532, -1.3509714901447296, 0.1311541832983494, -1.3564762100577354, 5.292531126644462, 1.5563747230917215]|  0.8367873430252075|     16.00000000|[88, 5, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[-1.9986642189323902, 1.4346832819283009, -2.0638025999069214, -1.7587609067559242, 0.2936559617519379, -5.020350888371468, -3.4521000683307648, -6.165407057851553, 1.3076841235160828, 0.3863833541981876, -0.3234420605003834, -4.80484414100647, 2.5317322611808777, 5.460546463727951, 3.497609406709671, -0.9635023777373135, 3.1089082285761833, -6.894569665193558, -3.6188718043267727, -3.197618745267391, 8.521260851528496, 2.3412409964948893]|  0.8081018328666687|     32.00000000|[110, 6, 0, 10]                                                            | | GPS sucess | actual_k=1
       6|[-1.9986642189323902, 1.4346832819283009, -2.0638025999069214, -1.7587609067559242, 0.2936559617519379, -5.020350888371468, -3.4521000683307648, -6.165407057851553, 1.3076841235160828, 0.3863833541981876, -0.3234420605003834, -4.80484414100647, 2.5317322611808777, 5.460546463727951, 3.497609406709671, -0.9635023777373135, 3.1089082285761833, -6.894569665193558, -3.6188718043267727, -3.197618745267391, 8.521260851528496, 2.3412409964948893]|  0.8081018328666687|     16.00000000|[131, 8, 0, 12]                                                            |  | used linear model with 24 points | actual_k=1
       7|[0.0973717384040356, -2.683600466698408, -2.5939895510673523, -0.9362901821732521, 0.2787144500762224, -2.2546321898698807, 2.808289736509323, -1.6287449561059475, -5.947882950305939, -0.4996842150576413, 2.665309589356184, -4.622062385082245, 3.4463849663734436, 4.182950347661972, 2.1847542822360992, -1.2944473032839596, 4.251354984939098, -7.421364098787308, -6.29452907666564, -0.5858731493353844, 5.104816549923271, 3.4996025506407022]|  0.6896417737007141|     32.00000000|[153, 9, 0, 14]                                                            | | GPS sucess | actual_k=1
       8|[0.0973717384040356, -2.683600466698408, -2.5939895510673523, -0.9362901821732521, 0.2787144500762224, -2.2546321898698807, 2.808289736509323, -1.6287449561059475, -5.947882950305939, -0.4996842150576413, 2.665309589356184, -4.622062385082245, 3.4463849663734436, 4.182950347661972, 2.1847542822360992, -1.2944473032839596, 4.251354984939098, -7.421364098787308, -6.29452907666564, -0.5858731493353844, 5.104816549923271, 3.4996025506407022]|  0.6896417737007141|     16.00000000|[174, 11, 0, 16]                                                           |  | used linear model with 24 points | actual_k=1
       9|[0.0973717384040356, -2.683600466698408, -2.5939895510673523, -0.9362901821732521, 0.2787144500762224, -2.2546321898698807, 2.808289736509323, -1.6287449561059475, -5.947882950305939, -0.4996842150576413, 2.665309589356184, -4.622062385082245, 3.4463849663734436, 4.182950347661972, 2.1847542822360992, -1.2944473032839596, 4.251354984939098, -7.421364098787308, -6.29452907666564, -0.5858731493353844, 5.104816549923271, 3.4996025506407022]|  0.6896417737007141|      8.00000000|[196, 12, 0, 18]                                                           |  | used linear model with 24 points | actual_k=1
