k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[15.009497557766736, 5.909635178744793]                                         |-2694.1281738281250000|      0.50000000|[12, 3, 2, 5]                                                              | | GPS sucess | actual_k=1
       4|[15.009497557766736, 5.909635178744793]                                         |-2694.1281738281250000|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[15.009497557766736, 5.909635178744793]                                         |-2694.1281738281250000|      0.12500000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[15.02870533335954, 5.860116872936487]                                          |-2722.2570800781250000|      0.25000000|[23, 6, 4, 10]                                                             | | GPS sucess | actual_k=1
       7|[14.989735119458304, 5.613172906765025]                                         |-2875.7046606750568571|      0.50000000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[14.989735119458304, 5.613172906765025]                                         |-2875.7046606750568571|      0.25000000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[14.989735119458304, 5.613172906765025]                                         |-2875.7046606750568571|      0.12500000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[14.989271534845715, 5.593030224868339]                                         |-2888.2443847656250000|      0.25000000|[38, 10, 7, 17]                                                            | | GPS sucess | actual_k=1
      11|[15.016877817228918, 5.588065854587835]                                         |-2889.4599609375000000|      0.50000000|[41, 11, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[15.150327118352537, 5.247943423071187]                                         |-3092.2893066406250000|      1.00000000|[44, 12, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[15.150327118352537, 5.247943423071187]                                         |-3092.2893066406250000|      0.50000000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
