k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |17984.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5862836539745331, 4.567155510187149]                                         |12741.8330078125000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4689089386213313, 2.5706026868950245]                                        |1247.9909529769120127|      4.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[-1.712443199897956, 2.2008690254818317]                                        |438.7559814453125000|      8.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[-1.712443199897956, 2.2008690254818317]                                        |438.7559814453125000|      4.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.9014426796186457, 0.0218016522060749]                                        | 62.5374679565429688|      8.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.9014426796186457, 0.0218016522060749]                                        | 62.5374679565429688|      4.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9014426796186457, 0.0218016522060749]                                        | 62.5374679565429688|      2.00000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9014426796186457, 0.0218016522060749]                                        | 62.5374679565429688|      1.00000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.2880293457258234, 0.0559531131814834]                                        |  0.2127489149570465|      2.00000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[0.2880293457258234, 0.0559531131814834]                                        |  0.2127489149570465|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.2880293457258234, 0.0559531131814834]                                        |  0.2127489149570465|      0.50000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.2880293457258234, 0.0559531131814834]                                        |  0.2127489149570465|      0.25000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
