k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6394388973712921, 0.5584661364555359]                                        |116.1669769287109375|      2.00000000|[6, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       2|[1.4815667569637299, 1.1573956608772278]                                        | 65.2421951293945312|      4.00000000|[11, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       3|[1.4815667569637299, 1.1573956608772278]                                        | 65.2421951293945312|      2.00000000|[16, 0, 1, 7]                                                              |  | used quadratic model with 6 points | iterate failure | actual_k=0
       4|[0.6352455914020538, 0.2832839488983154]                                        | 38.4589653015136719|      4.00000000|[22, 0, 1, 9]                                                              | | GPS sucess | actual_k=0
       5|[0.6352455914020538, 0.2832839488983154]                                        | 38.4589653015136719|      2.00000000|[27, 0, 2, 12]                                                             |  | used quadratic model with 6 points | iterate failure | actual_k=0
       6|[0.4556609094142914, 0.6354730427265167]                                        | 36.8302803039550781|      4.00000000|[33, 0, 2, 14]                                                             | | GPS sucess | actual_k=0
       7|[0.4556609094142914, 0.6354730427265167]                                        | 36.8302803039550781|      2.00000000|[38, 0, 3, 17]                                                             |  | used quadratic model with 6 points | iterate failure | actual_k=0
       8|[0.9992542564868927, 0.7066104412078857]                                        |  5.9545140266418457|      4.00000000|[44, 0, 3, 19]                                                             | | GPS sucess | actual_k=0
       9|[0.9992542564868927, 0.7066104412078857]                                        |  5.9545140266418457|      2.00000000|[49, 0, 4, 22]                                                             |  | used quadratic model with 6 points | iterate failure | actual_k=0
