k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.477827787399292, -0.0623842567205429]                                        |  0.1582118421792984|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.477827787399292, -0.0623842567205429]                                        |  0.1582118421792984|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-0.1225817203521729, 0.3367945462465286]                                       |  0.0426857285201550|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[-0.1225817203521729, 0.3367945462465286]                                       |  0.0426857285201550|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.281140923500061, 0.2204302385449409]                                         |  0.0335059352219105|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.281140923500061, 0.2204302385449409]                                         |  0.0335059352219105|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.2240885905921459, 0.0289322718977928]                                        |  0.0076510203070939|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.2240885905921459, 0.0289322718977928]                                        |  0.0076510203070939|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.2240885905921459, 0.0289322718977928]                                        |  0.0076510203070939|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.087513517588377, 0.0660055488348007]                                         |  0.0002996396506205|      1.00000000|[36, 10, 5, 15]                                                            | | GPS sucess | actual_k=1
      11|[0.087513517588377, 0.0660055488348007]                                         |  0.0002996396506205|      0.50000000|[39, 11, 6, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.087513517588377, 0.0660055488348007]                                         |  0.0002996396506205|      0.25000000|[43, 12, 6, 18]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-0.0558391697704792, 0.0724956713616848]                                       |  0.0001448049151804|      0.50000000|[46, 13, 6, 19]                                                            | | GPS sucess | actual_k=1
      14|[-0.0558391697704792, 0.0724956713616848]                                       |  0.0001448049151804|      0.25000000|[49, 14, 6, 20]                                                            |  | used linear model with 5 points | actual_k=1
