k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     | 24.1999999999999957|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6285364747047424, 0.1793725490570068]                                       |  7.3041567802429199|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.6285364747047424, 0.1793725490570068]                                       |  7.3041567802429199|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-0.6285364747047424, 0.1793725490570068]                                       |  7.3041567802429199|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.1532079696655273, 0.0242508053779602]                                       |  1.3299491405487061|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.1532079696655273, 0.0242508053779602]                                       |  1.3299491405487061|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.1532079696655273, 0.0242508053779602]                                       |  1.3299491405487061|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.1532079696655273, 0.0242508053779602]                                       |  1.3299491405487061|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0311592191457748, 0.0512527599930763]                                       |  1.3161158561706543|      0.25000000|[30, 8, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[-0.0311592191457748, 0.0512527599930763]                                       |  1.3161158561706543|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0311592191457748, 0.0512527599930763]                                       |  1.3161158561706543|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0061528190970421, 0.001112338155508]                                         |  0.9878476858139038|      0.12500000|[41, 11, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[0.0061528190970421, 0.001112338155508]                                         |  0.9878476858139038|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
