k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 1.0]                                                                      |217.3621226801203932|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.944024194031954, 0.0363604426383972]                                         |168.7105407714843750|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.9612648375332355, -0.3728209137916565]                                       |110.6959686279296875|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.9612648375332355, -0.3728209137916565]                                       |110.6959686279296875|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.9612648375332355, -0.3728209137916565]                                       |110.6959686279296875|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.5246371705032555, 0.5268213931192384]                                        |104.1982293769727193|      2.00000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       6|[1.5246371705032555, 0.5268213931192384]                                        |104.1982293769727193|      1.00000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.5691875893570153, 0.3402306023706422]                                        | 76.4430007934570312|      2.00000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.5691875893570153, 0.3402306023706422]                                        | 76.4430007934570312|      1.00000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.1885922629333703, 0.8026533905138001]                                        | 61.2069854736328125|      2.00000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.1885922629333703, 0.8026533905138001]                                        | 61.2069854736328125|      1.00000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0607580322719781, 0.3046319070924745]                                        | 15.7218112945556641|      2.00000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[0.0607580322719781, 0.3046319070924745]                                        | 15.7218112945556641|      1.00000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.0607580322719781, 0.3046319070924745]                                        | 15.7218112945556641|      0.50000000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
