k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5548970642426272, 0.1680809846536061]                                        |  1.5681268459283784|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[1.4359081107118388, -0.2454547592981914]                                       |  0.9067090749740601|      4.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[1.4359081107118388, -0.2454547592981914]                                       |  0.9067090749740601|      2.00000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.4359081107118388, -0.2454547592981914]                                       |  0.9067090749740601|      1.00000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[2.2347126322725077, -0.4903061696871379]                                       |  0.3281214833259583|      2.00000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[2.2347126322725077, -0.4903061696871379]                                       |  0.3281214833259583|      1.00000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[2.2347126322725077, -0.4903061696871379]                                       |  0.3281214833259583|      0.50000000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.3178119453528185, -0.5879072481378177]                                       |  0.3057355284690857|      1.00000000|[30, 8, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[2.3178119453528185, -0.5879072481378177]                                       |  0.3057355284690857|      0.50000000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.2537778410055895, -0.6741845542176822]                                       |  0.1998317390680313|      1.00000000|[37, 10, 6, 16]                                                            | | GPS sucess | actual_k=1
      11|[2.2537778410055895, -0.6741845542176822]                                       |  0.1998317390680313|      0.50000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[1.904200861130025, -0.9759353333695987]                                        |  0.0184976663440466|      1.00000000|[44, 12, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[1.904200861130025, -0.9759353333695987]                                        |  0.0184976663440466|      0.50000000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
