k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |370890.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 4.179372549057007]                                         |91917.9531250000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5540489554405212, 2.1794484853744507]                                        |387.7203369140625000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.5540489554405212, 2.1794484853744507]                                        |387.7203369140625000|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.9335619807243347, 0.2781342267990112]                                        |270.1747436523437500|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.9335619807243347, 0.2781342267990112]                                        |270.1747436523437500|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.9600148797035217, 0.9218469262123108]                                       |265.0770568847656250|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[-0.9600148797035217, 0.9218469262123108]                                       |265.0770568847656250|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9927651286125183, 1.3538782000541687]                                        |161.2896270751953125|      4.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[0.9927651286125183, 1.3538782000541687]                                        |161.2896270751953125|      2.00000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[1.477817863225937, -0.5864114165306091]                                        | 44.4577255249023438|      4.00000000|[35, 10, 4, 14]                                                            | | GPS sucess | actual_k=1
      11|[1.477817863225937, -0.5864114165306091]                                        | 44.4577255249023438|      2.00000000|[38, 11, 5, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.1784408986568451, -2.1068124175071716]                                       | 40.3610038757324219|      4.00000000|[42, 12, 5, 17]                                                            | | GPS sucess | actual_k=1
      13|[-0.4022395312786102, 1.850814402103424]                                        | 36.4087638854980469|      8.00000000|[45, 13, 5, 18]                                                            | | GPS sucess | actual_k=1
      14|[-0.4022395312786102, 1.850814402103424]                                        | 36.4087638854980469|      4.00000000|[48, 14, 6, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
