k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |106.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9607943296432495, 0.7227377891540527]                                        | 61.7796554565429688|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[3.795929789543152, 1.5178964138031006]                                         | 25.0852355957031250|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[3.795929789543152, 1.5178964138031006]                                         | 25.0852355957031250|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[3.795929789543152, 1.5178964138031006]                                         | 25.0852355957031250|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[3.175337553024292, 2.302029848098755]                                          |  4.0923447608947754|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[3.175337553024292, 2.302029848098755]                                          |  4.0923447608947754|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[3.175337553024292, 2.302029848098755]                                          |  4.0923447608947754|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[3.175337553024292, 2.302029848098755]                                          |  4.0923447608947754|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[3.148182339966297, 2.0535090416669846]                                         |  1.0636627674102783|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[3.148182339966297, 2.0535090416669846]                                         |  1.0636627674102783|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.9060840979218483, 2.1158664748072624]                                        |  0.3392229974269867|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[2.9060840979218483, 2.1158664748072624]                                        |  0.3392229974269867|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[2.9060840979218483, 2.1158664748072624]                                        |  0.3392229974269867|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
