k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7038938999176025, 1.089585304260254, 0.7583120614290237, 0.8851542323827744, 1.0356063395738602, 1.017921207472682, 1.0808620974421501, 0.9498287998139858, 0.9402152337133884, 0.8040442317724228, 1.3645308911800385, 0.5095034539699554, 1.0199529118835926, 1.1841594874858856, 0.9954669727012515, 1.0936551690101624, 1.2108065038919449, 1.317058801651001, 1.1031802222132683, 0.7027344405651093, 0.9300346970558167, 1.094669297337532]|  1.3803012371063232|      2.00000000|[65, 0, 0, 1]                                                              | | GPS sucess | actual_k=0
       2|[-0.5461561679840088, 0.9208939969539642, 0.5433691143989563, 1.0129006505012512, 0.4643421322107315, 0.7331007104367018, 0.8092766925692558, 0.9669758826494217, 1.4290113486349583, 0.7141572088003159, 1.2546078264713287, -0.2680590450763702, 0.9666204564273357, 0.6941888332366943, 1.1572177959606051, 1.5940076112747192, 1.3853419572114944, 1.2324966415762901, 0.7716648802161217, 0.2358000576496124, 0.9650851674377918, 1.3149701356887817]|  1.1240804195404053|      4.00000000|[129, 0, 0, 2]                                                             | | GPS sucess | actual_k=0
       3|[-1.0575461983680725, 1.1350780129432678, 0.6270301267504692, 0.4815552234649658, 0.1862132102251053, 0.2658545356243849, -1.157950647175312, -0.482436940073967, 0.4828180111944675, 0.1572612971067429, 1.3525289371609688, -1.5016008913516998, 0.5027178339660168, -0.1672446727752686, 1.4929015887901187, 2.762713670730591, 1.268517680466175, 0.3008746728301048, 0.8626875132322311, 0.64081010222435, 2.5419727750122547, 1.3257378432899714]|  0.7180163860321045|      8.00000000|[193, 0, 0, 3]                                                             | | GPS sucess | actual_k=0
       4|[-1.369993895292282, -0.0372245907783508, -0.7832803800702095, 0.4909443818032742, -3.059846445918083, -1.6668768543750048, -1.3753787502646446, -1.7873936146497726, 2.2491732873022556, -0.2635250240564346, 1.2642568498849869, -3.4353653490543365, 2.4085194878280163, 2.141580104827881, 1.2346284938976169, 3.6501115560531616, 0.3976458385586739, -1.8671129122376442, -0.4551192075014114, 1.993446558713913, 4.569806475192308, -0.3739671614021063]|  0.6023913025856018|     16.00000000|[257, 0, 0, 4]                                                             | | GPS sucess | actual_k=0
       5|[-1.369993895292282, -0.0372245907783508, -0.7832803800702095, 0.4909443818032742, -3.059846445918083, -1.6668768543750048, -1.3753787502646446, -1.7873936146497726, 2.2491732873022556, -0.2635250240564346, 1.2642568498849869, -3.4353653490543365, 2.4085194878280163, 2.141580104827881, 1.2346284938976169, 3.6501115560531616, 0.3976458385586739, -1.8671129122376442, -0.4551192075014114, 1.993446558713913, 4.569806475192308, -0.3739671614021063]|  0.6023913025856018|      8.00000000|[321, 0, 0, 5]                                                             |  | used linear model with 65 points | actual_k=0
       6|[-2.541721075773239, -0.7557057738304138, -4.458242900669575, 0.2745739482343197, -1.3040694445371628, -1.7382021863013506, -3.336007498204708, -1.6559420377016068, 0.8278796710073948, -1.5909534841775894, 1.2406448144465685, -2.3159857094287872, 2.78867731615901, 3.9203169345855713, -0.6045251535251737, 4.550214469432831, -0.5606848523020744, -3.1209174767136574, -1.9751398116350174, 2.9495887458324432, 2.6548799462616444, 3.1108255479484797]|  0.5224148631095886|     16.00000000|[385, 0, 0, 6]                                                             | | GPS sucess | actual_k=0
       7|[-2.541721075773239, -0.7557057738304138, -4.458242900669575, 0.2745739482343197, -1.3040694445371628, -1.7382021863013506, -3.336007498204708, -1.6559420377016068, 0.8278796710073948, -1.5909534841775894, 1.2406448144465685, -2.3159857094287872, 2.78867731615901, 3.9203169345855713, -0.6045251535251737, 4.550214469432831, -0.5606848523020744, -3.1209174767136574, -1.9751398116350174, 2.9495887458324432, 2.6548799462616444, 3.1108255479484797]|  0.5224148631095886|      8.00000000|[449, 0, 0, 7]                                                             |  | used linear model with 65 points | actual_k=0
       8|[-2.211311638355255, -2.640239655971527, -4.1591062024235725, -0.2966160513460636, -3.135685607790947, -1.4302562195807695, -3.9142878875136375, -2.210894539952278, -0.9076797924935818, -1.0300053507089615, -1.8992856722325087, -3.0807521641254425, 0.6765643171966076, 3.079486906528473, 0.9859555317088962, 5.7940831780433655, -3.79449575394392, -3.2459649816155434, -2.6643474847078323, 0.0777489840984344, -0.1275332979857922, 5.387812385335565]|  0.4941354393959045|     16.00000000|[513, 0, 0, 8]                                                             | | GPS sucess | actual_k=0
       9|[-2.211311638355255, -2.640239655971527, -4.1591062024235725, -0.2966160513460636, -3.135685607790947, -1.4302562195807695, -3.9142878875136375, -2.210894539952278, -0.9076797924935818, -1.0300053507089615, -1.8992856722325087, -3.0807521641254425, 0.6765643171966076, 3.079486906528473, 0.9859555317088962, 5.7940831780433655, -3.79449575394392, -3.2459649816155434, -2.6643474847078323, 0.0777489840984344, -0.1275332979857922, 5.387812385335565]|  0.4941354393959045|      8.00000000|[577, 0, 0, 9]                                                             |  | used linear model with 65 points | actual_k=0
      10|[-3.1013659834861755, -0.7971052527427673, -6.23196167498827, -0.6185526587069035, -1.3579411953687668, -0.3112028557807207, -1.8941112384200096, -3.3600998669862747, -2.05632209405303, -1.2924607247114182, -0.5211678724735975, -2.3268705904483795, 3.187375169247389, 1.2365252375602722, 0.0967569900676608, 3.9845524430274963, -5.961991719901562, -5.232823945581913, -0.1596031934022903, -0.3195598423480988, 2.482008595019579, 6.359203228726983]|  0.4914728701114655|     16.00000000|[641, 0, 0, 10]                                                            | | GPS sucess | actual_k=0
