k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      | 14.2031250000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 0.1793725490570068]                                        |  1.7049882411956787|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.5714635252952576, 0.1793725490570068]                                        |  1.7049882411956787|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.5714635252952576, 0.1793725490570068]                                        |  1.7049882411956787|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[2.0467920303344727, 0.0242508053779602]                                        |  0.6233060956001282|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[2.0467920303344727, 0.0242508053779602]                                        |  0.6233060956001282|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.0467920303344727, 0.0242508053779602]                                        |  0.6233060956001282|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[2.1310298144817352, 0.2596313208341599]                                        |  0.3572573661804199|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[2.6192248165607452, 0.3676391392946243]                                        |  0.0431348346173763|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[2.6192248165607452, 0.3676391392946243]                                        |  0.0431348346173763|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[3.1042971909046173, 0.488902322947979]                                         |  0.0336876139044762|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[3.1042971909046173, 0.488902322947979]                                         |  0.0336876139044762|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[3.1042971909046173, 0.488902322947979]                                         |  0.0336876139044762|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[2.856945514678955, 0.452609796077013]                                          |  0.0056344815529883|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
