k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8033876416273416, -0.805081462673843, -0.8067752832546831, -0.8084691038355232, -0.8101629253476859, -0.8118567449972034, -0.8135505665093661, -0.8617540813982487, -0.8169382076710463, -0.8186320282518864, -0.8203258506953717, -0.8220196694135666, -0.8237134899944067, -0.825407312437892, -0.8271011330187321, -0.8287949535995722, -0.8304887723177672, -0.8321825928986073, -0.8338764153420926, -0.8355702377855778, -0.8372640565037728, -0.838957878947258, -0.8406517013907433, -0.8423455201089383, -0.8440393388271332, -0.8457331612706185, -0.8474269799888134, -0.8491208024322987, -0.850814624875784, -0.8525084435939789, -0.8542022660374642, -0.8558960847556591, -0.8575899071991444, -0.8592837296426297, -0.8117083564400673, -0.8626713708043099, -0.8643651857972146, -0.8660590156912804, -0.8677528306841851, -0.8694466456770897, -0.8711404755711556, -0.8728342905640603, -0.8745281130075455, -0.8762219354510308, -0.877915757894516, -0.8796095728874207, -0.8813034027814866, -0.8829972177743912, -0.8846910402178765, -0.8863848626613617, -0.8880786776542664, -0.8897725000977517, -0.8914663225412369, -0.8931601449847222, -0.8948539599776268, -0.8965477898716927, -0.8982416048645974, -0.8999354273080826, -0.9016292497515679, -0.9033230647444725, -0.9050168871879578, -0.9067107021808625, -0.9084045320749283, -0.910098347067833, -0.9117921695113183, -0.9134859919548035, -0.9151798143982888, -0.9168736293911934, -0.9185674592852593, -0.920261274278164, -0.9219550892710686, -0.9236489191651345, -0.9253427416086197, -0.9270365566015244, -0.9287303715944291, -0.9304242014884949, -0.9321180313825608, -0.9338118463754654, -0.9355056613683701, -0.9371994763612748, -0.9388932913541794, -0.9405871212482453, -0.9422809511423111, -0.9439747661352158, -0.9456685811281205, -0.9473624110221863, -0.949056226015091, -0.9507500410079956, -0.9524438709020615, -0.9541377007961274, -0.955831515789032, -0.9575253307819367, -0.9592191457748414, -0.960912960767746, -0.9626068055629731, -0.9643006205558777, -0.9659944355487824, -0.9676882505416871, -0.9693820804357529, -0.9710758954286576]|475.2503051757812500|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[-0.8033876416273416, -0.805081462673843, -0.8067752832546831, -0.8084691038355232, -0.8101629253476859, -0.8118567449972034, -0.8135505665093661, -0.8617540813982487, -0.8169382076710463, -0.8186320282518864, -0.8203258506953717, -0.8220196694135666, -0.8237134899944067, -0.825407312437892, -0.8271011330187321, -0.8287949535995722, -0.8304887723177672, -0.8321825928986073, -0.8338764153420926, -0.8355702377855778, -0.8372640565037728, -0.838957878947258, -0.8406517013907433, -0.8423455201089383, -0.8440393388271332, -0.8457331612706185, -0.8474269799888134, -0.8491208024322987, -0.850814624875784, -0.8525084435939789, -0.8542022660374642, -0.8558960847556591, -0.8575899071991444, -0.8592837296426297, -0.8117083564400673, -0.8626713708043099, -0.8643651857972146, -0.8660590156912804, -0.8677528306841851, -0.8694466456770897, -0.8711404755711556, -0.8728342905640603, -0.8745281130075455, -0.8762219354510308, -0.877915757894516, -0.8796095728874207, -0.8813034027814866, -0.8829972177743912, -0.8846910402178765, -0.8863848626613617, -0.8880786776542664, -0.8897725000977517, -0.8914663225412369, -0.8931601449847222, -0.8948539599776268, -0.8965477898716927, -0.8982416048645974, -0.8999354273080826, -0.9016292497515679, -0.9033230647444725, -0.9050168871879578, -0.9067107021808625, -0.9084045320749283, -0.910098347067833, -0.9117921695113183, -0.9134859919548035, -0.9151798143982888, -0.9168736293911934, -0.9185674592852593, -0.920261274278164, -0.9219550892710686, -0.9236489191651345, -0.9253427416086197, -0.9270365566015244, -0.9287303715944291, -0.9304242014884949, -0.9321180313825608, -0.9338118463754654, -0.9355056613683701, -0.9371994763612748, -0.9388932913541794, -0.9405871212482453, -0.9422809511423111, -0.9439747661352158, -0.9456685811281205, -0.9473624110221863, -0.949056226015091, -0.9507500410079956, -0.9524438709020615, -0.9541377007961274, -0.955831515789032, -0.9575253307819367, -0.9592191457748414, -0.960912960767746, -0.9626068055629731, -0.9643006205558777, -0.9659944355487824, -0.9676882505416871, -0.9693820804357529, -0.9710758954286576]|475.2503051757812500|      1.00000000|[127, 18, 0, 9]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.8033876416273416, -0.805081462673843, -0.8067752832546831, -0.8084691038355232, -0.8101629253476859, -0.8118567449972034, -0.8135505665093661, -0.8617540813982487, -0.8169382076710463, -0.8186320282518864, -0.8203258506953717, -0.8220196694135666, -0.8237134899944067, -0.825407312437892, -0.8271011330187321, -0.8287949535995722, -0.8304887723177672, -0.8321825928986073, -0.8338764153420926, -0.8355702377855778, -0.8372640565037728, -0.838957878947258, -0.8406517013907433, -0.8423455201089383, -0.8440393388271332, -0.8457331612706185, -0.8474269799888134, -0.8491208024322987, -0.850814624875784, -0.8525084435939789, -0.8542022660374642, -0.8558960847556591, -0.8575899071991444, -0.8592837296426297, -0.8117083564400673, -0.8626713708043099, -0.8643651857972146, -0.8660590156912804, -0.8677528306841851, -0.8694466456770897, -0.8711404755711556, -0.8728342905640603, -0.8745281130075455, -0.8762219354510308, -0.877915757894516, -0.8796095728874207, -0.8813034027814866, -0.8829972177743912, -0.8846910402178765, -0.8863848626613617, -0.8880786776542664, -0.8897725000977517, -0.8914663225412369, -0.8931601449847222, -0.8948539599776268, -0.8965477898716927, -0.8982416048645974, -0.8999354273080826, -0.9016292497515679, -0.9033230647444725, -0.9050168871879578, -0.9067107021808625, -0.9084045320749283, -0.910098347067833, -0.9117921695113183, -0.9134859919548035, -0.9151798143982888, -0.9168736293911934, -0.9185674592852593, -0.920261274278164, -0.9219550892710686, -0.9236489191651345, -0.9253427416086197, -0.9270365566015244, -0.9287303715944291, -0.9304242014884949, -0.9321180313825608, -0.9338118463754654, -0.9355056613683701, -0.9371994763612748, -0.9388932913541794, -0.9405871212482453, -0.9422809511423111, -0.9439747661352158, -0.9456685811281205, -0.9473624110221863, -0.949056226015091, -0.9507500410079956, -0.9524438709020615, -0.9541377007961274, -0.955831515789032, -0.9575253307819367, -0.9592191457748414, -0.960912960767746, -0.9626068055629731, -0.9643006205558777, -0.9659944355487824, -0.9676882505416871, -0.9693820804357529, -0.9710758954286576]|475.2503051757812500|      0.50000000|[240, 34, 1, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.8050814624410123, -0.8076221940107644, -0.8101629248820246, -0.8127036557532847, -0.8152443880215288, -0.8177851174958051, -0.8203258497640491, -0.8693762744776905, -0.8254073115065694, -0.8279480423778296, -0.8304887760430575, -0.8330295041203499, -0.8355702349916101, -0.838110968656838, -0.8406516995280982, -0.8431924303993583, -0.8457331584766508, -0.8482738893479109, -0.8508146230131388, -0.8533553566783667, -0.8558960847556591, -0.858436818420887, -0.8609775520861149, -0.8635182801634074, -0.8660590082406998, -0.8685997419059277, -0.8711404699832201, -0.873681203648448, -0.8762219373136759, -0.8787626653909684, -0.8813033990561963, -0.8838441271334887, -0.8863848607987166, -0.8889255944639445, -0.8421971287578345, -0.8940070562064648, -0.8965477786958218, -0.8990885235369206, -0.9016292460262776, -0.9041699685156346, -0.9067107133567334, -0.9092514358460904, -0.9117921695113183, -0.8245753787457943, -0.916873636841774, -0.919414359331131, -0.9219551041722298, -0.9244958266615868, -0.9270365603268147, -0.9295772939920426, -0.9321180164813996, -0.9346587501466275, -0.9371994838118554, -0.9397402174770833, -0.9422809399664402, -0.944821684807539, -0.947362407296896, -0.9499031409621239, -0.9524438746273518, -0.9549845971167088, -0.9575253307819367, -0.9600660532712937, -0.9626067981123925, -0.9651475206017495, -0.9676882542669774, -0.9702289879322052, -0.9727697215974331, -0.9753104440867901, -0.9778511889278889, -0.9803919114172459, -0.9829326339066029, -0.9854733787477017, -0.9880141124129296, -0.9905548349022866, -0.9930955573916436, -0.9956363022327424, -0.9981770470738411, -1.0007177695631981, -0.9936049312353135, -1.0057992145419121, -1.0083399370312691, -1.010880681872368, -1.0134214267134667, -1.0159621492028237, -1.0185028716921807, -1.0210436165332795, -1.0235843390226365, -1.0261250615119935, -1.0286658063530922, -1.031206551194191, -1.033747273683548, -1.036287996172905, -1.038828718662262, -1.041369441151619, -1.0439102083444596, -1.0464509308338166, -1.0489916533231736, -1.0515323758125306, -1.0540731206536293, -1.0566138431429863]|452.8727722167968750|      1.00000000|[296, 42, 1, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       5|[-0.8050814624410123, -0.8076221940107644, -0.8101629248820246, -0.8127036557532847, -0.8152443880215288, -0.8177851174958051, -0.8203258497640491, -0.8693762744776905, -0.8254073115065694, -0.8279480423778296, -0.8304887760430575, -0.8330295041203499, -0.8355702349916101, -0.838110968656838, -0.8406516995280982, -0.8431924303993583, -0.8457331584766508, -0.8482738893479109, -0.8508146230131388, -0.8533553566783667, -0.8558960847556591, -0.858436818420887, -0.8609775520861149, -0.8635182801634074, -0.8660590082406998, -0.8685997419059277, -0.8711404699832201, -0.873681203648448, -0.8762219373136759, -0.8787626653909684, -0.8813033990561963, -0.8838441271334887, -0.8863848607987166, -0.8889255944639445, -0.8421971287578345, -0.8940070562064648, -0.8965477786958218, -0.8990885235369206, -0.9016292460262776, -0.9041699685156346, -0.9067107133567334, -0.9092514358460904, -0.9117921695113183, -0.8245753787457943, -0.916873636841774, -0.919414359331131, -0.9219551041722298, -0.9244958266615868, -0.9270365603268147, -0.9295772939920426, -0.9321180164813996, -0.9346587501466275, -0.9371994838118554, -0.9397402174770833, -0.9422809399664402, -0.944821684807539, -0.947362407296896, -0.9499031409621239, -0.9524438746273518, -0.9549845971167088, -0.9575253307819367, -0.9600660532712937, -0.9626067981123925, -0.9651475206017495, -0.9676882542669774, -0.9702289879322052, -0.9727697215974331, -0.9753104440867901, -0.9778511889278889, -0.9803919114172459, -0.9829326339066029, -0.9854733787477017, -0.9880141124129296, -0.9905548349022866, -0.9930955573916436, -0.9956363022327424, -0.9981770470738411, -1.0007177695631981, -0.9936049312353135, -1.0057992145419121, -1.0083399370312691, -1.010880681872368, -1.0134214267134667, -1.0159621492028237, -1.0185028716921807, -1.0210436165332795, -1.0235843390226365, -1.0261250615119935, -1.0286658063530922, -1.031206551194191, -1.033747273683548, -1.036287996172905, -1.038828718662262, -1.041369441151619, -1.0439102083444596, -1.0464509308338166, -1.0489916533231736, -1.0515323758125306, -1.0540731206536293, -1.0566138431429863]|452.8727722167968750|      0.50000000|[408, 58, 1, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.8050814624410123, -0.8076221940107644, -0.8101629248820246, -0.8127036557532847, -0.8152443880215288, -0.8177851174958051, -0.8203258497640491, -0.8693762744776905, -0.8254073115065694, -0.8279480423778296, -0.8304887760430575, -0.8330295041203499, -0.8355702349916101, -0.838110968656838, -0.8406516995280982, -0.8431924303993583, -0.8457331584766508, -0.8482738893479109, -0.8508146230131388, -0.8533553566783667, -0.8558960847556591, -0.858436818420887, -0.8609775520861149, -0.8635182801634074, -0.8660590082406998, -0.8685997419059277, -0.8711404699832201, -0.873681203648448, -0.8762219373136759, -0.8787626653909684, -0.8813033990561963, -0.8838441271334887, -0.8863848607987166, -0.8889255944639445, -0.8421971287578345, -0.8940070562064648, -0.8965477786958218, -0.8990885235369206, -0.9016292460262776, -0.9041699685156346, -0.9067107133567334, -0.9092514358460904, -0.9117921695113183, -0.8245753787457943, -0.916873636841774, -0.919414359331131, -0.9219551041722298, -0.9244958266615868, -0.9270365603268147, -0.9295772939920426, -0.9321180164813996, -0.9346587501466275, -0.9371994838118554, -0.9397402174770833, -0.9422809399664402, -0.944821684807539, -0.947362407296896, -0.9499031409621239, -0.9524438746273518, -0.9549845971167088, -0.9575253307819367, -0.9600660532712937, -0.9626067981123925, -0.9651475206017495, -0.9676882542669774, -0.9702289879322052, -0.9727697215974331, -0.9753104440867901, -0.9778511889278889, -0.9803919114172459, -0.9829326339066029, -0.9854733787477017, -0.9880141124129296, -0.9905548349022866, -0.9930955573916436, -0.9956363022327424, -0.9981770470738411, -1.0007177695631981, -0.9936049312353135, -1.0057992145419121, -1.0083399370312691, -1.010880681872368, -1.0134214267134667, -1.0159621492028237, -1.0185028716921807, -1.0210436165332795, -1.0235843390226365, -1.0261250615119935, -1.0286658063530922, -1.031206551194191, -1.033747273683548, -1.036287996172905, -1.038828718662262, -1.041369441151619, -1.0439102083444596, -1.0464509308338166, -1.0489916533231736, -1.0515323758125306, -1.0540731206536293, -1.0566138431429863]|452.8727722167968750|      0.25000000|[520, 74, 1, 38]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.8015295534204363, -0.8083801875287586, -0.8008451450170668, -0.8117122748005252, -0.8122843217270347, -0.8113557759995151, -0.8270686548844385, -0.8716485684548569, -0.8311748653544037, -0.8250763737813452, -0.8305890285136965, -0.8376674745388073, -0.8377407228713672, -0.8345986151527409, -0.8408400032568074, -0.8529954876245726, -0.8553041561115398, -0.977704222610858, -0.8464993185933095, -0.8506017774474779, -0.8505336662028956, -0.8497925993850007, -0.85523025642093, -0.857307334612564, -0.8575515581294352, -0.8713250804278065, -1.06278423982351, -0.8695301400676316, -0.8705568692530266, -0.873117433039511, -0.877449267740289, -0.8899781633472453, -0.8741659017825408, -0.8833958785428802, -0.8507274821339373, -0.893690369303773, -0.889035945906607, -0.8999871142725953, -0.8958408172637699, -0.9083457342646337, -0.899210220166348, -0.9129245175919044, -0.8945449004824948, -0.822773950840323, -0.9116495989985114, -0.9100593268337233, -0.9110460663690397, -0.9123653558439989, -0.9177851344108641, -0.9282135169654686, -0.9246081018129918, -0.9265917780452023, -0.9308889977403407, -0.9306579072510502, -0.9302912537056521, -0.938365900559719, -0.9408342112657748, -0.9447991918677637, -0.9516308555183994, -0.9488832852055563, -0.9459669917593592, -0.9565322835180129, -0.9458625123417252, -0.9538619590343719, -0.9637475096716444, -0.9593339566806728, -0.965964877986391, -0.964310106161698, -0.9623123585787686, -0.9764737739787207, -0.9658230086622853, -0.9720117483398714, -0.9830801764819213, -0.985282252790989, -0.9771371464258112, -0.9830727290591351, -0.9922015278051984, -0.9896208624535092, -0.9824358729696954, -0.9951165123790852, -0.9944702004570015, -0.9948311384848351, -1.0034898814716302, -0.9992367376561936, -1.008545434316074, -1.0035651400221888, -1.010653792024244, -1.0123807922599706, -1.0129117241138064, -1.0212468220288404, -1.0172890640695704, -1.0132245915706677, -1.032894388184529, -1.0301422101825022, -1.0298241659459741, -1.0286587034363786, -1.0368013127835332, -1.038359931944891, -1.0441147456513162, -1.0458769906180148]|451.6533508300781250|      0.50000000|[562, 80, 1, 41]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       8|[-0.8015295534204363, -0.8083801875287586, -0.8008451450170668, -0.8117122748005252, -0.8122843217270347, -0.8113557759995151, -0.8270686548844385, -0.8716485684548569, -0.8311748653544037, -0.8250763737813452, -0.8305890285136965, -0.8376674745388073, -0.8377407228713672, -0.8345986151527409, -0.8408400032568074, -0.8529954876245726, -0.8553041561115398, -0.977704222610858, -0.8464993185933095, -0.8506017774474779, -0.8505336662028956, -0.8497925993850007, -0.85523025642093, -0.857307334612564, -0.8575515581294352, -0.8713250804278065, -1.06278423982351, -0.8695301400676316, -0.8705568692530266, -0.873117433039511, -0.877449267740289, -0.8899781633472453, -0.8741659017825408, -0.8833958785428802, -0.8507274821339373, -0.893690369303773, -0.889035945906607, -0.8999871142725953, -0.8958408172637699, -0.9083457342646337, -0.899210220166348, -0.9129245175919044, -0.8945449004824948, -0.822773950840323, -0.9116495989985114, -0.9100593268337233, -0.9110460663690397, -0.9123653558439989, -0.9177851344108641, -0.9282135169654686, -0.9246081018129918, -0.9265917780452023, -0.9308889977403407, -0.9306579072510502, -0.9302912537056521, -0.938365900559719, -0.9408342112657748, -0.9447991918677637, -0.9516308555183994, -0.9488832852055563, -0.9459669917593592, -0.9565322835180129, -0.9458625123417252, -0.9538619590343719, -0.9637475096716444, -0.9593339566806728, -0.965964877986391, -0.964310106161698, -0.9623123585787686, -0.9764737739787207, -0.9658230086622853, -0.9720117483398714, -0.9830801764819213, -0.985282252790989, -0.9771371464258112, -0.9830727290591351, -0.9922015278051984, -0.9896208624535092, -0.9824358729696954, -0.9951165123790852, -0.9944702004570015, -0.9948311384848351, -1.0034898814716302, -0.9992367376561936, -1.008545434316074, -1.0035651400221888, -1.010653792024244, -1.0123807922599706, -1.0129117241138064, -1.0212468220288404, -1.0172890640695704, -1.0132245915706677, -1.032894388184529, -1.0301422101825022, -1.0298241659459741, -1.0286587034363786, -1.0368013127835332, -1.038359931944891, -1.0441147456513162, -1.0458769906180148]|451.6533508300781250|      0.25000000|[676, 96, 4, 52]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-0.8012425839762647, -0.8081463914671538, -0.892395291280218, -0.8111315286163022, -0.8116443957288999, -0.8106000452720488, -0.8217438535115793, -0.8708775061773252, -0.8301352373953452, -0.8238383268243986, -0.829410617316379, -0.8364219097187626, -0.9204720587315611, -0.8330473638029521, -0.8392262473044283, -0.8512835502097291, -0.8534432148612149, -0.9757823975671392, -0.8444538548213762, -0.8484450017755266, -0.8483735434366656, -0.847543578571047, -0.852833582654358, -0.9366512679911893, -0.8550096578218177, -0.8687100215689296, -1.0704993359981607, -0.8666302041523856, -0.8675747270548202, -0.8698998014197116, -0.954231991623703, -0.886649389330928, -0.8706619618489807, -0.8799163686015116, -0.9397183676367561, -0.8900241955594717, -0.8852646792122009, -0.8962185719764129, -0.8917826268295455, -0.9042714785726745, -0.8949017097707973, -0.9085656383013665, -0.956893344199938, -0.9277202753336442, -0.9071670957895476, -0.9052687048311635, -0.977918403488688, -0.9074499676355329, -0.9127640752118072, -0.923043825616711, -0.9194292264030611, -0.9212373434964385, -0.9254943248223582, -0.9249926254300314, -0.9245463182724837, -0.9326909733480584, -0.9349968958104481, -0.9389236872737531, -0.9457103989717652, -0.942702329865231, -0.9397206737374655, -0.9502265863737667, -0.9393837493661293, -0.9472979425467074, -0.9571097110286592, -0.9527577055859364, -1.0156687316569004, -0.9573184281634289, -0.9552662113573431, -0.969311636592447, -0.9585092393624518, -0.9646677607084082, -0.9756927766218054, -0.9777384843436876, -0.9696179691063189, -0.9753253162294434, -0.9842568679969365, -0.9816658426973187, -0.9745197985746328, -0.9869171136664232, -0.9863502590485899, -0.9865869563172959, -0.9950207531890042, -0.9906802502286823, -0.9999316866028813, -0.9947821700356927, -1.001785536872269, -1.003298714526768, -1.0453278459510074, -1.0120339592402328, -1.0095361802722154, -1.0040394906933114, -1.0234262328045254, -1.0549689917735592, -1.0202130279374355, -1.0188498573650624, -1.058940749235165, -1.0283911482588248, -1.0340194345555966, -1.0357136334048422]|446.2406921386718750|      0.50000000|[705, 100, 4, 54]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[-0.8012425839762647, -0.8081463914671538, -0.892395291280218, -0.8111315286163022, -0.8116443957288999, -0.8106000452720488, -0.8217438535115793, -0.8708775061773252, -0.8301352373953452, -0.8238383268243986, -0.829410617316379, -0.8364219097187626, -0.9204720587315611, -0.8330473638029521, -0.8392262473044283, -0.8512835502097291, -0.8534432148612149, -0.9757823975671392, -0.8444538548213762, -0.8484450017755266, -0.8483735434366656, -0.847543578571047, -0.852833582654358, -0.9366512679911893, -0.8550096578218177, -0.8687100215689296, -1.0704993359981607, -0.8666302041523856, -0.8675747270548202, -0.8698998014197116, -0.954231991623703, -0.886649389330928, -0.8706619618489807, -0.8799163686015116, -0.9397183676367561, -0.8900241955594717, -0.8852646792122009, -0.8962185719764129, -0.8917826268295455, -0.9042714785726745, -0.8949017097707973, -0.9085656383013665, -0.956893344199938, -0.9277202753336442, -0.9071670957895476, -0.9052687048311635, -0.977918403488688, -0.9074499676355329, -0.9127640752118072, -0.923043825616711, -0.9194292264030611, -0.9212373434964385, -0.9254943248223582, -0.9249926254300314, -0.9245463182724837, -0.9326909733480584, -0.9349968958104481, -0.9389236872737531, -0.9457103989717652, -0.942702329865231, -0.9397206737374655, -0.9502265863737667, -0.9393837493661293, -0.9472979425467074, -0.9571097110286592, -0.9527577055859364, -1.0156687316569004, -0.9573184281634289, -0.9552662113573431, -0.969311636592447, -0.9585092393624518, -0.9646677607084082, -0.9756927766218054, -0.9777384843436876, -0.9696179691063189, -0.9753253162294434, -0.9842568679969365, -0.9816658426973187, -0.9745197985746328, -0.9869171136664232, -0.9863502590485899, -0.9865869563172959, -0.9950207531890042, -0.9906802502286823, -0.9999316866028813, -0.9947821700356927, -1.001785536872269, -1.003298714526768, -1.0453278459510074, -1.0120339592402328, -1.0095361802722154, -1.0040394906933114, -1.0234262328045254, -1.0549689917735592, -1.0202130279374355, -1.0188498573650624, -1.058940749235165, -1.0283911482588248, -1.0340194345555966, -1.0357136334048422]|446.2406921386718750|      0.25000000|[817, 116, 4, 62]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.7997818696007482, -0.913293647737983, -0.9499755884113725, -0.806557582311932, -0.8075976868657769, -0.8198077227400098, -0.8253653539140753, -0.8744696810858571, -0.8306864894632221, -0.8193391264419304, -0.8248827603096118, -0.8298838071597362, -0.9203320507982086, -0.9241443561742122, -0.8395958202395281, -0.8496760660333834, -0.8506200438024966, -0.9728888058526951, -0.8402281435026835, -0.8520594352186102, -0.9301793216512628, -0.8417828951146129, -0.849915363001216, -0.9361329989109385, -0.8530020485503798, -0.8688325608482821, -1.0725194843641284, -0.8630931504241024, -0.8580946367428156, -0.8700907492630306, -0.9449527209921758, -0.8901443698286939, -0.8719617330233465, -0.8735059141245591, -0.992648304118487, -0.8783084344267501, -0.8780074418352365, -0.8843181565649729, -0.8932901741296234, -0.8976181974451933, -0.8897735322741235, -0.9071426446805456, -0.9610346775869337, -0.9891969929153963, -0.898013628777529, -0.8968012095046979, -0.9757494049336426, -0.8982097077844964, -0.9803862938026379, -0.9159370414429984, -0.9154667169123136, -0.9066848827497039, -0.9133964994629356, -0.9151397707256013, -0.925335005894269, -0.9194151562204346, -0.9953958619848059, -0.9256086721028817, -0.9360892511668254, -0.9318306208733423, -0.9992544040246767, -0.9414701261536018, -0.928021572640823, -1.004008857356477, -0.950360425652112, -0.9487800323931869, -1.004252518471321, -0.9453282209437606, -1.0097181127244697, -0.9585632350492624, -0.9414167584785812, -0.9562538584370468, -0.9723439469318262, -1.0226073784525938, -0.9585871686022006, -0.9636859138210567, -0.97500936827876, -0.9715575083074396, -0.9717228389259299, -0.9824253194315994, -0.9841595268797333, -0.9740803305173348, -0.9871273500047467, -0.9788892420837986, -0.993146075771973, -0.9859202351275584, -0.9917931278707561, -0.993303737740441, -1.0359979364332774, -0.9965094423818642, -0.996789826360775, -0.9993153922031054, -1.0124648504882943, -1.0364873521533753, -1.0095604982572528, -1.0202883516454975, -1.0539423668292378, -1.0153482011631147, -1.0256405886890294, -1.062511723585576]|443.5249633789062500|      0.50000000|[845, 120, 4, 64]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
