k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2619007229804993, -0.1209246218204498]                                       | 87.8664398193359375|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.0993717312812805, 0.8480147421360016]                                       | 54.4374771118164062|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.0993717312812805, 0.8480147421360016]                                       | 54.4374771118164062|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.0768964476883411, 1.6077092587947845]                                       | 49.6744155883789062|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[-0.0768964476883411, 1.6077092587947845]                                       | 49.6744155883789062|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0768964476883411, 1.6077092587947845]                                       | 49.6744155883789062|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9217280712331325, 1.555277682346471]                                         | 28.9337587455741101|      2.00000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[-0.8792149457727879, 1.523658178252347]                                        | 10.6815795898437500|      4.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[-0.8792149457727879, 1.523658178252347]                                        | 10.6815795898437500|      2.00000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.8792149457727879, 1.523658178252347]                                        | 10.6815795898437500|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.9298536475395173, 1.3083862135831195]                                       | 10.6053676605224609|      2.00000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[-0.9298536475395173, 1.3083862135831195]                                       | 10.6053676605224609|      1.00000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-1.3993725474571197, 1.655139274400838]                                        |  8.8934717178344727|      2.00000000|[47, 13, 7, 20]                                                            | | GPS sucess | actual_k=1
