k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2117.3170600156249748|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 4.179372549057007]                                         |960.3650512695312500|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5540489554405212, 2.1794484853744507]                                        | 34.8275680541992188|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.5540489554405212, 2.1794484853744507]                                        | 34.8275680541992188|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.5540489554405212, 2.1794484853744507]                                        | 34.8275680541992188|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.9024792909622192, 1.420859694480896]                                         |  0.1800393909215927|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[0.9024792909622192, 1.420859694480896]                                         |  0.1800393909215927|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9024792909622192, 1.420859694480896]                                         |  0.1800393909215927|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.9024792909622192, 1.420859694480896]                                         |  0.1800393909215927|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9024792909622192, 1.420859694480896]                                         |  0.1800393909215927|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9024792909622192, 1.420859694480896]                                         |  0.1800393909215927|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.9008256669738118, 1.3583815740889942]                                        |  0.1315565641800071|      0.12500000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      12|[0.8196146066882436, 1.263356511527959]                                         |  0.0731014832854271|      0.25000000|[45, 12, 8, 20]                                                            | | GPS sucess | actual_k=1
