k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-11.146939635276794, 9.583191335201263]                                        |100.9856643676757812|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-9.482779502868652, 9.368401035666466]                                         |100.9755706787109375|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-7.215876579284668, 10.682981118559837]                                        |100.9270477294921875|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-3.5118496417999268, 5.710262879729271]                                        | 98.7241058349609375|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[-3.5118496417999268, 5.710262879729271]                                        | 98.7241058349609375|      8.00000000|[16, 5, 0, 5]                                                              |  | used linear model with 5 points | actual_k=1
       6|[-3.5118496417999268, 5.710262879729271]                                        | 98.7241058349609375|      4.00000000|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[-2.479017734527588, 9.19474945962429]                                          | 91.2128219604492188|      8.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       8|[-2.479017734527588, 9.19474945962429]                                          | 91.2128219604492188|      4.00000000|[25, 8, 0, 8]                                                              |  | used linear model with 5 points | actual_k=1
       9|[-2.479017734527588, 9.19474945962429]                                          | 91.2128219604492188|      2.00000000|[28, 9, 1, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-2.372979588806629, 7.588631853461266]                                         | 80.2246856689453125|      4.00000000|[32, 10, 1, 11]                                                            | | GPS sucess | actual_k=1
      11|[-2.372979588806629, 7.588631853461266]                                         | 80.2246856689453125|      2.00000000|[35, 11, 2, 13]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-2.372979588806629, 7.588631853461266]                                         | 80.2246856689453125|      1.00000000|[39, 12, 3, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-2.5388102903962135, 8.225992903113365]                                        | 76.9449462890625000|      2.00000000|[43, 13, 3, 16]                                                            | | GPS sucess | actual_k=1
      14|[-2.913882829248905, 8.613478615880013]                                         |  2.4234786033630371|      4.00000000|[46, 14, 3, 17]                                                            | | GPS sucess | actual_k=1
      15|[-2.913882829248905, 8.613478615880013]                                         |  2.4234786033630371|      2.00000000|[49, 15, 4, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      16|[-2.913882829248905, 8.613478615880013]                                         |  2.4234786033630371|      1.00000000|[53, 16, 5, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
