k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0022846446372569, -0.0034269669558853, -0.0045692892745137, 0.997191846370697, -0.0068539339117706, -0.0079962564632297, -0.0091385785490274, -0.0102809006348252, -0.011423222720623, -0.0125655457377434, -0.0137078678235412, -0.0148501889780164, -0.0159925129264593, -0.0293746720999479, -0.0182771570980549, -0.0194194782525301, -0.0205618012696505, -0.0217041224241257, -0.022846445441246, -0.0239887665957212, 0.0078932205215096, -0.026273412629962]| 13.4846315383911133|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
       2|[0.3256649388931692, -1.5685347893740982, 0.9662611512467265, 2.8546510338783264, 0.499026243109256, -1.1742393327876925, -0.2327099833637476, 0.6703980034217238, 0.5839361622929573, -0.4746166989207268, 0.9031235063448548, 0.883277247659862, -0.4105356242507696, -0.7123735677450895, 0.7168295495212078, 0.1844306718558073, 0.2246256303042173, -0.3776142150163651, 1.3856754451990128, 0.4242139626294374, -0.4656919678673148, -0.9779761862009764]| 12.1405239105224609|      4.00000000|[121, 8, 0, 2]                                                             | | GPS sucess | actual_k=4
       3|[-0.0512666986323893, -2.482493815710768, 0.2014712719246745, 3.264423578977585, 0.9492047769017518, -1.3074962152168155, -0.7960504684597254, 0.9079714929684997, 0.6182299070060253, -0.677605651319027, 0.8235508510842919, 1.139463703148067, -0.2094559725373983, -0.5473085921257734, 0.2280188910663128, 0.6962731014937162, 0.6778471898287535, -0.9241377264261246, 1.080606833100319, 0.8148466814309359, -0.8489619037136436, -0.6681756507605314]| 12.1404438018798828|      8.00000000|[181, 12, 0, 3]                                                            | | GPS sucess | actual_k=4
       4|[-4.221525220666081, -3.9376228430774063, -1.2305600019171834, 6.929880827665329, -5.0753437536768615, 0.3437564121559262, 5.932363113388419, -0.31403733137995, -1.5012812204658985, -6.664195083081722, -2.623336642049253, 2.258847395889461, -1.954030280932784, -3.887460855767131, -1.0560879595577717, 0.859481556341052, -1.4764077235013247, 1.2670005410909653, -2.1923993676900864, 4.750510381534696, 4.242380545474589, -2.7445985805243254]| 12.1283378601074219|     16.00000000|[241, 16, 0, 4]                                                            | | GPS sucess | actual_k=4
       5|[-4.221525220666081, -3.9376228430774063, -1.2305600019171834, 6.929880827665329, -5.0753437536768615, 0.3437564121559262, 5.932363113388419, -0.31403733137995, -1.5012812204658985, -6.664195083081722, -2.623336642049253, 2.258847395889461, -1.954030280932784, -3.887460855767131, -1.0560879595577717, 0.859481556341052, -1.4764077235013247, 1.2670005410909653, -2.1923993676900864, 4.750510381534696, 4.242380545474589, -2.7445985805243254]| 12.1283378601074219|      8.00000000|[304, 21, 0, 6]                                                            |  | used linear model with 65 points | actual_k=4
       6|[-4.221525220666081, -3.9376228430774063, -1.2305600019171834, 6.929880827665329, -5.0753437536768615, 0.3437564121559262, 5.932363113388419, -0.31403733137995, -1.5012812204658985, -6.664195083081722, -2.623336642049253, 2.258847395889461, -1.954030280932784, -3.887460855767131, -1.0560879595577717, 0.859481556341052, -1.4764077235013247, 1.2670005410909653, -2.1923993676900864, 4.750510381534696, 4.242380545474589, -2.7445985805243254]| 12.1283378601074219|      4.00000000|[368, 25, 0, 8]                                                            |  | used linear model with 65 points | actual_k=4
       7|[-3.646219222340733, -5.812338409712538, 2.0598338274285197, 6.061616510152817, -6.934272434096783, -0.3218557490035892, 4.679597100242972, -1.1732881153002381, -1.7801161594688892, -7.362089239060879, -1.2635862519964576, 1.0845114393159747, 2.697503799572587, -6.354581264778972, -0.0600886233150959, 1.3242231737822294, -2.2251901794224977, 0.2608888000249863, -1.1116336435079575, 3.488166021183133, 3.7091714004054666, -4.986124945804477]| 12.1278352737426758|      8.00000000|[428, 29, 0, 9]                                                            | | GPS sucess | actual_k=4
       8|[-3.646219222340733, -5.812338409712538, 2.0598338274285197, 6.061616510152817, -6.934272434096783, -0.3218557490035892, 4.679597100242972, -1.1732881153002381, -1.7801161594688892, -7.362089239060879, -1.2635862519964576, 1.0845114393159747, 2.697503799572587, -6.354581264778972, -0.0600886233150959, 1.3242231737822294, -2.2251901794224977, 0.2608888000249863, -1.1116336435079575, 3.488166021183133, 3.7091714004054666, -4.986124945804477]| 12.1278352737426758|      4.00000000|[491, 34, 0, 11]                                                           |  | used linear model with 65 points | actual_k=4
       9|[-3.646219222340733, -5.812338409712538, 2.0598338274285197, 6.061616510152817, -6.934272434096783, -0.3218557490035892, 4.679597100242972, -1.1732881153002381, -1.7801161594688892, -7.362089239060879, -1.2635862519964576, 1.0845114393159747, 2.697503799572587, -6.354581264778972, -0.0600886233150959, 1.3242231737822294, -2.2251901794224977, 0.2608888000249863, -1.1116336435079575, 3.488166021183133, 3.7091714004054666, -4.986124945804477]| 12.1278352737426758|      2.00000000|[555, 38, 0, 13]                                                           |  | used linear model with 65 points | actual_k=4
      10|[-3.8136303112842143, -5.917575878789648, 2.0563932303339243, 6.157117709517479, -6.835594374220818, -0.4503545118495822, 4.798382310196757, -1.7154132211580873, -1.738226629793644, -7.173819951713085, -0.7920391550287604, 1.173989991657436, 2.55927168764174, -6.516634372994304, -0.0953914746642113, 1.5734542291611433, -2.24613082036376, -0.0653534680604935, -1.1317608915269375, 3.1790811885148287, 3.8897984186187387, -4.910128949210048]| 12.1276397705078125|      4.00000000|[615, 42, 0, 14]                                                           | | GPS sucess | actual_k=4
      11|[-5.0555250332690775, -4.369807405164465, 2.375061923637986, 7.045584008097649, -6.030106741469353, 0.3625229047611356, 4.600918827578425, -1.3066092813387513, 0.03414037078619, -6.618129722774029, 0.6572984466329217, 3.3985469145700336, 2.211455339565873, -8.787707714363933, -2.055709086358547, 4.165375558659434, -3.7458281479775906, -1.1990122348070145, -1.8463739715516567, 8.056825863197446, 4.403412179090083, -6.703281639143825]| 12.1258935928344727|      8.00000000|[675, 46, 0, 15]                                                           | | GPS sucess | actual_k=4
