k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.5758418142795563, -0.2034814596176147]                                       | 39.0964431762695312|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8087832740326915, -1.1402333559811177]                                       |  1.7627342454628963|      4.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       3|[0.8087832740326915, -1.1402333559811177]                                       |  1.7627342454628963|      2.00000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.3523855396727529, -0.322940963727242]                                       |  1.1355508565902710|      4.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.3523855396727529, -0.322940963727242]                                       |  1.1355508565902710|      2.00000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.147883180640122, 0.8848389206111369]                                        |  0.8771414160728455|      4.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[-0.147883180640122, 0.8848389206111369]                                        |  0.8771414160728455|      2.00000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.053769212104896, -0.6312040271580281]                                        |  0.7896109819412231|      4.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.053769212104896, -0.6312040271580281]                                        |  0.7896109819412231|      2.00000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.053769212104896, -0.6312040271580281]                                        |  0.7896109819412231|      1.00000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.053769212104896, -0.6312040271580281]                                        |  0.7896109819412231|      0.50000000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.053769212104896, -0.6312040271580281]                                        |  0.7896109819412231|      0.25000000|[56, 0, 7, 19]                                                             |  | used linear model with 5 points | actual_k=0
      13|[0.053769212104896, -0.6312040271580281]                                        |  0.7896109819412231|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
