k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.3, 0.4]                                                                      |4171.3061619604923180|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3, 0.4]                                                                      |4171.3061619604923180|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.2366193041205406, 0.1218627035617829]                                        |458.4297180175781250|      1.00000000|[10, 0, 1, 3]                                                              | | GPS sucess | actual_k=0
       3|[0.2366193041205406, 0.1218627035617829]                                        |458.4297180175781250|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.3072708800435066, 0.0918406449258328]                                        |179.4953918457031250|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.3072708800435066, 0.0918406449258328]                                        |179.4953918457031250|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.3072708800435066, 0.0918406449258328]                                        |179.4953918457031250|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.3072708800435066, 0.0918406449258328]                                        |179.4953918457031250|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.3072708800435066, 0.0918406449258328]                                        |179.4953918457031250|      0.06250000|[38, 0, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.3072708800435066, 0.0918406449258328]                                        |179.4953918457031250|      0.03125000|[43, 0, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.3191510878503322, 0.0634711157530546]                                        |176.8092193603515625|      0.06250000|[48, 0, 7, 17]                                                             | | GPS sucess | actual_k=0
      11|[0.3191510878503322, 0.0634711157530546]                                        |176.8092193603515625|      0.03125000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.3191510878503322, 0.0634711157530546]                                        |176.8092193603515625|      0.01562500|[57, 0, 9, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
