k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|64352.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.1407325565814972, -0.9930814341641963, -1.0527487359941006, -1.0968503803014755, -0.8559954166412354, -1.0255738403648138, -1.0843399167060852, -0.8698999732732773, -1.1161361932754517, -1.1108361408114433, -0.9650350287556648, -0.9196922928094864, -0.8281071037054062, -1.1421610862016678, -0.7971663624048233, -0.9195653572678566, -1.091579146683216, -0.927196741104126, -0.8162567019462585, -0.9623022861778736, -1.0074960184283555, -0.8337375372648239, -1.0290311612188816, -1.0118994023650885, -0.8551477193832397, -1.1161207258701324, -0.8914927616715431, -1.041290059685707, -0.9265043511986732, -1.0084450906142592, -1.0354380756616592, -0.9111867100000381, -0.8635081350803375, -0.9493985623121262, -1.152708426117897, -1.0395368449389935, -1.0101187778636813, -1.0474919453263283, -1.0081875193864107, -1.0924204885959625, -0.7780674397945404, -0.9344326555728912, -0.91457898914814, -0.9069077149033546, -1.1052998304367065, -0.9162055253982544, -1.0647924542427063, -1.0610708594322205, -0.7634735852479935, -0.9308288097381592, -1.0818748027086258, -0.8960756585001945, -1.0191305875778198, -1.0404415428638458, -0.9040803834795952, -1.0710524022579193, -1.0663138031959534, -1.1285725086927414, -1.29517662525177, -1.0281784385442734, -0.8533703982830048, -1.037181317806244, -0.8154144883155823, -0.9177653938531876, -0.9339506775140762, -1.121132604777813, -0.9485000856220722, -0.8784804940223694, -0.9923837138339877, -1.0480688139796257, -0.9584230668842793, -0.9154766723513603, -0.9016009420156479, -0.9185791686177254, -0.8520607948303223, -0.8765433356165886, -0.9900996750220656, -1.0337108373641968, -1.0665570348501205, -0.8951455801725388, -1.0906915366649628, -0.9585205018520355, -0.9405712932348251, -1.1236649081110954, -1.0622164383530617, -0.9753702245652676, -1.0417250096797943, -0.9124186858534813, -0.9968601448927075, -0.9714082423597574, -1.071096532046795, -1.0022409916855395, -1.0734614878892899, -0.921204537153244, -1.0684296265244484, -0.9656455926597118, -1.180916205048561, -1.0992686450481415]|63629.6601562500000000|      2.00000000|[13, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
       2|[-1.5187279901543995, -0.7866195589392645, -1.118548516013712, -1.0589557045264697, -1.091042776513141, -1.3138712649926887, -1.0288241542244723, -0.5686957613685784, -1.1368423177778895, -0.8638833664474023, -0.8176816264519942, -0.9689890583605882, -0.80786294867937, -1.4555645925455234, -0.9411248078237704, -0.8673945268446923, -1.1143066249849873, -1.1565997804401504, -0.9988187309280776, -0.478086876322961, -0.9345256552026012, -1.1923912931703402, -1.3755231909014256, -0.8890111181039632, -0.9062553497142216, -1.2303761507324604, -1.1046770005808875, -0.7107629252209318, -0.9143640899652922, -0.9502242685178326, -0.9862993764419987, -0.875664899942144, -1.026223986512337, -0.8729043869936559, -0.9073214197074173, -0.908467991877159, -0.580331378483633, -0.9788506839237008, -0.9519659241197675, -1.1621136229508622, -0.5181126229925967, -0.8825733374433041, -0.5869786782762084, -0.8237060206496779, -1.3603641945393672, -0.8898463633365373, -0.7690472574631199, -1.082967518160024, -0.8253135195735026, -1.0328838281062036, -1.0220086526734613, -0.8925726642175627, -1.007638795380921, -1.3765764097007263, -0.7365003911910784, -0.8433233715375688, -0.9271424425044394, -0.9273480019258247, -1.4209122783804071, -0.562882694229603, -0.8785037166743433, -1.0378200353178606, -0.6903958145605708, -1.1538055966975183, -0.6710944331978084, -1.0217681637355007, -0.817745088167413, -0.8641747131000571, -0.6812143815290297, -0.8947865481463179, -1.1529412591333223, -0.8220655688187685, -0.9196632400600684, -1.2252175486298091, -0.535008464420687, -0.5029578464862592, -1.0067161765914052, -0.6661646842743278, -1.0485681867030605, -0.6747870986932316, -1.025935784339485, -0.9121606537431285, -1.0879761042255758, -1.2891235398543373, -0.6951144779532175, -0.6932630727301221, -0.8398297648044736, -0.8699719645706472, -0.7537315628214655, -1.1078249716849853, -1.0210132110162793, -0.8061057780892806, -1.0829523561004128, -0.7237625427273293, -0.8204360051761055, -0.7197927335164956, -1.1632356525865977, -1.0177431974072488]|61593.8437500000000000|      4.00000000|[36, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[-1.6361228727263015, -0.7110919647337601, -0.8526560473415599, -1.6074903124905955, -1.6542696002813293, -1.4366368676977739, -0.3098652787820353, -0.3199502951773645, -2.0934140809728676, -0.4087069585384646, -0.8505644121937854, -1.0809800454891416, -1.4091957944827798, -1.090282957231489, -0.4615303300947657, -0.916878477112133, -0.7702836836160152, -1.3104729728763558, -1.4402146941028713, -0.3057300136461173, -0.6228700111581164, -0.9347986520060618, -0.99494944932355, -0.654863106620913, -0.8914926364137293, -0.4481564245692808, -1.3856662478509727, -0.8077664571182795, -1.435257831094391, -0.9189320642473138, -0.3119460650340627, -0.7800627736722454, -0.7622331788213557, -0.9166205056509277, -0.08833319320476, -0.7784456132162976, -0.3986427011790487, -0.5548337312696516, -0.3624826482452372, -0.6135277979972849, -0.3900662601979203, -0.9198126925961383, -0.4933731571826574, -0.6400733418655483, -0.5955804072140473, -1.3820941773875797, -0.6546904259733808, -1.4880793481206545, -1.064235892870821, -0.8309177680932314, -1.191733024691654, -0.7435479673996624, -1.1333910135712366, -1.9233908164113953, -0.0427880038620991, -0.7803579560514154, -0.7226505040256478, -0.5644167976649006, -0.3263786836482523, 0.0369940354775299, -0.2222839174481771, -0.8981827032856542, -0.0244285880183647, -1.6736944588684037, -0.9108597299335157, -0.6170710739163004, -1.1390487310802466, -1.348948469574998, -0.7294025568126384, -0.50536408869101, -1.1956754456685055, -0.6066764790103925, -1.2877699533678169, -1.0580146249140499, -1.2060157463543808, -0.4837983178729391, -0.4708270168264754, -0.6865883632271987, -1.1426125879790539, -0.5981996649459194, -0.9437980526964753, -0.7943855746421961, -0.9752564775939403, -0.9373088851840548, -0.6289001474780423, -0.1060079695371678, -0.2526015781887752, -1.0303921260239337, -0.9439610552232399, -0.641555056880958, -0.5186693284141388, -0.9130580280136537, -1.3747648893725777, -0.873744152037498, -0.3090549724356132, -0.7174672576531653, -1.4827018654624111, -1.7892229717943298]|61290.5859375000000000|      8.00000000|[59, 20, 0, 5]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       4|[-1.6361228727263015, -0.7110919647337601, -0.8526560473415599, -1.6074903124905955, -1.6542696002813293, -1.4366368676977739, -0.3098652787820353, -0.3199502951773645, -2.0934140809728676, -0.4087069585384646, -0.8505644121937854, -1.0809800454891416, -1.4091957944827798, -1.090282957231489, -0.4615303300947657, -0.916878477112133, -0.7702836836160152, -1.3104729728763558, -1.4402146941028713, -0.3057300136461173, -0.6228700111581164, -0.9347986520060618, -0.99494944932355, -0.654863106620913, -0.8914926364137293, -0.4481564245692808, -1.3856662478509727, -0.8077664571182795, -1.435257831094391, -0.9189320642473138, -0.3119460650340627, -0.7800627736722454, -0.7622331788213557, -0.9166205056509277, -0.08833319320476, -0.7784456132162976, -0.3986427011790487, -0.5548337312696516, -0.3624826482452372, -0.6135277979972849, -0.3900662601979203, -0.9198126925961383, -0.4933731571826574, -0.6400733418655483, -0.5955804072140473, -1.3820941773875797, -0.6546904259733808, -1.4880793481206545, -1.064235892870821, -0.8309177680932314, -1.191733024691654, -0.7435479673996624, -1.1333910135712366, -1.9233908164113953, -0.0427880038620991, -0.7803579560514154, -0.7226505040256478, -0.5644167976649006, -0.3263786836482523, 0.0369940354775299, -0.2222839174481771, -0.8981827032856542, -0.0244285880183647, -1.6736944588684037, -0.9108597299335157, -0.6170710739163004, -1.1390487310802466, -1.348948469574998, -0.7294025568126384, -0.50536408869101, -1.1956754456685055, -0.6066764790103925, -1.2877699533678169, -1.0580146249140499, -1.2060157463543808, -0.4837983178729391, -0.4708270168264754, -0.6865883632271987, -1.1426125879790539, -0.5981996649459194, -0.9437980526964753, -0.7943855746421961, -0.9752564775939403, -0.9373088851840548, -0.6289001474780423, -0.1060079695371678, -0.2526015781887752, -1.0303921260239337, -0.9439610552232399, -0.641555056880958, -0.5186693284141388, -0.9130580280136537, -1.3747648893725777, -0.873744152037498, -0.3090549724356132, -0.7174672576531653, -1.4827018654624111, -1.7892229717943298]|61290.5859375000000000|      4.00000000|[172, 60, 1, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 80 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-1.8388535432976287, -0.7178773523727164, -1.0326037961218104, -1.543807510469092, -1.5880463290902092, -0.990302535470067, 0.3425269297941671, 0.1463895612088202, -1.8308814295484597, -0.5589845284284869, -0.073261372166167, -0.7373233267582151, -1.730284555574012, -1.4722457632178934, -0.6593127273649684, -1.1257397685206718, -1.0365707124055354, -1.6204066054885842, -1.3121152078710674, 0.3646117164716806, -0.5178802068306284, -0.9902808011302073, -0.1214532149065883, -0.9855135554200463, -0.5785322799398066, -0.450286930663826, -0.8345833983484092, -1.2285635667221615, -1.4741019247747729, -0.8928494144203103, -0.0948365636722158, -0.4132892279302105, -0.8506419469983881, -0.7959153481325408, 0.3744733594437843, -0.0186320660818982, -0.6033862057032796, 0.3271891860010088, -0.5521574429191569, -1.4789449208381662, -0.8892417491467424, -0.7014675571457751, -0.5898323074969885, -0.366947216529855, -0.4490088902233856, -1.0565608469470584, -0.6162821577303064, -1.8445293693875917, -1.017526597508587, -1.089868150564316, -1.157171137308193, -0.3566002461567578, -0.938048636743043, -1.3014209377378418, 0.4690219412444072, 0.4696662434343634, -0.3662129103271462, -0.3221483992607792, -0.8431126280642984, 0.2631053581189026, 0.431856614568577, -0.6584058237366277, -0.5523338137721489, -1.5120074870847657, -0.565024640249983, -0.5882665854362094, -0.7802644727146155, -1.145887186940263, -0.2468042520641033, -1.1022891685135503, -1.1117307077572811, -0.0406106311367047, -1.0055609742380256, -0.9239692922438381, -0.8296271667473709, 0.3112812710171366, -0.3149611985643752, -0.1189701719849807, -0.4846496100928539, -0.0479319685653041, -0.7322807336132615, -0.6888053639564661, -0.6402156400676189, -1.2232914641768984, -0.4925415287417753, -0.0777590596763185, -0.5054381036289912, -1.8345530189873431, -1.1154494892995492, -0.395710826825149, -0.321754402242836, -0.9592603560697507, -1.6586375235450173, -1.3829947929066386, -0.5653371529833274, -0.8466254862889533, -1.2182266688624508, -1.847012521025859]|61225.8203125000000000|      8.00000000|[219, 76, 1, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       6|[-1.8388535432976287, -0.7178773523727164, -1.0326037961218104, -1.543807510469092, -1.5880463290902092, -0.990302535470067, 0.3425269297941671, 0.1463895612088202, -1.8308814295484597, -0.5589845284284869, -0.073261372166167, -0.7373233267582151, -1.730284555574012, -1.4722457632178934, -0.6593127273649684, -1.1257397685206718, -1.0365707124055354, -1.6204066054885842, -1.3121152078710674, 0.3646117164716806, -0.5178802068306284, -0.9902808011302073, -0.1214532149065883, -0.9855135554200463, -0.5785322799398066, -0.450286930663826, -0.8345833983484092, -1.2285635667221615, -1.4741019247747729, -0.8928494144203103, -0.0948365636722158, -0.4132892279302105, -0.8506419469983881, -0.7959153481325408, 0.3744733594437843, -0.0186320660818982, -0.6033862057032796, 0.3271891860010088, -0.5521574429191569, -1.4789449208381662, -0.8892417491467424, -0.7014675571457751, -0.5898323074969885, -0.366947216529855, -0.4490088902233856, -1.0565608469470584, -0.6162821577303064, -1.8445293693875917, -1.017526597508587, -1.089868150564316, -1.157171137308193, -0.3566002461567578, -0.938048636743043, -1.3014209377378418, 0.4690219412444072, 0.4696662434343634, -0.3662129103271462, -0.3221483992607792, -0.8431126280642984, 0.2631053581189026, 0.431856614568577, -0.6584058237366277, -0.5523338137721489, -1.5120074870847657, -0.565024640249983, -0.5882665854362094, -0.7802644727146155, -1.145887186940263, -0.2468042520641033, -1.1022891685135503, -1.1117307077572811, -0.0406106311367047, -1.0055609742380256, -0.9239692922438381, -0.8296271667473709, 0.3112812710171366, -0.3149611985643752, -0.1189701719849807, -0.4846496100928539, -0.0479319685653041, -0.7322807336132615, -0.6888053639564661, -0.6402156400676189, -1.2232914641768984, -0.4925415287417753, -0.0777590596763185, -0.5054381036289912, -1.8345530189873431, -1.1154494892995492, -0.395710826825149, -0.321754402242836, -0.9592603560697507, -1.6586375235450173, -1.3829947929066386, -0.5653371529833274, -0.8466254862889533, -1.2182266688624508, -1.847012521025859]|61225.8203125000000000|      4.00000000|[334, 120, 1, 31]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 84 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 105 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-1.1537244968575042, -0.6729937845328555, -0.6135854381296382, -1.4609900379516016, -1.2359004188271476, -0.4523310388880357, 0.2621551178081976, 0.0041056596365927, -1.8225868043406779, -0.5465387321473876, -0.2059667179160221, -1.2747358509815427, -1.2037057715850594, -1.8353167876357706, -0.4766096942753306, -0.6296723637736625, -1.2043268228352992, -1.6520606318479039, -1.9703042065702556, 0.9130297019109811, -0.6559208090378122, -0.7050044477709849, -0.5733737540472896, -1.470996546161776, -0.4358353628827693, -0.0261239169671554, -0.5475771393838706, -1.0585297691004345, -1.7676732181288073, -1.1438193906070626, -0.0133397065655302, -0.1146645037805065, -1.472363333907873, -0.6632676996788284, 0.1934299431821114, -0.3001291571368145, -0.8294244977536412, 0.6222673741819322, -0.6381092033304194, -1.4357372493448743, -0.7627541662247606, -1.694435281945885, -0.2026410416755315, 0.0997774474429997, -0.8128409169434326, -0.4072179523929202, -1.0237266348116052, -1.044503548655475, -1.2283007956830636, -0.8206548317395479, -1.2446729314080007, -0.006833455289906, -1.2134908197607737, -0.8317444133371308, 0.5718508611319499, 0.4164977044765291, -0.6626287757484414, -0.6305105554135044, -0.9161589099980829, 0.5300640418480743, -0.036932903310909, -0.0383311939529973, -0.0258248268222282, -1.578101401295562, -0.2616011163470899, -0.8517849784759127, -0.7477334794914252, -0.6702343730288249, -0.0076234934686367, -0.8588992491133352, -1.1966505702064503, 0.0464439120604503, -1.3182088831640357, -0.778685935934901, -1.0917412147515213, 0.4888488722210551, -0.2371130695899375, -0.7625752254098159, -0.5312395695056671, 0.4017037755295445, -0.3993083560745805, -1.062557510915771, -0.4051276642079769, -1.378595389452701, -0.2479061404866559, -0.4209364080516389, -0.5051184015438837, -1.515780613601372, -0.040034235660328, -0.1788325318803858, -0.7256934109556046, -0.8092856969844769, -2.6279813050162697, -0.414766929594871, 0.1644667072042031, 0.1900382843867059, -1.032796186832536, -1.6879632931921111]|58233.1367187500000000|      8.00000000|[368, 132, 1, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
       8|[-1.1537244968575042, -0.6729937845328555, -0.6135854381296382, -1.4609900379516016, -1.2359004188271476, -0.4523310388880357, 0.2621551178081976, 0.0041056596365927, -1.8225868043406779, -0.5465387321473876, -0.2059667179160221, -1.2747358509815427, -1.2037057715850594, -1.8353167876357706, -0.4766096942753306, -0.6296723637736625, -1.2043268228352992, -1.6520606318479039, -1.9703042065702556, 0.9130297019109811, -0.6559208090378122, -0.7050044477709849, -0.5733737540472896, -1.470996546161776, -0.4358353628827693, -0.0261239169671554, -0.5475771393838706, -1.0585297691004345, -1.7676732181288073, -1.1438193906070626, -0.0133397065655302, -0.1146645037805065, -1.472363333907873, -0.6632676996788284, 0.1934299431821114, -0.3001291571368145, -0.8294244977536412, 0.6222673741819322, -0.6381092033304194, -1.4357372493448743, -0.7627541662247606, -1.694435281945885, -0.2026410416755315, 0.0997774474429997, -0.8128409169434326, -0.4072179523929202, -1.0237266348116052, -1.044503548655475, -1.2283007956830636, -0.8206548317395479, -1.2446729314080007, -0.006833455289906, -1.2134908197607737, -0.8317444133371308, 0.5718508611319499, 0.4164977044765291, -0.6626287757484414, -0.6305105554135044, -0.9161589099980829, 0.5300640418480743, -0.036932903310909, -0.0383311939529973, -0.0258248268222282, -1.578101401295562, -0.2616011163470899, -0.8517849784759127, -0.7477334794914252, -0.6702343730288249, -0.0076234934686367, -0.8588992491133352, -1.1966505702064503, 0.0464439120604503, -1.3182088831640357, -0.778685935934901, -1.0917412147515213, 0.4888488722210551, -0.2371130695899375, -0.7625752254098159, -0.5312395695056671, 0.4017037755295445, -0.3993083560745805, -1.062557510915771, -0.4051276642079769, -1.378595389452701, -0.2479061404866559, -0.4209364080516389, -0.5051184015438837, -1.515780613601372, -0.040034235660328, -0.1788325318803858, -0.7256934109556046, -0.8092856969844769, -2.6279813050162697, -0.414766929594871, 0.1644667072042031, 0.1900382843867059, -1.032796186832536, -1.6879632931921111]|58233.1367187500000000|      4.00000000|[485, 176, 1, 45]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.4989829738394157, -0.3166119189986895, 0.0023344261988975, -0.563190464735694, -0.6790405733771278, -0.2234977055742956, -0.0774418772922074, 1.022787407589037, -2.2844468646600986, -0.5716509644427036, -0.4348470117623077, -1.7392133144495139, -0.8643447414294202, -1.2841929243845291, -1.4184062326689006, -0.3214519589676902, -0.8419787284786505, -1.8587236262814373, -1.5659504884345927, 1.1686889609397095, 0.4564772518583219, -0.8040344971078476, -0.7107528170414608, -1.6225281799769995, -0.3557104188603454, 0.2376797362274342, -0.8077389681198432, -1.0662402246662512, -1.7700265896082745, -0.7014035625565593, -0.0571249221031932, -0.6866107098039692, -1.4826173742470892, -0.726786924104938, -0.0805441194345538, -0.2695954605290446, -1.1607339876909029, 0.9405159049866345, -0.6083859990611882, -1.2171430755148978, -1.1616765764985428, -1.5413050609038343, -0.7751389755504807, -0.2155467331602746, -0.4636252853775169, -0.0051681052943706, -0.2043749189287618, -0.8689418396106607, -1.157002673537818, -1.2472684610726263, -1.5278546366739156, 0.1587880571744014, -0.8494592774032039, -0.6398082756134518, 0.7782302919424466, 0.4021025557793801, -0.5394086702645694, -0.4931186889037585, -1.9773341012349852, 0.9860308355382345, -0.1177329036402967, -0.581384503178762, 0.5775711550739753, -1.7264967320228874, 0.2978238411321229, -0.927501538399822, -0.369198385101288, -0.4468986449026215, 0.555101183328518, -0.8892967440782317, -0.8566875251599716, 0.0316811251895849, -2.0377784479666112, -0.7377870187244419, -1.2221819643285325, 0.343063545359037, -0.6590760863107201, -0.9910399691403571, -0.0979608500305329, 0.8455781481633785, -0.746631286675677, -0.8538473607240045, -0.6687047928703416, -1.1582755505582953, -0.5151703008303512, -0.6406397366881886, -0.4922013311133142, -1.1990516412323375, -0.626628903451817, 0.5301728810418372, -0.502555554196029, -0.3186759378024026, -2.408260087527629, -0.442873812561989, 0.1265258936114205, 0.4269957310460323, -0.9603502883988795, -1.3237972382877454]|57345.6718750000000000|      8.00000000|[550, 200, 1, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
      10|[-0.4989829738394157, -0.3166119189986895, 0.0023344261988975, -0.563190464735694, -0.6790405733771278, -0.2234977055742956, -0.0774418772922074, 1.022787407589037, -2.2844468646600986, -0.5716509644427036, -0.4348470117623077, -1.7392133144495139, -0.8643447414294202, -1.2841929243845291, -1.4184062326689006, -0.3214519589676902, -0.8419787284786505, -1.8587236262814373, -1.5659504884345927, 1.1686889609397095, 0.4564772518583219, -0.8040344971078476, -0.7107528170414608, -1.6225281799769995, -0.3557104188603454, 0.2376797362274342, -0.8077389681198432, -1.0662402246662512, -1.7700265896082745, -0.7014035625565593, -0.0571249221031932, -0.6866107098039692, -1.4826173742470892, -0.726786924104938, -0.0805441194345538, -0.2695954605290446, -1.1607339876909029, 0.9405159049866345, -0.6083859990611882, -1.2171430755148978, -1.1616765764985428, -1.5413050609038343, -0.7751389755504807, -0.2155467331602746, -0.4636252853775169, -0.0051681052943706, -0.2043749189287618, -0.8689418396106607, -1.157002673537818, -1.2472684610726263, -1.5278546366739156, 0.1587880571744014, -0.8494592774032039, -0.6398082756134518, 0.7782302919424466, 0.4021025557793801, -0.5394086702645694, -0.4931186889037585, -1.9773341012349852, 0.9860308355382345, -0.1177329036402967, -0.581384503178762, 0.5775711550739753, -1.7264967320228874, 0.2978238411321229, -0.927501538399822, -0.369198385101288, -0.4468986449026215, 0.555101183328518, -0.8892967440782317, -0.8566875251599716, 0.0316811251895849, -2.0377784479666112, -0.7377870187244419, -1.2221819643285325, 0.343063545359037, -0.6590760863107201, -0.9910399691403571, -0.0979608500305329, 0.8455781481633785, -0.746631286675677, -0.8538473607240045, -0.6687047928703416, -1.1582755505582953, -0.5151703008303512, -0.6406397366881886, -0.4922013311133142, -1.1990516412323375, -0.626628903451817, 0.5301728810418372, -0.502555554196029, -0.3186759378024026, -2.408260087527629, -0.442873812561989, 0.1265258936114205, 0.4269957310460323, -0.9603502883988795, -1.3237972382877454]|57345.6718750000000000|      4.00000000|[669, 244, 1, 62]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 89 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[-0.9032403586173201, -0.7437234953332144, -0.1387481069639021, -1.175591744385822, -0.0090499961348285, 0.4445922555114457, -0.0989976155360863, 0.3695226845901509, -1.7858455485494564, -0.3322351973983755, -0.764878632638203, -1.238528389718084, -1.2656236781033239, -1.2951828266364995, -1.2481183758810783, -0.6488751538770028, -0.6520299781415764, -2.0621281039502803, -1.624949025250088, 0.613737778438668, 0.5252180584194102, -0.6597763129806665, 0.3689710151609973, -1.7736634601568826, -0.851540876226335, 0.3848128938665737, -0.6601240485971694, -0.6320148722518131, -1.1927636290551016, -0.6430722347362893, -0.1504448650965355, -0.8631984058132629, -2.3608026354409626, -0.9919501784827813, 0.064091684814378, -0.4492734942334194, -1.6946308601594358, 0.4911759606682563, -0.4744331647624954, -0.9138109781957287, -1.0499838142009068, -2.125012196884775, -1.125690057380581, -0.0317400885212359, -0.363350206481331, -0.0076238906700931, -0.08455016769337, -0.8499048945247102, -0.2395221501911029, -1.1273636028174574, -0.5578860649428252, 0.0650063884370236, -0.7368677383387577, -0.6269543001651265, 1.3144297628281123, 0.8758114127743767, -0.7412116662788583, -0.6583050930780736, -1.4050724834206005, 0.9371285993672425, -0.4935453936620735, -0.6513116449556393, 0.1924157472547284, -1.4070485990976411, 0.8526794619711318, -0.6220580235884341, -0.1733060136097188, -0.6301180660840657, 0.31660146627571, -1.1722181806178922, -0.5082830577204414, 0.6758951009522636, -1.4760690276090749, -0.675670468287421, -0.3040030491555562, 0.7841736896537979, -0.6103823660997602, -0.8437122754758127, 0.3263326578874675, 1.5009679685085544, -0.760195240409448, -1.1670437771661704, -0.7258678810916304, -1.320925372615878, -1.1991357333784223, -0.1088914739902053, -0.8320692819674096, -0.6957660399499455, -0.9905011701299211, 0.7005599054990184, 0.003469225372524, -0.4405725611706017, -2.6631516957542325, -0.6345519098855854, 0.3408416384339167, 0.6139192019528535, -0.4063146527515665, -1.566466851737744]|53708.7500000000000000|      8.00000000|[713, 260, 1, 66]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=4
