k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |17984.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4682244658470154, 4.212804198265076]                                         |9190.8945312500000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.3347309231758118, 2.3906232118606567]                                        |1000.6340332031250000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.7118746638298035, 1.2351242303848267]                                       | 65.7989883422851562|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[-0.7118746638298035, 1.2351242303848267]                                       | 65.7989883422851562|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.7118746638298035, 1.2351242303848267]                                       | 65.7989883422851562|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.7118746638298035, 1.2351242303848267]                                       | 65.7989883422851562|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-1.0804299414157867, 1.416558876633644]                                        | 40.5153427124023438|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-1.0804299414157867, 1.416558876633644]                                        | 40.5153427124023438|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-1.122410785406828, 0.732852891087532]                                         | 28.5238494873046875|      2.00000000|[41, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[-1.122410785406828, 0.732852891087532]                                         | 28.5238494873046875|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.5205015055835247, 0.2437243908643723]                                       |  0.1901388466358185|      2.00000000|[50, 0, 5, 16]                                                             | | GPS sucess | actual_k=0
      12|[-0.5205015055835247, 0.2437243908643723]                                       |  0.1901388466358185|      1.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.4383801110088825, 0.1898749805986881]                                        |  0.1793269813060760|      2.00000000|[59, 0, 6, 19]                                                             | | GPS sucess | actual_k=0
      14|[0.4383801110088825, 0.1898749805986881]                                        |  0.1793269813060760|      1.00000000|[63, 0, 7, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
