k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.9607943296432495, 1.7227377891540527]                                        |  2.7636258602142334|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[2.9607943296432495, 1.7227377891540527]                                        |  2.7636258602142334|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[2.9607943296432495, 1.7227377891540527]                                        |  2.7636258602142334|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[2.4641064405441284, 1.7801932841539383]                                        |  0.8595968484878540|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[2.4641064405441284, 1.7801932841539383]                                        |  0.8595968484878540|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.4641064405441284, 1.7801932841539383]                                        |  0.8595968484878540|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[2.4641064405441284, 1.7801932841539383]                                        |  0.8595968484878540|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[2.3748801797628403, 1.5466581135988235]                                        |  0.8214868903160095|      0.25000000|[38, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[2.134975954890251, 1.616985723376274]                                          |  0.4333670139312744|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[2.134975954890251, 1.616985723376274]                                          |  0.4333670139312744|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.134975954890251, 1.616985723376274]                                          |  0.4333670139312744|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[2.121270127594471, 1.4927394017577171]                                         |  0.3326969742774963|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[2.121270127594471, 1.4927394017577171]                                         |  0.3326969742774963|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
