k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.626428097486496, 2.3565025329589844]                                         |206.2990112304687500|      2.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[0.3183548152446747, 1.069616436958313]                                         |  0.6425419449806213|      4.00000000|[10, 3, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[1.41186985373497, -0.5897508859634399]                                         |  0.6000993847846985|      8.00000000|[15, 4, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[1.41186985373497, -0.5897508859634399]                                         |  0.6000993847846985|      4.00000000|[19, 6, 1, 9]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=1
       5|[1.41186985373497, -0.5897508859634399]                                         |  0.6000993847846985|      2.00000000|[24, 8, 2, 12]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=1
       6|[1.41186985373497, -0.5897508859634399]                                         |  0.6000993847846985|      1.00000000|[29, 10, 3, 15]                                                            |  | used quadratic model with 7 points | iterate failure | actual_k=1
       7|[1.3667424283921719, 0.3739534020423889]                                        |  0.2547628879547119|      2.00000000|[34, 12, 3, 17]                                                            | | GPS sucess | actual_k=1
       8|[-0.4194741882383823, 1.2292454838752747]                                       |  0.1078247427940369|      4.00000000|[38, 14, 3, 19]                                                            | | GPS sucess | actual_k=1
       9|[-0.4194741882383823, 1.2292454838752747]                                       |  0.1078247427940369|      2.00000000|[42, 16, 4, 22]                                                            |  | used quadratic model with 7 points | iterate failure | actual_k=1
