k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-11.827003851532936, 10.075180158019066]                                       |100.9880218505859375|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-10.914808943867683, 10.72384898364544]                                        |100.9844970703125000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-9.972523346543312, 13.575882121920586]                                        |100.9782028198242188|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-4.182201042771339, 14.854824468493462]                                        | 88.3829421997070312|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[-2.7975016981363297, 10.141736432909966]                                       | 85.2182159423828125|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[-2.7975016981363297, 10.141736432909966]                                       | 85.2182159423828125|     16.00000000|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[-2.7975016981363297, 10.141736432909966]                                       | 85.2182159423828125|      8.00000000|[22, 7, 0, 7]                                                              |  | used linear model with 5 points | actual_k=1
       8|[-2.7975016981363297, 10.141736432909966]                                       | 85.2182159423828125|      4.00000000|[25, 8, 0, 8]                                                              |  | used linear model with 5 points | actual_k=1
       9|[-2.7975016981363297, 10.141736432909966]                                       | 85.2182159423828125|      2.00000000|[28, 9, 1, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-2.8542061783373356, 8.264081045985222]                                        |  2.3007671833038330|      4.00000000|[32, 10, 1, 11]                                                            | | GPS sucess | actual_k=1
      11|[-2.8542061783373356, 8.264081045985222]                                        |  2.3007671833038330|      2.00000000|[35, 11, 2, 13]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-2.8542061783373356, 8.264081045985222]                                        |  2.3007671833038330|      1.00000000|[39, 12, 3, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-2.8542061783373356, 8.264081045985222]                                        |  2.3007671833038330|      0.50000000|[43, 13, 4, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[-2.8542061783373356, 8.264081045985222]                                        |  2.3007671833038330|      0.25000000|[47, 14, 5, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[-2.8954115845263004, 8.38294342905283]                                         |  0.9381948709487915|      0.50000000|[51, 15, 5, 20]                                                            | | GPS sucess | actual_k=1
