k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1018646582961082, 0.2747185826301575, -0.137134462594986, 0.4579889476299286, 0.2082384824752808, -0.3116142749786377, -0.1069750189781189, -0.1159370467066765, 0.1397458612918854, 0.0341020561754704, -0.1914674639701843, -0.0652850568294525, -0.0144763644784689, 0.337201863527298, 0.0044242572039366, 0.0833752825856209, 0.197030246257782, 0.3441071510314941, 0.0740233510732651, 0.0973725020885468, -0.072860062122345, -0.4003025889396667]| 14.1187686920166016|      2.00000000|[22, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       2|[0.4199729785323143, 0.4848650246858597, 0.0137902796268463, 1.5193719565868378, -0.480047881603241, -0.0606126189231873, -0.5430244505405426, -0.3426791504025459, -0.5373475849628448, 0.0342656667489791, -0.3939834386110306, -0.0070138610899448, 0.5667052213102579, 0.3250685445964336, -0.3890509773045778, 0.3064622804522514, 0.639898031949997, 0.0634190738201141, -0.138149157166481, -0.5346539318561554, -0.465640127658844, -0.310857430100441]| 12.6099729537963867|      4.00000000|[44, 3, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[0.0205185934901237, 1.5752656012773514, 1.1272890865802765, 3.1067881286144257, -0.5141153410077095, 0.428569495677948, 0.5317362248897552, -1.9289023950695992, -0.3196176439523697, 0.7742895181436324, 0.4533228129148483, -0.2333610095083714, 0.1647016648203135, -0.180943239480257, -0.7433645892888308, 1.6608438417315483, 0.7789885848760605, 1.0927941501140594, -1.480834260582924, -0.598118007183075, -1.0541059374809265, -0.2321691513061523]| 12.1615638732910156|      8.00000000|[65, 5, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[0.6175988242030144, -1.1055038422346115, -0.8230923116207123, 2.920169845223427, -2.9718864038586617, 0.361370861530304, -0.7697282135486603, -1.2670694068074226, -0.5667485594749451, -1.6068466608267045, -1.6619964390993118, -0.5711095072329044, 1.673400366678834, -1.1111817844212055, -0.4713449347764254, 0.9449603483080864, -0.7366265207529068, 2.207587331533432, -1.173475369811058, -2.386678159236908, 1.0005801320075989, -4.629741668701172]| 12.1419763565063477|     16.00000000|[87, 6, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|     32.00000000|[108, 8, 0, 10]                                                            | | GPS sucess | actual_k=1
       6|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|     16.00000000|[130, 9, 0, 12]                                                            |  | used linear model with 24 points | actual_k=1
       7|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|      8.00000000|[151, 11, 0, 14]                                                           |  | used linear model with 24 points | actual_k=1
       8|[0.6646413244307041, -6.049930855631828, 0.4272251427173615, 2.9294460844248533, 0.3739349767565727, -0.131294310092926, 2.4091694056987762, -6.604409761726856, -2.1295278668403625, -0.2861834470968461, -3.8889828473329544, 4.246464516967535, -0.5738809462636709, 0.3896806947886944, -9.076886164024472, -3.434345968067646, 1.5333119481801987, 1.8466014564037323, -1.1442145984619856, 3.445055067539215, 3.6909738183021545, -5.360934138298035]| 12.1387748718261719|      4.00000000|[173, 12, 0, 16]                                                           |  | used linear model with 24 points | actual_k=1
       9|[-0.4978619180619717, -5.082558259367943, 0.0363459885120392, 3.8729306887835264, 1.06760822981596, -0.0883523635566235, 2.074857920408249, -7.629026599228382, -3.160981833934784, -2.252686590407393, -3.424952730536461, 3.9123444221913815, -0.2821509893983603, 1.2899593226611614, -7.982784019783139, -3.3484870865941048, 0.9802431911230087, 2.742387145757675, -0.7079000752419233, 4.677370846271515, 4.313618898391724, -6.040778338909149]| 12.1362361907958984|      8.00000000|[194, 14, 0, 18]                                                           | | GPS sucess | actual_k=1
      10|[-2.750924166291952, -2.8919514268636703, 1.2271739542484283, 5.237393183633685, 1.7364950105547905, 1.4137841053307056, 1.2609001100063324, -6.23402363806963, -2.6758446097373962, -1.5198339526396012, -4.62910495698452, 3.6836260221898556, -0.7127437647432089, -1.0782652981579304, -10.075959192588925, -5.984832234680653, -0.3425127416849136, 2.317479431629181, 1.9998321253806353, 4.741144448518753, 0.6443846225738525, -4.1960490345954895]| 12.1332015991210938|     16.00000000|[216, 15, 0, 20]                                                           | | GPS sucess | actual_k=1
      11|[-2.750924166291952, -2.8919514268636703, 1.2271739542484283, 5.237393183633685, 1.7364950105547905, 1.4137841053307056, 1.2609001100063324, -6.23402363806963, -2.6758446097373962, -1.5198339526396012, -4.62910495698452, 3.6836260221898556, -0.7127437647432089, -1.0782652981579304, -10.075959192588925, -5.984832234680653, -0.3425127416849136, 2.317479431629181, 1.9998321253806353, 4.741144448518753, 0.6443846225738525, -4.1960490345954895]| 12.1332015991210938|      8.00000000|[237, 17, 0, 22]                                                           |  | used linear model with 24 points | actual_k=1
      12|[-2.750924166291952, -2.8919514268636703, 1.2271739542484283, 5.237393183633685, 1.7364950105547905, 1.4137841053307056, 1.2609001100063324, -6.23402363806963, -2.6758446097373962, -1.5198339526396012, -4.62910495698452, 3.6836260221898556, -0.7127437647432089, -1.0782652981579304, -10.075959192588925, -5.984832234680653, -0.3425127416849136, 2.317479431629181, 1.9998321253806353, 4.741144448518753, 0.6443846225738525, -4.1960490345954895]| 12.1332015991210938|      4.00000000|[259, 18, 0, 24]                                                           |  | used linear model with 24 points | actual_k=1
      13|[-2.820381361991167, -2.599345788359642, 1.4377270489931107, 5.2431393642909825, 2.3955833837389946, 1.7038403637707233, -0.2952558100223541, -5.899640657007694, -3.285171866416931, -2.3068617288809037, -4.198988720774651, 5.687660541385412, -1.6874870117753744, -0.7927957959473133, -9.963086197152734, -4.998119302093983, 0.8946812003850937, 0.8925921320915222, 0.87145003862679, 3.9055019319057465, 0.8421821445226669, -4.374377951025963]| 12.1329641342163086|      8.00000000|[280, 20, 0, 26]                                                           | | GPS sucess | actual_k=1
      14|[-2.820381361991167, -2.599345788359642, 1.4377270489931107, 5.2431393642909825, 2.3955833837389946, 1.7038403637707233, -0.2952558100223541, -5.899640657007694, -3.285171866416931, -2.3068617288809037, -4.198988720774651, 5.687660541385412, -1.6874870117753744, -0.7927957959473133, -9.963086197152734, -4.998119302093983, 0.8946812003850937, 0.8925921320915222, 0.87145003862679, 3.9055019319057465, 0.8421821445226669, -4.374377951025963]| 12.1329641342163086|      4.00000000|[302, 21, 0, 28]                                                           |  | used linear model with 24 points | actual_k=1
      15|[-2.820381361991167, -2.599345788359642, 1.4377270489931107, 5.2431393642909825, 2.3955833837389946, 1.7038403637707233, -0.2952558100223541, -5.899640657007694, -3.285171866416931, -2.3068617288809037, -4.198988720774651, 5.687660541385412, -1.6874870117753744, -0.7927957959473133, -9.963086197152734, -4.998119302093983, 0.8946812003850937, 0.8925921320915222, 0.87145003862679, 3.9055019319057465, 0.8421821445226669, -4.374377951025963]| 12.1329641342163086|      2.00000000|[324, 22, 0, 30]                                                           |  | used linear model with 24 points | actual_k=1
      16|[-3.3418854661285877, -2.3586880415678024, 1.0810473710298538, 5.746817805338651, 2.178627170622349, 1.9371357299387455, -0.360211618244648, -5.103558279573917, -3.9517782330513, -1.748845607493422, -4.291523493826389, 5.548873852938414, -1.55211684666574, -0.934333223849535, -10.319616923108697, -4.901794895529747, -0.2647438198328018, 0.7459950894117355, 1.0625413376837969, 3.8379512801766396, 1.2713270634412766, -4.353899344801903]| 12.1311235427856445|      4.00000000|[345, 24, 0, 32]                                                           | | GPS sucess | actual_k=1
      17|[-3.3418854661285877, -2.3586880415678024, 1.0810473710298538, 5.746817805338651, 2.178627170622349, 1.9371357299387455, -0.360211618244648, -5.103558279573917, -3.9517782330513, -1.748845607493422, -4.291523493826389, 5.548873852938414, -1.55211684666574, -0.934333223849535, -10.319616923108697, -4.901794895529747, -0.2647438198328018, 0.7459950894117355, 1.0625413376837969, 3.8379512801766396, 1.2713270634412766, -4.353899344801903]| 12.1311235427856445|      2.00000000|[367, 25, 0, 34]                                                           |  | used linear model with 24 points | actual_k=1
      18|[-3.3418854661285877, -2.3586880415678024, 1.0810473710298538, 5.746817805338651, 2.178627170622349, 1.9371357299387455, -0.360211618244648, -5.103558279573917, -3.9517782330513, -1.748845607493422, -4.291523493826389, 5.548873852938414, -1.55211684666574, -0.934333223849535, -10.319616923108697, -4.901794895529747, -0.2647438198328018, 0.7459950894117355, 1.0625413376837969, 3.8379512801766396, 1.2713270634412766, -4.353899344801903]| 12.1311235427856445|      1.00000000|[389, 26, 0, 36]                                                           |  | used linear model with 24 points | actual_k=1
      19|[-3.3418854661285877, -2.3586880415678024, 1.0810473710298538, 5.746817805338651, 2.178627170622349, 1.9371357299387455, -0.360211618244648, -5.103558279573917, -3.9517782330513, -1.748845607493422, -4.291523493826389, 5.548873852938414, -1.55211684666574, -0.934333223849535, -10.319616923108697, -4.901794895529747, -0.2647438198328018, 0.7459950894117355, 1.0625413376837969, 3.8379512801766396, 1.2713270634412766, -4.353899344801903]| 12.1311235427856445|      0.50000000|[410, 28, 0, 38]                                                           |  | used linear model with 24 points | actual_k=1
      20|[-3.4110722579061985, -2.5320581197738647, 1.0657805996015668, 5.815403841901571, 2.234013859182596, 2.177224550396204, -0.2220514342188835, -5.214359104633331, -4.159073516726494, -1.7739374642114853, -4.32439823821187, 5.6377431862056255, -1.6689392235130072, -0.9879222474992275, -10.208849364891648, -4.923754690214992, -0.1781791374087334, 0.818379171192646, 1.1354861576110125, 3.915439285337925, 1.1608291938900948, -4.358912771567702]| 12.1308374404907227|      1.00000000|[431, 30, 0, 40]                                                           | | GPS sucess | actual_k=1
      21|[-3.4932153709232807, -2.652699515223503, 1.3098928080871701, 5.85564746754244, 2.379743207246065, 1.7303837276995182, -0.24706638045609, -4.902290165424347, -4.432936146855354, -1.5953691606264329, -4.297692002728581, 5.626613617874682, -2.055440803989768, -0.9468082338571548, -10.220046640373766, -5.252748606726527, -0.0779604017734528, 0.7977731078863144, 1.0749127697199583, 3.4551685824990273, 1.2198630906641483, -4.402945170179009]| 12.1305236816406250|      2.00000000|[453, 31, 0, 42]                                                           | | GPS sucess | actual_k=1
      22|[-3.8982169814407825, -3.0691046565771103, 1.4146963926032186, 6.223033331800252, 2.0263545401394367, 0.9570433236658573, -0.0372348744422197, -5.193338066339493, -3.863277092576027, -2.169730067704222, -4.994086625054479, 5.422599331475794, -2.0831059776246548, -0.5689157396554947, -10.211643760092556, -5.40921419672668, -0.0240104272961617, -0.149591937661171, 0.613998843356967, 3.628997214138508, 1.0906103141605854, -4.797992477193475]| 12.1298494338989258|      4.00000000|[474, 33, 0, 44]                                                           | | GPS sucess | actual_k=1
      23|[-5.16742255166173, -2.1598630398511887, 2.057042238302529, 6.9315688838250935, 3.0769429095089436, 1.0438774563372135, -0.1174826044589281, -4.250676721334457, -2.1090012937784195, -1.5030299429636216, -5.171062560752034, 7.088623062707484, -2.1507534123957157, -0.9032943099737167, -9.623966638930142, -6.469312248751521, -0.2861636057496071, 0.1498841494321823, -0.0572187770158052, 3.946053631603718, -0.211997102946043, -4.231688031926751]| 12.1280126571655273|      8.00000000|[495, 35, 0, 46]                                                           | | GPS sucess | actual_k=1
      24|[-5.16742255166173, -2.1598630398511887, 2.057042238302529, 6.9315688838250935, 3.0769429095089436, 1.0438774563372135, -0.1174826044589281, -4.250676721334457, -2.1090012937784195, -1.5030299429636216, -5.171062560752034, 7.088623062707484, -2.1507534123957157, -0.9032943099737167, -9.623966638930142, -6.469312248751521, -0.2861636057496071, 0.1498841494321823, -0.0572187770158052, 3.946053631603718, -0.211997102946043, -4.231688031926751]| 12.1280126571655273|      4.00000000|[516, 37, 0, 48]                                                           |  | used linear model with 24 points | actual_k=1
      25|[-6.489626903086901, -1.7871932238340378, 2.9357386799529195, 7.783691429067403, 4.892342556267977, 0.4462379552423954, -1.178512753918767, -3.2624512016773224, -3.2749707847833633, -0.6553022865991807, -5.293953971937299, 8.149801627732813, -1.81938049569726, -1.1314080655574799, -9.622688119648956, -7.443332253023982, -0.6900105252861977, -0.1322239488363266, -0.1043636295944452, 5.156334646046162, -0.572066705673933, -3.4008874986320734]| 12.1252250671386719|      8.00000000|[537, 39, 0, 50]                                                           | | GPS sucess | actual_k=1
      26|[-6.489626903086901, -1.7871932238340378, 2.9357386799529195, 7.783691429067403, 4.892342556267977, 0.4462379552423954, -1.178512753918767, -3.2624512016773224, -3.2749707847833633, -0.6553022865991807, -5.293953971937299, 8.149801627732813, -1.81938049569726, -1.1314080655574799, -9.622688119648956, -7.443332253023982, -0.6900105252861977, -0.1322239488363266, -0.1043636295944452, 5.156334646046162, -0.572066705673933, -3.4008874986320734]| 12.1252250671386719|      4.00000000|[558, 41, 0, 52]                                                           |  | used linear model with 24 points | actual_k=1
      27|[-6.489626903086901, -1.7871932238340378, 2.9357386799529195, 7.783691429067403, 4.892342556267977, 0.4462379552423954, -1.178512753918767, -3.2624512016773224, -3.2749707847833633, -0.6553022865991807, -5.293953971937299, 8.149801627732813, -1.81938049569726, -1.1314080655574799, -9.622688119648956, -7.443332253023982, -0.6900105252861977, -0.1322239488363266, -0.1043636295944452, 5.156334646046162, -0.572066705673933, -3.4008874986320734]| 12.1252250671386719|      2.00000000|[580, 42, 0, 54]                                                           |  | used linear model with 24 points | actual_k=1
      28|[-6.3419837243855, -1.8708045110106468, 2.786866662092507, 7.721272472757846, 5.6384000070393085, 0.7040803767740726, -1.038320006802678, -2.7026046216487885, -3.4270799458026886, 0.1215742225904251, -5.761834817007184, 8.0809924909845, -2.2701246179640293, -0.9950260370969772, -9.466312502860092, -7.361397771164775, -0.067950464785099, 0.7112190872430801, 0.0345641877502203, 5.269868656992912, -1.4409977607429028, -3.4127039900049567]| 12.1247663497924805|      4.00000000|[602, 43, 0, 56]                                                           | | GPS sucess | actual_k=1
      29|[-6.3419837243855, -1.8708045110106468, 2.786866662092507, 7.721272472757846, 5.6384000070393085, 0.7040803767740726, -1.038320006802678, -2.7026046216487885, -3.4270799458026886, 0.1215742225904251, -5.761834817007184, 8.0809924909845, -2.2701246179640293, -0.9950260370969772, -9.466312502860092, -7.361397771164775, -0.067950464785099, 0.7112190872430801, 0.0345641877502203, 5.269868656992912, -1.4409977607429028, -3.4127039900049567]| 12.1247663497924805|      2.00000000|[623, 45, 0, 58]                                                           |  | used linear model with 24 points | actual_k=1
      30|[-6.3419837243855, -1.8708045110106468, 2.786866662092507, 7.721272472757846, 5.6384000070393085, 0.7040803767740726, -1.038320006802678, -2.7026046216487885, -3.4270799458026886, 0.1215742225904251, -5.761834817007184, 8.0809924909845, -2.2701246179640293, -0.9950260370969772, -9.466312502860092, -7.361397771164775, -0.067950464785099, 0.7112190872430801, 0.0345641877502203, 5.269868656992912, -1.4409977607429028, -3.4127039900049567]| 12.1247663497924805|      1.00000000|[645, 46, 0, 60]                                                           |  | used linear model with 24 points | actual_k=1
      31|[-6.443936590105295, -1.6786847487092018, 3.4198995800688863, 7.742282243911177, 5.813233856111765, 0.3295862413942814, -0.6698032338172197, -2.6149633079767227, -3.3851909935474396, 0.1988299111981178, -5.598593654111028, 7.941321478225291, -2.4524049945175648, -0.8794436752796173, -9.292151202796958, -7.211871592327952, -0.1419203728437424, 0.7560126446187496, -0.0473852027207613, 5.3008732963353395, -1.5762733779847622, -3.187723352573812]| 12.1238489151000977|      2.00000000|[667, 47, 0, 62]                                                           | | GPS sucess | actual_k=1
      32|[-6.647379491478205, -1.2534122243523598, 3.657375213690102, 7.845754730049521, 5.630564916878939, 0.1268848218023777, -0.9086853731423616, -1.6400626450777054, -3.1017000675201416, 0.8950444082875038, -4.843913258984685, 7.630089000798762, -2.4206784665584564, -1.5827594101428986, -8.939380486845039, -7.21838518884033, -0.094776913523674, 0.4487727545201778, 0.1047774236649275, 4.944613950327039, -2.3016089163720608, -3.122469357214868]| 12.1237783432006836|      4.00000000|[689, 48, 0, 64]                                                           | | GPS sucess | actual_k=1
      33|[-6.647379491478205, -1.2534122243523598, 3.657375213690102, 7.845754730049521, 5.630564916878939, 0.1268848218023777, -0.9086853731423616, -1.6400626450777054, -3.1017000675201416, 0.8950444082875038, -4.843913258984685, 7.630089000798762, -2.4206784665584564, -1.5827594101428986, -8.939380486845039, -7.21838518884033, -0.094776913523674, 0.4487727545201778, 0.1047774236649275, 4.944613950327039, -2.3016089163720608, -3.122469357214868]| 12.1237783432006836|      2.00000000|[711, 49, 0, 66]                                                           |  | used linear model with 24 points | actual_k=1
      34|[-6.647379491478205, -1.2534122243523598, 3.657375213690102, 7.845754730049521, 5.630564916878939, 0.1268848218023777, -0.9086853731423616, -1.6400626450777054, -3.1017000675201416, 0.8950444082875038, -4.843913258984685, 7.630089000798762, -2.4206784665584564, -1.5827594101428986, -8.939380486845039, -7.21838518884033, -0.094776913523674, 0.4487727545201778, 0.1047774236649275, 4.944613950327039, -2.3016089163720608, -3.122469357214868]| 12.1237783432006836|      1.00000000|[732, 51, 0, 68]                                                           |  | used linear model with 24 points | actual_k=1
      35|[-6.902062240988016, -1.1640632525086403, 3.569006440229714, 8.055526989046484, 5.696287740021944, -0.0573109649121761, -0.9228607174009085, -1.6699315775185823, -2.8896100968122482, 1.1105948011536384, -4.9047305304557085, 7.4803115436807275, -1.978928416967392, -1.959483802318573, -9.21664150559809, -7.132141328416765, -0.09266721829772, 0.0901039205491543, -0.1684061009436846, 5.217505590990186, -2.2700797244906425, -2.987168780528009]| 12.1232585906982422|      2.00000000|[754, 52, 0, 70]                                                           | | GPS sucess | actual_k=1
      36|[-7.485333506017923, -1.0965118110179901, 4.288576242513955, 8.400927292648703, 5.432071227580309, -0.1030733473598957, -1.277362471446395, -0.9668128360062838, -2.735200345516205, 1.1052856990281725, -4.262098820880055, 7.032931030727923, -1.8968588560819626, -1.3160492777824402, -8.595309635042213, -6.853287435136735, -0.227916058152914, 0.364696379750967, 0.3424828331917524, 5.035542072728276, -2.85821919888258, -3.2534885620698333]| 12.1221675872802734|      4.00000000|[776, 53, 0, 72]                                                           | | GPS sucess | actual_k=1
