k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3676686882972717, 4.33188009262085]                                          |6937.0029296875000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.683367908000946, 3.4437994956970215]                                         |1692.6693115234375000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[2.5288360714912415, 1.01163911819458]                                          | 59.9616775512695312|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[2.5288360714912415, 1.01163911819458]                                          | 59.9616775512695312|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[2.5288360714912415, 1.01163911819458]                                          | 59.9616775512695312|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.3996759802103043, 0.234934389591217]                                         | 59.4775848388671875|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[3.11815382540226, -2.2695650458335876]                                         | 16.9020709991455078|      8.00000000|[31, 0, 2, 9]                                                              | | GPS sucess | actual_k=0
       8|[3.11815382540226, -2.2695650458335876]                                         | 16.9020709991455078|      4.00000000|[35, 0, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[3.11815382540226, -2.2695650458335876]                                         | 16.9020709991455078|      2.00000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[3.11815382540226, -2.2695650458335876]                                         | 16.9020709991455078|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[3.4323389381170273, -2.136018469929695]                                        |  2.1875789165496826|      2.00000000|[50, 0, 5, 16]                                                             | | GPS sucess | actual_k=0
      12|[3.4323389381170273, -2.136018469929695]                                        |  2.1875789165496826|      1.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[3.4323389381170273, -2.136018469929695]                                        |  2.1875789165496826|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
