k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1499151885509491, 0.1227454170584679, 0.0761193707585335, 0.5223715305328369, -0.2440897673368454, -0.0366850681602955, 0.0753339678049088, -0.0604854561388493, -0.1948773711919785, -0.074874684214592, -0.2091518342494965, -0.0248660817742348, -0.0798522159457207, 0.1104368939995766, 0.1205074638128281, 0.2735314965248108, -0.3057527244091034, -0.1121357977390289, -0.1480681151151657, -0.0594186671078205, -0.3836550414562225, -0.3294294476509094]| 13.9297523498535156|      2.00000000|[241, 35, 0, 18]                                                           | | GPS sucess | actual_k=2
       2|[0.6305821537971497, 0.3293776735663414, 0.520833320915699, 1.4621530771255493, -0.5687411278486252, 0.1230746619403362, 0.222220167517662, -0.2370277084410191, -0.801178976893425, -0.296007513999939, 0.0706940889358521, -0.3761734440922737, -1.13947045058012, 0.1216745972633362, 0.3236215114593506, -0.2224889397621155, -0.6227339804172516, -0.1006164979189634, -0.4309590309858322, -0.4621316082775593, -0.5646200776100159, -0.3503511063754559]| 12.4845829010009766|      4.00000000|[482, 69, 0, 36]                                                           | | GPS sucess | actual_k=2
       3|[0.3803206086158752, -0.271265484392643, 0.0875554159283638, 2.8800861835479736, -0.8088926821947098, -0.8754565604031086, 0.9009628742933273, -1.6277141012251377, -0.6750959008932114, -0.3056315071880817, -0.5337700247764587, -1.2125302031636238, -2.4424754306674004, -0.5152018666267395, 0.9701250791549683, -1.0639647841453552, -0.7651738077402115, 0.1251801420003176, 0.6274467259645462, -1.1815678961575031, -0.5146424509584904, -0.9472733251750469]| 12.1417255401611328|      8.00000000|[723, 103, 0, 54]                                                          | | GPS sucess | actual_k=2
       4|[-2.048102557659149, -0.0290752127766609, 1.6029747799038887, 4.4958202838897705, 2.1641064137220383, -2.2753790505230427, 1.5320019572973251, -2.9627265371382236, 0.909603014588356, -1.8376740105450153, -0.1505454182624817, -0.687906987965107, -4.488566510379314, -2.117658317089081, 2.2467907667160034, 2.026689112186432, 0.7510927766561508, -1.5255551170557737, -1.1489136666059494, -1.4270012266933918, -1.279645536094904, -0.9392275856807828]| 12.1357917785644531|     16.00000000|[964, 137, 0, 72]                                                          | | GPS sucess | actual_k=2
       5|[-2.0725116170942783, -1.1241266205906868, 0.1705715730786324, 4.836063802242279, -2.211718037724495, -0.2927605994045734, 4.789673075079918, -6.609924975782633, -6.94872485101223, -5.807201016694307, -4.039778053760529, -2.007724769413471, -8.017934910953045, -1.2925529479980469, -1.2951806783676147, 1.1507415771484375, 1.401251956820488, -6.405709249898791, 0.9826082736253738, 2.9878299348056316, -0.400661263614893, -3.222278122790158]| 12.1351795196533203|     32.00000000|[1205, 171, 0, 90]                                                         | | GPS sucess | actual_k=2
       6|[-4.643181744962931, -11.041855044662952, -7.205086462199688, 8.642586648464203, -17.358414128422737, -7.797909487038851, 9.562917456030846, -9.622889939695597, -4.297557458281517, -7.611610163003206, -1.1371646523475647, 7.289928428828716, 0.8980034664273262, -5.418961048126221, -5.7548617124557495, 7.37996244430542, 0.1017815321683884, -3.5520560573786497, -1.3881814926862717, 12.7042529694736, 6.2686817310750484, 4.895960326306522]| 12.1294097900390625|     64.00000000|[1445, 206, 0, 108]                                                        | | GPS sucess | actual_k=2
       7|[-23.518822614103556, -37.17977923899889, -6.040012113749981, 25.402802407741547, -27.373044446110725, 12.946206342428923, 10.2940062135458, -4.462941113859415, -4.035930439829826, -9.430396188050508, 1.9166921973228455, -6.231646545231342, -13.741066090762615, -26.396812915802002, 3.803813099861145, 22.113162517547607, 10.288707420229912, 18.254884021356702, -9.870203778147697, 11.428508412092924, 8.69687744602561, 16.27490663062781]| 12.0812511444091797|    128.00000000|[1686, 240, 0, 126]                                                        | | GPS sucess | actual_k=2
       8|[-29.064368668943644, -22.74879664927721, -13.12143873423338, 29.863461911678314, 20.95690779387951, -26.29303239658475, 24.4062412828207, -7.236013118177652, 12.913770869374275, 23.145745169371367, 36.98634475469589, -13.664905078709126, 5.20231045037508, -70.25748109817505, 28.404919743537903, 66.77335691452026, 3.5430280417203903, 31.281768100336194, -66.27081184089184, -5.725809443742037, 12.716688122600317, 36.88669633399695]| 12.0625848770141602|    256.00000000|[1926, 275, 0, 144]                                                        | | GPS sucess | actual_k=2
       9|[-43.08819431439042, 2.688903622329235, 80.70027757436037, 22.44129890203476, 36.17996267974377, -29.77413271740079, 31.868393287062645, -119.62566155567765, -31.814859196543694, -66.6544409878552, 103.9760679602623, 60.93809937685728, -59.412153355777264, 13.938159465789795, 41.43725597858429, 104.89671277999878, -33.85890753567219, 1.4848301578313112, -42.671858593821526, -15.772962916642427, 84.36533924564719, 34.47289251815528]| 12.0532178878784180|    512.00000000|[2167, 309, 0, 162]                                                        | | GPS sucess | actual_k=2
      10|[-43.08819431439042, 2.688903622329235, 80.70027757436037, 22.44129890203476, 36.17996267974377, -29.77413271740079, 31.868393287062645, -119.62566155567765, -31.814859196543694, -66.6544409878552, 103.9760679602623, 60.93809937685728, -59.412153355777264, 13.938159465789795, 41.43725597858429, 104.89671277999878, -33.85890753567219, 1.4848301578313112, -42.671858593821526, -15.772962916642427, 84.36533924564719, 34.47289251815528]| 12.0532178878784180|    256.00000000|[2408, 343, 0, 180]                                                        |  | used quadratic model with 276 points | actual_k=2
      11|[-75.83241123333573, -38.49580020457506, 100.78246522694826, 47.77691024541855, 18.574802920222282, -5.241772640496492, -39.925986900925636, -39.626592341810465, 4.016962245106697, -75.51998721435666, 41.497170865535736, 31.22617768496275, -9.832529179751873, -53.06206178665161, 104.28466427326202, 20.660216808319092, -57.41991217434406, 9.069841163232923, -99.65785484015942, -111.10776363685727, 142.64510532841086, -30.813743834383786]| 11.9244785308837891|    512.00000000|[2649, 377, 0, 198]                                                        | | GPS sucess | actual_k=2
