k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1427662670612335, 2.243413507938385]                                         |212.5440368652343750|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.1622076835483313, 0.7218949198722839]                                        | 12.6910839080810547|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.1622076835483313, 0.7218949198722839]                                        | 12.6910839080810547|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.1541055049747229, 0.5222140252590179]                                        |  0.6337337493896484|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[1.1541055049747229, 0.5222140252590179]                                        |  0.6337337493896484|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.1541055049747229, 0.5222140252590179]                                        |  0.6337337493896484|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.1541055049747229, 0.5222140252590179]                                        |  0.6337337493896484|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.1541055049747229, 0.5222140252590179]                                        |  0.6337337493896484|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.3459284510463476, 0.5321248453110456]                                        |  0.1990810334682465|      0.50000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[1.2595748510211706, 0.903994170948863]                                         |  0.1642353236675262|      1.00000000|[36, 10, 5, 15]                                                            | | GPS sucess | actual_k=1
      11|[1.2595748510211706, 0.903994170948863]                                         |  0.1642353236675262|      0.50000000|[39, 11, 6, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[1.2595748510211706, 0.903994170948863]                                         |  0.1642353236675262|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[1.1082861330360174, 0.8186089899390936]                                        |  0.1239326447248459|      0.50000000|[47, 13, 7, 20]                                                            | | GPS sucess | actual_k=1
