k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0533051490783691, -0.1930457204580307, -0.0226980522274971, 0.6809560656547546, 0.3436013460159302, -0.0898908823728561, -0.4128723442554474, -0.3628678023815155, -0.305531769990921, 0.2711070477962494, 0.3535757660865784, 0.597587525844574, 0.0074335816316307, 0.0215134434401989, 0.4195088446140289, 0.2834378182888031, 0.022140396758914, 0.7053579688072205, 0.2281704992055893, -0.479193776845932, -0.520790159702301, -0.0635411962866783]| 12.9435920715332031|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
       2|[1.9853825569152832, -0.8068166822195053, 0.3015763685107231, 1.3428897261619568, 0.9948912858963013, 1.21012182533741, 0.131842702627182, 1.126625806093216, -0.5332061946392059, 1.0798970758914948, -0.5795242190361023, 2.3637296557426453, -0.7802530047483742, 0.226169940084219, -0.7042927443981171, 0.968464583158493, 0.8211711775511503, 0.1086351871490479, 1.0168914645910263, -0.738070547580719, -1.4194613695144653, -0.0676310658454895]| 12.1653137207031250|      4.00000000|[113, 16, 0, 2]                                                            | | GPS sucess | actual_k=8
       3|[1.9540927186608315, -0.0039362162351608, 0.1857911944389343, 1.6033088266849518, 0.8573582917451859, 0.9952759742736816, -0.5629466474056244, 0.7857080399990082, -0.4464280381798744, 0.9390340447425842, -0.1987533867359161, 1.9912755191326141, -1.0532817360945046, 0.3016031049191952, -0.3614345490932465, 1.504831224679947, 0.1245151292532682, 0.687756359577179, 0.8153674006462097, -1.4661234617233276, -1.5998617857694626, -0.6910593509674072]| 12.1456394195556641|      8.00000000|[169, 24, 0, 3]                                                            | | GPS sucess | actual_k=8
       4|[1.9540927186608315, -0.0039362162351608, 0.1857911944389343, 1.6033088266849518, 0.8573582917451859, 0.9952759742736816, -0.5629466474056244, 0.7857080399990082, -0.4464280381798744, 0.9390340447425842, -0.1987533867359161, 1.9912755191326141, -1.0532817360945046, 0.3016031049191952, -0.3614345490932465, 1.504831224679947, 0.1245151292532682, 0.687756359577179, 0.8153674006462097, -1.4661234617233276, -1.5998617857694626, -0.6910593509674072]| 12.1456394195556641|      4.00000000|[231, 34, 0, 5]                                                            |  | used linear model with 65 points | actual_k=8
       5|[1.9540927186608315, -0.0039362162351608, 0.1857911944389343, 1.6033088266849518, 0.8573582917451859, 0.9952759742736816, -0.5629466474056244, 0.7857080399990082, -0.4464280381798744, 0.9390340447425842, -0.1987533867359161, 1.9912755191326141, -1.0532817360945046, 0.3016031049191952, -0.3614345490932465, 1.504831224679947, 0.1245151292532682, 0.687756359577179, 0.8153674006462097, -1.4661234617233276, -1.5998617857694626, -0.6910593509674072]| 12.1456394195556641|      2.00000000|[293, 44, 0, 7]                                                            |  | used linear model with 65 points | actual_k=8
       6|[1.8922313936054707, -0.2597346156835556, 0.1196042224764824, 1.6627622172236443, 0.6176393330097198, 1.1451511234045029, -0.3194798529148102, 0.3737591803073883, -0.6951734200119972, 1.3509138524532318, -0.0586753338575363, 2.192585200071335, -1.2601494160480797, 0.6152557693421841, -0.1665278673171997, 1.707807794213295, 0.2090089526027441, 0.650623194873333, 0.911468468606472, -1.4074845984578133, -1.4608040004968643, -0.4433435350656509]| 12.1453695297241211|      4.00000000|[349, 52, 0, 8]                                                            | | GPS sucess | actual_k=8
       7|[1.8922313936054707, -0.2597346156835556, 0.1196042224764824, 1.6627622172236443, 0.6176393330097198, 1.1451511234045029, -0.3194798529148102, 0.3737591803073883, -0.6951734200119972, 1.3509138524532318, -0.0586753338575363, 2.192585200071335, -1.2601494160480797, 0.6152557693421841, -0.1665278673171997, 1.707807794213295, 0.2090089526027441, 0.650623194873333, 0.911468468606472, -1.4074845984578133, -1.4608040004968643, -0.4433435350656509]| 12.1453695297241211|      2.00000000|[412, 61, 0, 10]                                                           |  | used linear model with 65 points | actual_k=8
       8|[1.3819151408970356, -0.4381618201732635, 0.1649783849716187, 2.141919456422329, 0.7901945859193802, 1.0395643040537834, -0.1296635568141937, 0.190638929605484, -0.5962269753217697, 1.6775169372558594, 0.1332891583442688, 2.0110780000686646, -1.2531102052889764, 0.7435884438455105, -0.3494235724210739, 1.9218704402446747, 0.1128977816551924, 0.6234707180410624, 1.0047166720032692, -1.499127835035324, -1.5900427848100662, -0.2438824325799942]| 12.1450386047363281|      4.00000000|[468, 69, 0, 11]                                                           | | GPS sucess | actual_k=8
       9|[1.363476436585188, -0.3318949043750763, 0.1281009763479233, 2.095822699368, 0.7348784729838371, 0.9750288352370262, -0.2034183740615845, 0.1076647639274597, 3.358651116490364, 1.5761040672659874, 0.0226569324731827, 1.949136808514595, -1.3821811429224908, 0.6052981577813625, -0.4969332069158554, 1.7651414573192596, -0.0530505497008562, 0.4483030382543802, 0.8203296437859535, -1.6927342116832733, -1.7928685247898102, -0.4559275358915329]| 12.1439924240112305|      8.00000000|[524, 77, 0, 12]                                                           | | GPS sucess | actual_k=8
      10|[1.363476436585188, -0.3318949043750763, 0.1281009763479233, 2.095822699368, 0.7348784729838371, 0.9750288352370262, -0.2034183740615845, 0.1076647639274597, 3.358651116490364, 1.5761040672659874, 0.0226569324731827, 1.949136808514595, -1.3821811429224908, 0.6052981577813625, -0.4969332069158554, 1.7651414573192596, -0.0530505497008562, 0.4483030382543802, 0.8203296437859535, -1.6927342116832733, -1.7928685247898102, -0.4559275358915329]| 12.1439924240112305|      4.00000000|[587, 86, 0, 14]                                                           |  | used linear model with 65 points | actual_k=8
      11|[0.3106933049857616, -0.8908911645412445, 3.2894779294729233, 2.4108657613396645, 2.9815580174326897, 1.8774997219443321, -3.0353671312332153, -0.3548192381858826, 3.7173678129911423, 3.1977291330695152, -2.767067179083824, 3.4242043048143387, -0.2990207425318658, 3.2493709288537502, 1.0582897812128067, 0.971636563539505, 2.6829554717987776, 2.4016944710165262, 0.5165444388985634, -0.1300099790096283, -1.6336068212985992, 0.318080261349678]| 12.1405811309814453|      8.00000000|[643, 94, 0, 15]                                                           | | GPS sucess | actual_k=8
      12|[-0.9754919596016407, 1.1409813463687897, 2.947405770421028, 3.2845172062516212, 2.498358003795147, 2.5295384153723717, -2.1936355233192444, -1.2546367645263672, 2.781372591853142, 4.394922755658627, -4.064852699637413, 3.39204753190279, 0.2669558175839484, 3.3322899900376797, 0.4760080724954605, 1.0529531389474869, 3.3440971057862043, 2.4064587340690196, 0.9726528003811836, 0.5648317039012909, -2.3891919553279877, 1.208995833992958]| 12.1398124694824219|     16.00000000|[699, 102, 0, 16]                                                          | | GPS sucess | actual_k=8
      13|[-0.9754919596016407, 1.1409813463687897, 2.947405770421028, 3.2845172062516212, 2.498358003795147, 2.5295384153723717, -2.1936355233192444, -1.2546367645263672, 2.781372591853142, 4.394922755658627, -4.064852699637413, 3.39204753190279, 0.2669558175839484, 3.3322899900376797, 0.4760080724954605, 1.0529531389474869, 3.3440971057862043, 2.4064587340690196, 0.9726528003811836, 0.5648317039012909, -2.3891919553279877, 1.208995833992958]| 12.1398124694824219|      8.00000000|[762, 111, 0, 18]                                                          |  | used linear model with 65 points | actual_k=8
      14|[-0.7401638366281986, 0.9220008850097656, 2.809831917285919, 3.2143779546022415, 2.969857834279537, 1.671617530286312, -1.7767022252082825, -1.044430136680603, 1.871935710310936, 5.549167297780514, -5.908542141318321, 3.2034495398402214, 1.5999596961773932, 1.9799966178834438, -1.2339684814214706, 1.8958590775728226, 3.4574186112731695, 1.7297967062331736, 0.6639318242669106, 1.1998741924762726, -2.2775533497333527, 2.147332027554512]| 12.1395425796508789|     16.00000000|[818, 119, 0, 19]                                                          | | GPS sucess | actual_k=8
      15|[0.1988942287862301, -3.3534250259399414, 4.330301344394684, 2.484272316098213, 5.164974831044674, 2.4666454419493675, -3.533345401287079, -4.5802589654922485, 3.125747784972191, 6.742198847234249, -6.1603521555662155, 5.136018089950085, 2.6371528753079474, 2.49628734216094, -1.7264243513345718, 2.1621992737054825, 4.801849653944373, -0.8898658170364797, 1.6018569841980934, 1.3787595629692078, -0.5676816999912262, 2.173166347667575]| 12.1384162902832031|     32.00000000|[874, 127, 0, 20]                                                          | | GPS sucess | actual_k=8
